study_id,site_id,impact_class
Dontis_et_al_2020,EG_Simmons_Park_Mangroves,restored
Dontis_et_al_2020,Mangrove_Bay,restored
Dontis_et_al_2020,Harbor_Palms,restored
Dontis_et_al_2020,Schultz_Preserve,restored
Dontis_et_al_2020,Cockroach_Bay,restored
Dontis_et_al_2020,Bishop_Harbor,restored
Dontis_et_al_2020,Clam_Bayou,restored
Dontis_et_al_2020,Perico_Preserve,restored
Dontis_et_al_2020,Rock_Ponds,restored
Dontis_et_al_2020,Perico_Preserve2,restored
