study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,26,27,WP1027,0.06800172346857918,0.6518518518518528,NA,compression corrected max depth: 34.077,17.67685236822939,3.1636468940496747,35.44185236822939,2.14397100498821,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,27,28,WP1028,0.1137111556156792,0.5175961017866786,0.2555152834089078,compression corrected max depth: 35.3492,7.669774629453869,2.7097846345746093,25.43477462945387,1.389562076978445,becquerelsPerKilogram,NA,NA,NA,-28.41640521384683
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,28,29,WP1029,0.12331676092195383,0.5648575827559658,NA,compression corrected max depth: 36.6214,12.818448834822547,2.8696067971968517,30.583448834822548,1.6800574902420378,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,29,30,WP1030,0.1590893599935973,0.5640183847669055,NA,compression corrected max depth: 37.8936,7.8829611592260775,2.8704603368016026,25.647961159226078,1.681514955375411,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,30,31,WP1031,0.15213357684077777,0.599296325254105,0.28945206980020965,compression corrected max depth: 39.1658,13.622398247960103,2.947857686380609,31.387398247960103,1.8104736781166522,becquerelsPerKilogram,19.41,3.21,becquerelsPerKilogram,-28.508238641733524
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,31,32,WP1032,0.20513001990987922,0.5188412623645806,NA,compression corrected max depth: 40.438,8.769457309423426,2.671832931823051,26.534457309423427,1.3140172052047723,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,32,33,WP1033,0.2495145409802517,0.4335236541598668,NA,compression corrected max depth: 41.7102,4.338369154792396,3.4613132079436792,23.748369154792396,1.2948316969727618,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,33,34,WP1034,0.3468955051197256,0.3915588416512638,0.18210539677746415,compression corrected max depth: 42.9824,1.2238339225900532,3.4228632883282395,20.633833922590053,1.1882310762579844,becquerelsPerKilogram,NA,NA,NA,-26.75306825959371
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,34,35,WP1035,0.4094975534951017,0.38720703125000056,NA,compression corrected max depth: 44.2546,1.947713546798017,3.479946407600286,21.357713546798017,1.343847833562318,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,35,36,WP1036,0.49627922902075533,0.38508003624282866,NA,compression corrected max depth: 45.5268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,36,37,WP1037,0.44096419156738065,0.38092613009922904,0.17475825055162716,compression corrected max depth: 46.799,NA,NA,NA,NA,NA,NA,NA,NA,-26.645425303168615
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,37,38,WP1038,0.5330455113999444,0.37551731648878134,NA,compression corrected max depth: 48.0712,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,38,39,WP1039,0.5535816330892213,0.3703237975479439,NA,compression corrected max depth: 49.3434,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,39,40,WP1040,0.5532504053200393,0.37363474726949647,0.17755202779798437,compression corrected max depth: 50.6156,NA,NA,24.226680379992967,1.217084899209589,becquerelsPerKilogram,23.31,1.92,becquerelsPerKilogram,-26.565285083471704
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,40,41,WP1041,0.5393388390144003,0.3670557717250341,NA,compression corrected max depth: 51.8878,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,41,42,WP1042,0.5045599232503025,0.3681849551414803,NA,compression corrected max depth: 53.16,NA,NA,20.583810331648294,1.0782893152089512,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,42,43,WP1043,0.5681556549332241,0.3681225184344868,NA,compression corrected max depth: 54.4322,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,43,44,WP1044,0.6476503195368764,0.36363636363636265,NA,compression corrected max depth: 55.7044,NA,NA,21.325797732485857,1.3028764458285766,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,44,45,WP1045,0.5717991603942248,0.3777946191739287,0.17630067278350034,compression corrected max depth: 56.9766,NA,NA,NA,NA,NA,NA,NA,NA,-26.74663118062167
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,45,46,WP1046,0.6049219373124132,0.3795975666822652,NA,compression corrected max depth: 58.2488,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,46,47,WP1047,0.6387071697689655,0.3809442060085831,NA,compression corrected max depth: 59.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,47,48,WP1048,0.6218145535406894,0.37644543776115,NA,compression corrected max depth: 60.7932,NA,NA,21.879201336957742,1.043967853654695,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,48,49,WP1049,0.611546492696051,0.3818145443633083,NA,compression corrected max depth: 62.0654,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,49,50,WP1050,0.5850482711615003,0.38118863049095725,0.1716652779238143,compression corrected max depth: 63.3376,NA,NA,22.760152785336892,1.182672367833519,becquerelsPerKilogram,NA,NA,NA,-26.759970294264427
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,50,51,WP1051,0.6191647313872343,0.37296349762837677,NA,compression corrected max depth: 64.6098,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,51,52,WP1052,0.55689391078104,0.40148383677795363,NA,compression corrected max depth: 65.882,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,52,53,WP1053,0.5207900839402148,0.436992512917854,NA,compression corrected max depth: 67.1542,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,53,54,WP1054,0.4923044957905727,0.414842337818839,NA,compression corrected max depth: 68.4264,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,54,55,WP1055,0.5188027173251235,0.4097263240795435,0.19075329166531635,compression corrected max depth: 69.6986,NA,NA,NA,NA,NA,NA,NA,NA,-26.859766551931106
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,55,56,WP1056,0.5512630387049481,0.3682401698170419,NA,compression corrected max depth: 70.9708,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,56,57,WP1057,0.5903479154684104,0.34778450749123274,NA,compression corrected max depth: 72.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,57,58,WP1058,0.5747802103168618,0.369949084606218,NA,compression corrected max depth: 73.5152,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,58,59,WP1059,0.5300644614773075,0.3597223728445939,NA,compression corrected max depth: 74.7874,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,59,60,WP1060,0.5356953335533995,0.3879343260786565,0.17065864131230793,compression corrected max depth: 76.0596,NA,NA,NA,NA,NA,NA,NA,NA,-26.79864676158556
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,60,61,WP1061,0.4740869684855691,0.4210340879062805,NA,compression corrected max depth: 77.3318,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,61,62,WP1062,0.594322648698593,0.44558839809587103,NA,compression corrected max depth: 78.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,62,63,WP1063,0.5042286954811206,0.472342924251322,NA,compression corrected max depth: 79.8762,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,63,64,WP1064,0.39492353165109884,0.5277802791535348,NA,compression corrected max depth: 81.1484,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,64,65,WP1065,0.4578568077956568,0.5039844509232269,0.23177649271838885,compression corrected max depth: 82.4206,NA,NA,NA,NA,NA,NA,NA,NA,-26.997477457773275
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,65,66,WP1066,0.5082034287113032,0.46768724956334234,NA,compression corrected max depth: 83.6928,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,66,67,WP1067,0.45189470795038283,0.5206611570247918,NA,compression corrected max depth: 84.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,67,68,WP1068,0.5125093897106676,0.542487046632125,NA,compression corrected max depth: 86.2372,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,68,69,WP1069,0.40684773134164665,0.5472539229671889,NA,compression corrected max depth: 87.5094,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,69,70,WP1070,0.49661045678993726,0.5168909247065563,0.23086180112819668,compression corrected max depth: 88.7816,NA,NA,NA,NA,NA,NA,NA,NA,-27.006864672013613
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,70,71,WP1071,0.38498669857564227,0.4649782350613379,NA,compression corrected max depth: 90.0538,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,71,72,WP1072,0.47209960187047784,0.44408613336107455,NA,compression corrected max depth: 91.326,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,72,73,WP1073,0.49495431794402783,0.4111613351877616,NA,compression corrected max depth: 92.5982,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,73,74,WP1074,0.3869740651907336,0.5081499592502028,NA,compression corrected max depth: 93.8704,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,74,75,WP1075,0.36710039903982056,0.6420364315740302,0.31023626287310596,compression corrected max depth: 95.1426,NA,NA,NA,NA,NA,NA,NA,NA,-27.21403069203778
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,75,76,WP1076,0.4164533366479213,0.5413482928716502,NA,compression corrected max depth: 96.4148,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,76,77,WP1077,0.3432519996587249,0.47528370840546197,NA,compression corrected max depth: 97.687,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,77,78,WP1078,0.37803091542282274,0.5857073407875544,NA,compression corrected max depth: 98.9592,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,78,79,WP1079,0.23891525236643138,0.7359964622641516,NA,compression corrected max depth: 100.2314,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,79,80,WP1080,0.2697194349003466,0.760439036029587,0.3828026206632212,compression corrected max depth: 101.5036,NA,NA,NA,NA,NA,NA,NA,NA,-27.60979019787512
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,single set of methods,80,81,WP1081,0.31410395597071905,0.5564503874791074,NA,compression corrected max depth: 102.7758,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,0,2,WP2002,0.09064081026439177,0.8018895777974597,0.39641189353800854,compression corrected max depth: 2.4809,68.99025422768716,4.056230729713532,76.38525422768716,4.050303412421392,becquerelsPerKilogram,7.55,2.26,becquerelsPerKilogram,-29.570866448757613
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,2,4,WP2004,0.07126398576725156,0.8304997424008218,NA,compression corrected max depth: 4.9618,62.67194318976311,3.815568851222522,70.06694318976311,3.8092670762785272,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,4,6,WP2006,0.055861894500293933,0.8759048603929681,0.45635515637110674,compression corrected max depth: 7.4427,43.09736772539242,2.085142528420895,50.49236772539242,2.073588523268173,becquerelsPerKilogram,NA,NA,NA,-29.459662073348063
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,6,8,WP2008,0.04890611134747437,0.8544515344879988,NA,compression corrected max depth: 9.9236,43.525788325302926,2.129028767232947,50.92078832530293,2.1177142138885126,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,8,10,WP2010,0.03284156454215299,0.8647023451593507,0.44727935691878007,compression corrected max depth: 12.4045,35.41048154354429,2.118086287738974,42.805481543544296,2.1067129662837,becquerelsPerKilogram,NA,NA,NA,-29.679455607524044
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,10,12,WP2012,0.05337768623142981,0.872988255763373,NA,compression corrected max depth: 14.8854,44.91488117033137,3.2465411354456757,52.30988117033137,3.239132498700987,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,12,14,WP2014,0.06066469715343126,0.8805096418732755,0.46092317243750897,compression corrected max depth: 17.3663,9.570236930970033,1.3229994656804032,16.965236930970033,1.3047136031292967,becquerelsPerKilogram,NA,NA,NA,-29.78683817141672
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,14,16,WP2016,0.08070397718893525,0.8513077749910428,NA,compression corrected max depth: 19.8472,20.009503238005586,1.6843372456514365,27.404503238005585,1.6700125619553488,becquerelsPerKilogram,7.24,1.91,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,16,18,WP2018,0.07954467999679865,0.7566013071895415,0.39041402768061617,compression corrected max depth: 22.3281,24.50873513800795,6.5211665707043975,36.18873513800795,1.7602310765557063,becquerelsPerKilogram,NA,NA,NA,-29.458642724047294
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,18,20,WP2020,0.1592049584850418,0.4858677218767665,NA,compression corrected max depth: 24.809,10.165070689087347,2.0269684429241153,26.28507068908735,1.3179533635945593,becquerelsPerKilogram,16.12,1.54,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,20,22,WP2022,0.37450300845326645,0.38720081480223917,0.18970644273860404,compression corrected max depth: 27.2899,5.0854970344591806,2.255733824624973,23.09749703445918,1.3579446408293705,becquerelsPerKilogram,NA,NA,NA,-26.81739036296824
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,22,24,WP2024,0.4246840154843219,0.399142312579417,NA,compression corrected max depth: 29.7708,2.6323219783193395,2.243461730262916,22.53632197831934,1.0350982442040353,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,24,26,WP2026,0.5628059952331675,0.3785360903209437,0.19085965741428207,compression corrected max depth: 32.2517,NA,NA,20.470195215872703,1.2083361122301448,becquerelsPerKilogram,NA,NA,NA,-26.69018691760115
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,26,28,WP2028,0.5021913134728828,0.37276612276612264,NA,compression corrected max depth: 34.7326,NA,NA,20.802609243819397,1.3012117295443315,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,28,30,WP2030,0.4947386886662904,0.3775571002979153,0.18216065635738152,compression corrected max depth: 37.2135,NA,NA,25.936151197312785,1.2740348064261195,becquerelsPerKilogram,25.58,1.8,becquerelsPerKilogram,-26.450637783721522
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,30,32,WP2032,0.5705898478089418,0.3717972015264396,NA,compression corrected max depth: 39.6944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,32,34,WP2034,0.6176241910327693,0.36853281853281783,NA,compression corrected max depth: 42.1753,NA,NA,22.497178696287566,1.395827518542259,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,34,36,WP2036,0.6020564858812208,0.3772743489118799,0.18310545248238458,compression corrected max depth: 44.6562,NA,NA,NA,NA,NA,NA,NA,NA,-26.40086276565727
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,36,38,WP2038,0.5944382471900375,0.37856276531231053,NA,compression corrected max depth: 47.1371,NA,NA,22.10609578802201,1.138097098796551,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,38,40,WP2040,0.5780424726155342,0.381957135736833,NA,compression corrected max depth: 49.618,NA,NA,NA,NA,NA,23.31,2.16,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,40,42,WP2042,0.5172621769706585,0.37453482190324217,0.1827276821701796,compression corrected max depth: 52.0989,NA,NA,22.378244595296007,1.148485703065313,becquerelsPerKilogram,NA,NA,NA,-26.592129249808604
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,42,44,WP2044,0.567277570117123,0.3748919886433781,NA,compression corrected max depth: 54.5798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,44,46,WP2046,0.6312045295692266,0.3737815126050414,NA,compression corrected max depth: 57.0607,NA,NA,20.343182582064898,1.044567943578197,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,46,48,WP2048,0.5588312620029849,0.3750540735400149,0.18923167882853797,compression corrected max depth: 59.5416,NA,NA,NA,NA,NA,NA,NA,NA,-26.574017754883748
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,48,50,WP2050,0.6252424297239527,0.3721149952760144,NA,compression corrected max depth: 62.0225,NA,NA,NA,NA,NA,22.84,1.97,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,50,52,WP2052,0.4523415342110092,0.37166085946573707,NA,compression corrected max depth: 64.5034,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,52,54,WP2054,0.635841718337773,0.3680425265791117,0.17567803906516338,compression corrected max depth: 66.9843,NA,NA,NA,NA,NA,NA,NA,NA,-26.6538271803855
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,54,56,WP2056,0.5546909148882114,0.36456854393437477,NA,compression corrected max depth: 69.4652,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,single set of methods,56,61,WP2061,NA,0.3317029791018243,NA,compression corrected max depth: 75.66745,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,0,2,WP4001,0.06877977749838741,0.7464918759231912,0.36358152082733725,compression corrected max depth: 2.9999,56.51009770581194,3.0873366931262853,70.58009770581194,2.790922402490608,becquerelsPerKilogram,14.07,1.32,becquerelsPerKilogram,-29.746914181088005
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,2,4,WP4002,0.06728925253706894,0.7733847637415628,0.3728947033045037,compression corrected max depth: 4.4317,49.376715543462694,3.560881302565833,64.4717155434627,3.252479923222116,becquerelsPerKilogram,NA,NA,NA,-30.005444878975617
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,4,6,WP4003,0.05254961680847509,0.7416999826177637,0.36224222904269554,compression corrected max depth: 6.8635,45.785533183385034,3.451379414200293,60.88053318338503,3.132214849074941,becquerelsPerKilogram,NA,NA,NA,-29.87078941398182
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,6,8,WP4004,0.047415586386155895,0.6706882911392407,0.33323215396212547,compression corrected max depth: 9.2953,47.892070104620906,4.0054213023623975,62.987070104620905,3.7339188273740604,becquerelsPerKilogram,NA,NA,NA,-29.773524486650338
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,8,10,WP4005,0.07126398576725156,0.6552024379625604,0.31578513294188437,compression corrected max depth: 11.7271,55.21011943754813,3.5133260234873758,70.30511943754813,3.2003452543926594,becquerelsPerKilogram,NA,NA,NA,-29.870726077334712
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,10,12,WP4006,0.018929998236513857,0.6711173576950097,0.3212492751981656,compression corrected max depth: 14.1589,44.289096615015154,3.722833754807128,59.38409661501515,3.429029187092367,becquerelsPerKilogram,NA,NA,NA,-29.72416308920435
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,12,14,WP4007,0.05486821119274829,0.6088948272571105,0.281417556417058,compression corrected max depth: 16.5907,44.90526792018681,3.604180496950054,60.00026792018681,3.2998283371404544,becquerelsPerKilogram,NA,NA,NA,-29.719423202419712
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,14,16,WP4008,0.053046458462247925,0.5753342646178389,0.27545822289104166,compression corrected max depth: 19.0225,48.52744423712276,3.4954300481119667,63.62244423712276,3.180688796667166,becquerelsPerKilogram,NA,NA,NA,-29.443091419189827
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,16,17,WP4009,0.05740243485475889,0.542551261114135,NA,compression corrected max depth: 21.4543,35.990990093600324,3.316216047584891,51.08599009360032,2.98262281796736,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,17,18,WP4010,0.061708395854123375,0.5347337387138389,0.24462574963190098,compression corrected max depth: 22.6702,31.87718908087551,2.909618878688423,46.97218908087551,2.5228222329803724,becquerelsPerKilogram,NA,NA,NA,-29.390802995766414
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,18,19,WP4011,0.03653508539630018,0.540813464235622,NA,compression corrected max depth: 23.8861,24.482115378845684,2.8174224705963873,39.57711537884568,2.415909637759958,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,19,20,WP4012,0.06833295123776106,0.46179587283881546,0.22612522718530254,compression corrected max depth: 25.102,22.326252042018766,2.716537381425395,37.421252042018764,2.2974606296260096,becquerelsPerKilogram,NA,NA,NA,-28.77253517645295
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,20,21,WP4013,0.07959469538994512,0.4269962653387851,NA,compression corrected max depth: 26.3179,20.383562863904515,5.120687348249458,39.773562863904516,2.199008621748003,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,21,22,WP4014,0.11039887792386033,0.41108711303095824,0.18514893573430427,compression corrected max depth: 27.5338,10.663564450635398,5.016833450509862,30.0535644506354,1.9449467525242623,becquerelsPerKilogram,NA,NA,NA,-28.320171016599957
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,22,23,WP4015,0.13391604953577413,0.3985519737976221,NA,compression corrected max depth: 28.7497,16.242436696257172,4.949346421140792,35.63243669625717,1.7635844171627126,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,23,24,WP4016,0.24818962990352417,0.3785689714482293,0.1823565937141651,compression corrected max depth: 29.9656,7.238645470932482,4.902609786602624,26.628645470932483,1.6278153211257742,becquerelsPerKilogram,NA,NA,NA,-27.50967116939818
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,24,25,WP4017,0.41479719780201185,0.3613173424709703,NA,compression corrected max depth: 31.1815,4.709133676486516,4.852604380171263,24.099133676486517,1.4703636524538106,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,25,26,WP4018,0.520127628401851,0.3649364406779644,0.1718827305113362,compression corrected max depth: 32.3974,2.86910011899241,4.867338421455419,22.25910011899241,1.5182830134649177,becquerelsPerKilogram,NA,NA,NA,-27.023545883792558
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,26,27,WP4019,0.5154904396333047,0.35706381409074056,NA,compression corrected max depth: 33.6133,2.864389386036766,4.748203564530475,22.254389386036767,1.0768644716118614,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,27,28,WP4020,0.43135858626110607,0.4130160067396797,0.16816983890586976,compression corrected max depth: 34.8292,NA,NA,NA,NA,NA,NA,NA,NA,-26.796777555862608
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,28,29,WP4021,0.48601116817611695,0.3536866359447,NA,compression corrected max depth: 36.0451,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,29,30,WP4022,0.5482819887823112,0.3630701593698479,0.15483146101176012,compression corrected max depth: 37.261,NA,NA,NA,NA,NA,NA,NA,NA,-26.598586370190286
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,30,31,WP4023,0.6334075254620554,0.37131648572210585,NA,compression corrected max depth: 38.4769,NA,NA,23.11899483908627,1.1707963828499282,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,31,32,WP4024,0.39823580934291763,0.37058986943235567,NA,compression corrected max depth: 39.6928,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,32,33,WP4025,0.45023856910447346,0.37776193870278,NA,compression corrected max depth: 40.9087,NA,NA,NA,NA,NA,NA,NA,NA,NA
