study_id,site_id,core_id,species_code,code_type
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,Typha spp.,Genus
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,Phragmites spp.,Genus
Arias-Ortiz_et_al_2021,US-MyB,Typha M2,Typha spp.,Genus
Arias-Ortiz_et_al_2021,US-Tw1,Typha W1,Typha spp.,Genus
Arias-Ortiz_et_al_2021,US-Tw1,Typha W2,Typha spp.,Genus
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,Typha spp.,Genus
