study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit,ra226_activity,ra226_unit,bi214_activity,bi214_unit,be7_activity,be7_unit,cs137_activity_sd,total_pb210_activity_sd,ra226_activity_sd,th234_activity,th234_activity_sd,bi214_activity_sd,pb212_activity,pb212_activity_sd,be7_activity_sd,am241_activity,am241_activity_sd,pb212_unit,am241_unit
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,46,48,0.24,0.29,NA,4.41,becquerelsPerKilogram,61.06,becquerelsPerKilogram,61.75,becquerelsPerKilogram,NA,NA,NA,NA,0.76,4.85,7.62,53.92,4.5,NA,56.22,1.34,NA,0.48,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,48,50,0.27,0.27,NA,3.12,becquerelsPerKilogram,68.71,becquerelsPerKilogram,70.32,becquerelsPerKilogram,NA,NA,NA,NA,0.66,4.89,7.27,52.34,4.1,NA,62.85,1.33,NA,0.52,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,50,52,0.37,0.22,NA,1.3,becquerelsPerKilogram,49.73,becquerelsPerKilogram,68.51,becquerelsPerKilogram,NA,NA,NA,NA,0.6,4.06,6.19,46.14,3.62,NA,54.52,1.09,NA,0.45,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,52,54,0.37,0.2,NA,1.09,becquerelsPerKilogram,40.33,becquerelsPerKilogram,64.77,becquerelsPerKilogram,NA,NA,NA,NA,0.55,3.67,5.88,49.32,3.5,NA,56.76,1.08,NA,0.5,0.28,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,54,56,0.41,0.2,NA,0.36,becquerelsPerKilogram,31.54,becquerelsPerKilogram,50.23,becquerelsPerKilogram,NA,NA,0.63,becquerelsPerKilogram,NA,4.74,7.48,32.24,3.49,NA,51.98,1.06,NA,0.37,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,56,58,0.36,0.23,NA,1.17,becquerelsPerKilogram,35.64,becquerelsPerKilogram,53.15,becquerelsPerKilogram,NA,NA,1.16,becquerelsPerKilogram,0.41,4.51,6.85,22.36,2.83,NA,42.02,0.96,0.62,0.48,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN2,Boyd_et_al_2017,58,60,0.33,0.28,NA,0.31,becquerelsPerKilogram,35.93,becquerelsPerKilogram,37.9,becquerelsPerKilogram,NA,NA,0.31,becquerelsPerKilogram,NA,4.38,7.4,22.6,2.79,NA,42.43,0.97,NA,0.23,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,0,2,0.27,0.29,NA,4.28,becquerelsPerKilogram,180.47,becquerelsPerKilogram,31.23,becquerelsPerKilogram,NA,NA,NA,NA,0.55,6.31,4.11,39.12,3.09,NA,21.45,0.74,NA,0.27,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,2,4,0.27,0.29,NA,3.77,becquerelsPerKilogram,162.96,becquerelsPerKilogram,40.62,becquerelsPerKilogram,NA,NA,NA,NA,0.63,6.19,4.14,46.8,3.14,NA,20.3,0.74,NA,0.44,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,4,6,0.3,0.29,NA,4.19,becquerelsPerKilogram,144.97,becquerelsPerKilogram,34.51,becquerelsPerKilogram,NA,NA,NA,NA,0.58,6.22,4.13,38.48,2.73,NA,23.44,0.77,NA,0.39,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,6,8,0.32,0.28,NA,5.52,becquerelsPerKilogram,132.33,becquerelsPerKilogram,35.98,becquerelsPerKilogram,NA,NA,NA,NA,0.59,6.15,4.04,44.23,2.74,NA,25.26,0.79,NA,0.42,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,8,10,0.28,0.29,NA,5.57,becquerelsPerKilogram,138.32,becquerelsPerKilogram,35.67,becquerelsPerKilogram,NA,NA,NA,NA,0.63,5.88,4.22,36.74,2.68,NA,24.71,0.81,NA,0.53,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,10,12,0.28,0.29,NA,7.63,becquerelsPerKilogram,110.23,becquerelsPerKilogram,25.32,becquerelsPerKilogram,NA,NA,NA,NA,0.67,6.14,4.69,28.9,2.83,NA,25.94,0.82,NA,0.42,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,12,14,0.32,0.26,NA,6.3,becquerelsPerKilogram,113.03,becquerelsPerKilogram,31.73,becquerelsPerKilogram,NA,NA,NA,NA,0.66,6.08,4.34,40.76,2.76,NA,32.66,0.86,NA,0.21,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,14,16,0.33,0.25,NA,7.06,becquerelsPerKilogram,112.86,becquerelsPerKilogram,36.64,becquerelsPerKilogram,NA,NA,NA,NA,0.68,6.37,4.35,33.4,2.94,NA,33.85,0.87,NA,0.27,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,16,18,0.28,0.26,NA,7.47,becquerelsPerKilogram,115.12,becquerelsPerKilogram,37.29,becquerelsPerKilogram,NA,NA,NA,NA,0.67,6.01,4.19,38.94,2.94,NA,32.96,0.88,NA,0.17,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,18,20,0.28,0.27,NA,6.15,becquerelsPerKilogram,99.58,becquerelsPerKilogram,37.47,becquerelsPerKilogram,NA,NA,NA,NA,0.69,5.96,4.22,44.23,2.91,NA,35.11,0.88,NA,0.23,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,20,22,0.28,0.27,NA,7.93,becquerelsPerKilogram,98.43,becquerelsPerKilogram,49.28,becquerelsPerKilogram,NA,NA,NA,NA,0.81,6.07,4.3,36.9,3,NA,34.38,0.93,NA,0.05,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,22,24,0.3,0.25,NA,10.97,becquerelsPerKilogram,113.25,becquerelsPerKilogram,39.62,becquerelsPerKilogram,NA,NA,NA,NA,0.82,6.07,4.49,42.85,3.43,NA,40.66,0.93,NA,0.38,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,24,26,0.3,0.24,NA,12.12,becquerelsPerKilogram,112.42,becquerelsPerKilogram,39.29,becquerelsPerKilogram,NA,NA,NA,NA,0.85,6.09,4.65,36.62,3.06,NA,39.46,0.96,NA,0.41,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,26,28,0.32,0.23,NA,14.28,becquerelsPerKilogram,85.67,becquerelsPerKilogram,35.49,becquerelsPerKilogram,NA,NA,NA,NA,0.92,5.97,4.48,43.34,3.44,NA,43.63,0.97,NA,0.34,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,28,30,0.29,0.26,NA,17.65,becquerelsPerKilogram,79.48,becquerelsPerKilogram,37.31,becquerelsPerKilogram,NA,NA,NA,NA,0.98,5.95,4.62,46.08,3.51,NA,42.56,0.99,NA,0.45,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,30,32,0.36,0.23,NA,19.09,becquerelsPerKilogram,99.76,becquerelsPerKilogram,42.83,becquerelsPerKilogram,NA,NA,NA,NA,0.92,5.96,4.24,37.62,3.02,NA,46.61,0.96,NA,0.47,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,32,34,0.37,0.2,NA,24.94,becquerelsPerKilogram,86.77,becquerelsPerKilogram,36.93,becquerelsPerKilogram,NA,NA,NA,NA,1.08,5.9,4.72,35.53,3.13,NA,47.27,1.01,NA,0.38,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,34,36,0.36,0.21,NA,47.79,becquerelsPerKilogram,90.81,becquerelsPerKilogram,36.12,becquerelsPerKilogram,NA,NA,NA,NA,1.33,5.97,4.62,42.08,3.57,NA,51.02,1.01,NA,1.67,0.36,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,36,38,0.36,0.2,NA,51.58,becquerelsPerKilogram,78.53,becquerelsPerKilogram,38.64,becquerelsPerKilogram,NA,NA,NA,NA,1.38,5.97,4.62,38.1,3.14,NA,48.4,1,NA,1.76,0.34,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,38,40,0.39,0.18,NA,28.99,becquerelsPerKilogram,78.29,becquerelsPerKilogram,34.04,becquerelsPerKilogram,NA,NA,NA,NA,1.06,5.77,4.58,37.16,3.59,NA,49.39,0.99,NA,0.66,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,40,42,0.42,0.18,NA,25.35,becquerelsPerKilogram,76,becquerelsPerKilogram,35.86,becquerelsPerKilogram,NA,NA,NA,NA,1.04,6,4.69,42.69,3.67,NA,53.22,1.02,NA,1.32,0.33,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,42,44,0.45,0.17,NA,14.63,becquerelsPerKilogram,80.67,becquerelsPerKilogram,49.98,becquerelsPerKilogram,NA,NA,NA,NA,0.9,6.18,4.33,38.01,3.14,NA,55,1.05,NA,0.3,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,44,46,0.46,0.17,NA,7.62,becquerelsPerKilogram,86.51,becquerelsPerKilogram,40.76,becquerelsPerKilogram,NA,NA,NA,NA,0.64,6.2,4.47,40.8,3.08,NA,60.18,1.07,NA,0.4,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,46,48,0.45,0.16,NA,3.25,becquerelsPerKilogram,74.77,becquerelsPerKilogram,44.81,becquerelsPerKilogram,NA,NA,NA,NA,0.51,6.09,4.05,38.68,3.59,NA,56.28,1.05,NA,0.32,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,48,50,0.45,0.16,NA,2.76,becquerelsPerKilogram,58.2,becquerelsPerKilogram,38.15,becquerelsPerKilogram,NA,NA,NA,NA,0.45,5.86,4.45,35.99,3.08,NA,55.15,1.03,NA,0.36,0.16,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,50,52,0.42,0.17,NA,0.93,becquerelsPerKilogram,70.23,becquerelsPerKilogram,35.41,becquerelsPerKilogram,NA,NA,NA,NA,0.46,5.65,4.44,30.64,2.98,NA,53.29,1.04,NA,0.37,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,52,54,0.38,0.18,NA,1.05,becquerelsPerKilogram,64.05,becquerelsPerKilogram,30.12,becquerelsPerKilogram,NA,NA,NA,NA,0.45,5.76,4.4,33.99,2.97,NA,51.48,1.03,NA,0.47,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,54,56,0.35,0.18,NA,0.91,becquerelsPerKilogram,60.53,becquerelsPerKilogram,35.23,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.54,4.3,30.52,2.85,NA,50.58,0.98,NA,0.42,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,56,58,0.41,0.16,NA,0.6,becquerelsPerKilogram,59.74,becquerelsPerKilogram,36.82,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.85,4.09,40.19,3.5,NA,54.74,1.02,NA,0.4,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,58,60,0.44,0.16,NA,0.3,becquerelsPerKilogram,48.99,becquerelsPerKilogram,38.19,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.85,4.37,35.24,3.04,NA,53.6,1.04,NA,0.22,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dennis_Creek,DN3,Boyd_et_al_2017,60,62,0.51,0.14,NA,0.1,becquerelsPerKilogram,55.28,becquerelsPerKilogram,46.28,becquerelsPerKilogram,NA,NA,NA,NA,NA,6.18,4.26,47.54,3.55,NA,59.1,1.07,NA,0.13,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,0,2,0.29,0.2,NA,4.34,becquerelsPerKilogram,147.97,becquerelsPerKilogram,58.61,becquerelsPerKilogram,NA,NA,NA,NA,0.65,5.45,6.24,39.12,3.57,NA,36.96,0.99,NA,0.3,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,2,4,0.33,0.25,NA,4.48,becquerelsPerKilogram,155.71,becquerelsPerKilogram,59.27,becquerelsPerKilogram,NA,NA,NA,NA,0.65,5.85,5.9,45.61,3.51,NA,29.96,0.88,NA,-0.07,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,4,6,0.34,0.28,NA,4.94,becquerelsPerKilogram,152.21,becquerelsPerKilogram,58.58,becquerelsPerKilogram,NA,NA,NA,NA,0.73,6.17,6.33,42.01,3.77,NA,35.24,0.93,NA,0.97,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,6,8,0.37,0.25,NA,5.42,becquerelsPerKilogram,113.99,becquerelsPerKilogram,59.03,becquerelsPerKilogram,NA,NA,NA,NA,0.64,4.68,5.71,38.56,3.12,NA,34.93,0.91,NA,0.82,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,8,10,0.38,0.22,NA,3.62,becquerelsPerKilogram,111.4,becquerelsPerKilogram,64.54,becquerelsPerKilogram,NA,NA,NA,NA,0.62,5.56,7.53,33.42,2.98,NA,39.64,0.97,NA,0.51,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,10,12,0.34,0.22,NA,5.81,becquerelsPerKilogram,95.55,becquerelsPerKilogram,41.56,becquerelsPerKilogram,NA,NA,NA,NA,0.59,4.88,6.79,36.79,2.63,NA,41.13,0.87,NA,0.91,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,12,14,0.35,0.23,NA,6.81,becquerelsPerKilogram,98.4,becquerelsPerKilogram,64.68,becquerelsPerKilogram,NA,NA,NA,NA,0.65,5.36,7.29,41.28,3.09,NA,44.56,0.96,NA,0.75,0.29,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,14,16,0.31,0.27,NA,11.31,becquerelsPerKilogram,105.59,becquerelsPerKilogram,69.63,becquerelsPerKilogram,NA,NA,NA,NA,0.75,5.16,7.13,40.37,3.08,NA,45.06,0.98,NA,0.32,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,16,18,0.3,0.3,NA,18.62,becquerelsPerKilogram,86.5,becquerelsPerKilogram,63.15,becquerelsPerKilogram,NA,NA,NA,NA,0.88,4.95,5.53,42.94,3.31,NA,41.6,0.94,NA,1.09,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,18,20,0.31,0.27,NA,28.72,becquerelsPerKilogram,88.49,becquerelsPerKilogram,72.43,becquerelsPerKilogram,NA,NA,NA,NA,0.97,3.82,5.22,49.92,3.18,NA,44.4,0.89,NA,0.79,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,20,22,0.25,0.32,NA,53.1,becquerelsPerKilogram,74.95,becquerelsPerKilogram,61.81,becquerelsPerKilogram,NA,NA,NA,NA,1.47,4.43,6.59,50.46,3.63,NA,43.92,1.05,NA,0.82,0.27,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,22,24,0.21,0.35,NA,51.23,becquerelsPerKilogram,65.26,becquerelsPerKilogram,76.85,becquerelsPerKilogram,NA,NA,NA,NA,1.83,6.65,8.54,57.7,4.74,NA,44.88,1.29,NA,0.6,0.33,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,24,26,0.24,0.29,NA,47.1,becquerelsPerKilogram,57.05,becquerelsPerKilogram,88.25,becquerelsPerKilogram,NA,NA,NA,NA,1.53,5.87,9.45,65.47,3.76,NA,46.48,1.17,NA,1.3,0.31,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,26,28,0.22,0.26,NA,37.31,becquerelsPerKilogram,64.35,becquerelsPerKilogram,98.41,becquerelsPerKilogram,NA,NA,NA,NA,1.49,6.06,9.78,54,3.96,NA,54.57,1.26,NA,0.96,0.31,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,28,30,0.21,0.29,NA,21.1,becquerelsPerKilogram,50.48,becquerelsPerKilogram,79.87,becquerelsPerKilogram,NA,NA,NA,NA,1.29,6.73,8.42,65.28,4.8,NA,52.85,1.39,NA,0.1,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,30,32,0.25,0.23,NA,6.65,becquerelsPerKilogram,62.11,becquerelsPerKilogram,89.76,becquerelsPerKilogram,NA,NA,NA,NA,0.77,5.75,8.91,52.69,3.76,NA,50.29,1.14,NA,0.23,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,32,34,0.26,0.22,NA,3.99,becquerelsPerKilogram,46.92,becquerelsPerKilogram,72.19,becquerelsPerKilogram,NA,NA,NA,NA,0.72,4.39,6.88,57.18,4.01,NA,50.1,1.17,NA,0.7,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,34,36,0.27,0.24,NA,2.53,becquerelsPerKilogram,65.31,becquerelsPerKilogram,84.79,becquerelsPerKilogram,NA,NA,NA,NA,0.52,4.94,7.49,52.52,3.18,NA,45.92,1,NA,0.22,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,36,38,0.22,0.29,NA,1.1,becquerelsPerKilogram,59.15,becquerelsPerKilogram,90.16,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.72,7.42,61.61,4.23,NA,46.57,1.15,NA,0.17,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,38,40,0.24,0.25,NA,1.33,becquerelsPerKilogram,61.26,becquerelsPerKilogram,91.94,becquerelsPerKilogram,NA,NA,NA,NA,0.55,5.49,8.33,55.57,3.37,NA,46.71,1.09,NA,0.44,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,40,42,0.32,0.21,NA,0.64,becquerelsPerKilogram,41.75,becquerelsPerKilogram,69.42,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.01,6.14,47.7,3.67,NA,49.99,1.02,NA,0.56,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,42,44,0.26,0.25,NA,0.36,becquerelsPerKilogram,49.65,becquerelsPerKilogram,71.68,becquerelsPerKilogram,NA,NA,NA,NA,NA,4.87,7.82,46.55,3.32,NA,46.92,1.01,NA,0.04,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,44,46,0.24,0.24,NA,0.55,becquerelsPerKilogram,36.61,becquerelsPerKilogram,74.3,becquerelsPerKilogram,NA,NA,NA,NA,NA,4.65,7.3,59.82,4.2,NA,48.6,1.2,NA,0.67,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,46,48,0.22,0.24,NA,0.76,becquerelsPerKilogram,45.01,becquerelsPerKilogram,71.94,becquerelsPerKilogram,NA,NA,NA,NA,NA,4.64,7.67,58.48,4.22,NA,51.6,1.26,NA,0.4,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,48,50,0.34,0.17,NA,0.74,becquerelsPerKilogram,36.05,becquerelsPerKilogram,64.92,becquerelsPerKilogram,NA,NA,NA,NA,NA,3.79,6.07,45.55,3.67,NA,53.53,1.07,NA,0.35,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,50,52,0.37,0.16,NA,0.38,becquerelsPerKilogram,31.96,becquerelsPerKilogram,63.2,becquerelsPerKilogram,NA,NA,NA,NA,NA,3.79,6.07,46.36,3.55,NA,56.28,1.08,NA,0.49,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,52,54,0.38,0.17,NA,0.5,becquerelsPerKilogram,34.58,becquerelsPerKilogram,65.98,becquerelsPerKilogram,NA,NA,NA,NA,NA,5.26,6.55,42.03,3.8,NA,54.99,1.14,NA,0.25,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,54,56,0.32,0.2,NA,0.68,becquerelsPerKilogram,35.08,becquerelsPerKilogram,58.62,becquerelsPerKilogram,NA,NA,NA,NA,NA,3.84,6.3,48.82,3.68,NA,52.37,1.09,NA,0.07,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,56,58,0.3,0.2,NA,0.56,becquerelsPerKilogram,32.84,becquerelsPerKilogram,59.69,becquerelsPerKilogram,NA,NA,NA,NA,NA,3.79,6.38,43.13,3.73,NA,52.45,1.09,NA,0.79,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,58,60,0.3,0.2,NA,0.3,becquerelsPerKilogram,38.98,becquerelsPerKilogram,64.8,becquerelsPerKilogram,NA,NA,NA,NA,NA,3.9,6.23,46.53,3.64,NA,51.36,1.06,NA,0.46,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,0.3,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,0.33,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,0.36,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1,Boyd_et_al_2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2,Boyd_et_al_2017,0,2,0.37,0.21,NA,3.22,becquerelsPerKilogram,89.74,becquerelsPerKilogram,24.06,becquerelsPerKilogram,NA,NA,NA,NA,0.58,4.53,3.49,33.29,3.71,NA,27.05,0.86,NA,0.75,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV2,Boyd_et_al_2017,2,4,0.39,0.23,NA,3.89,becquerelsPerKilogram,89.12,becquerelsPerKilogram,33.1,becquerelsPerKilogram,NA,NA,NA,NA,0.57,4.75,3.96,37.35,3.38,NA,25.61,0.87,NA,0.4,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV2,Boyd_et_al_2017,4,6,0.43,0.22,NA,2.95,becquerelsPerKilogram,80.95,becquerelsPerKilogram,25.11,becquerelsPerKilogram,NA,NA,NA,NA,0.64,4.19,3.23,38.52,3.63,NA,26.03,0.84,NA,0.51,NA,becquerelsPerKilogram,becquerelsPerKilogram
Boyd_et_al_2019,Dividing_Creek,DV2,Boyd_et_al_2017,6,8,0.44,0.22,NA,3.34,becquerelsPerKilogram,81.92,becquerelsPerKilogram,33.04,becquerelsPerKilogram,NA,NA,NA,NA,0.55,4.54,3.97,47.66,3.58,NA,27.69,0.84,NA,-0.04,NA,becquerelsPerKilogram,becquerelsPerKilogram
