study_id,site_id,core_id,impact_class
Boyd_et_al_2019,Little_Creek_Marsh,LC1,impounded
Boyd_et_al_2019,Little_Creek_Marsh,LC2,impounded
Boyd_et_al_2019,Little_Creek_Marsh,LC3,impounded
Boyd_et_al_2019,Port_Mahon_Marsh,MH1,impounded
Boyd_et_al_2019,Port_Mahon_Marsh,MH2,impounded
Boyd_et_al_2019,Port_Mahon_Marsh,MH3,impounded
Boyd_et_al_2019,Broad_Dyke_Marsh,NCBD1,impounded
Boyd_et_al_2019,Broad_Dyke_Marsh,NCBD2,impounded
Boyd_et_al_2019,Broad_Dyke_Marsh,NCBD3,impounded
Boyd_et_al_2019,Buttonwood_Marsh,NCBW1,impounded
Boyd_et_al_2019,Buttonwood_Marsh,NCBW2,impounded
Boyd_et_al_2019,Buttonwood_Marsh,NCBW3,impounded
Boyd_et_al_2019,Gambacorta_Marsh,NCGB1,impounded
Boyd_et_al_2019,Gambacorta_Marsh,NCGB2,impounded
Boyd_et_al_2019,Gambacorta_Marsh,NCGB3,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH1,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH2,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH3,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH4,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH5,impounded
Boyd_et_al_2019,Ted_Harvey_Conservation_Area,TH6,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM3,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM3,ditched
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM4,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM4,ditched
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM5,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM5,ditched
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM6,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM6,ditched
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM8,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM8,ditched
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM9,impounded
Boyd_et_al_2019,Prime_Hook_National_Wildlife_Refuge,PM9,ditched
Boyd_et_al_2019,Channel_Creek,CC1,ditched
Boyd_et_al_2019,Channel_Creek,CC2,ditched
Boyd_et_al_2019,Channel_Creek,CC3,ditched
Boyd_et_al_2019,Dennis_Creek,DN1,ditched
Boyd_et_al_2019,Dennis_Creek,DN2,ditched
Boyd_et_al_2019,Dennis_Creek,DN3,ditched
Boyd_et_al_2019,Dividing_Creek,DV1,ditched
Boyd_et_al_2019,Dividing_Creek,DV2,ditched
Boyd_et_al_2019,Dividing_Creek,DV3,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB1,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB2,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB3,ditched
Boyd_et_al_2019,Maurice_River,MR1,ditched
Boyd_et_al_2019,Maurice_River,MR2,ditched
Boyd_et_al_2019,Reedy_Creek,RC1,ditched
Boyd_et_al_2019,Reedy_Creek,RC2,ditched
Boyd_et_al_2019,Reedy_Creek,RC3,ditched
Boyd_et_al_2019,Channel_Creek,CC1U,ditched
Boyd_et_al_2019,Channel_Creek,CC2U,ditched
Boyd_et_al_2019,Channel_Creek,CC3U,ditched
Boyd_et_al_2019,Dennis_Creek,DN1U,ditched
Boyd_et_al_2019,Dennis_Creek,DN2U,ditched
Boyd_et_al_2019,Dennis_Creek,DN3U,ditched
Boyd_et_al_2019,Dividing_Creek,DV1U,ditched
Boyd_et_al_2019,Dividing_Creek,DV2U,ditched
Boyd_et_al_2019,Dividing_Creek,DV3U,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB1U,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB2U,ditched
Boyd_et_al_2019,Island_Beach_State_Park,IB3U,ditched
Boyd_et_al_2019,Maurice_River,MR1U,ditched
Boyd_et_al_2019,Maurice_River,MR2U,ditched
Boyd_et_al_2019,Reedy_Creek,RC1U,ditched
Boyd_et_al_2019,Reedy_Creek,RC2U,ditched
Boyd_et_al_2019,Reedy_Creek,RC3U,ditched
