study_id,site_id,core_id,method_id,depth_min,depth_max,representative_depth_min,representative_depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,c14_age,c14_age_se,c14_material,c14_notes,delta_c13,age,age_min,age_max,age_se,depth_interval_notes
Costa_et_al_2023,Galapagos-Itabaca (I)-I,Galapagos-Itabaca (I)-I-1,methods3,35,37,32,39,Galapagos-Itabaca (I)-I-1-3,0.332133901,NA,0.144798696,corer limits compaction,NA,NA,NA,NA,-22.62307805,NA,NA,NA,NA,"Gray-clayey, brown peat (32-39)"
Costa_et_al_2023,Galapagos-Itabaca (I)-I,Galapagos-Itabaca (I)-I-1,methods3,37,39,32,39,Galapagos-Itabaca (I)-I-1-4,0.471704945,NA,0.11121528019999999,corer limits compaction,NA,NA,NA,NA,-23.86575363,NA,NA,NA,NA,"Gray-clayey, brown peat (32-39)"
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-I,Galapagos-Puerto Grande (PG)-I-1,methods1,8,10,0,18,Galapagos-Puerto Grande (PG)-I-1-1,0.276287238,NA,0.08881606795,corer limits compaction,NA,NA,NA,NA,-20.38824663,NA,NA,NA,NA,Muddy sand with roots (0-18)
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-I,Galapagos-Puerto Grande (PG)-I-1,methods1,16,18,0,18,Galapagos-Puerto Grande (PG)-I-1-2,0.657415089,NA,0.06466544102,corer limits compaction,NA,NA,NA,NA,-18.44581711,NA,NA,NA,NA,Muddy sand with roots (0-18)
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-II,Galapagos-Puerto Grande (PG)-II-1,methods3,0,2,0,40,Galapagos-Puerto Grande (PG)-II-1-1,0.072240586,NA,0.3063353924,corer limits compaction,NA,NA,NA,NA,-24.7647407,NA,NA,NA,NA,"Red, rooty, smelly peat (0-40)"
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-II,Galapagos-Puerto Grande (PG)-II-1,methods3,19,21,0,40,Galapagos-Puerto Grande (PG)-II-1-2,0.182715771,NA,0.3135654092,corer limits compaction,NA,NA,NA,NA,-25.35295129,NA,NA,NA,NA,"Red, rooty, smelly peat (0-40)"
Costa_et_al_2023,Galapagos-Puerto Grande (PG)-II,Galapagos-Puerto Grande (PG)-II-1,methods3,38,40,0,40,Galapagos-Puerto Grande (PG)-II-1-3,0.148916864,NA,0.3168675417,corer limits compaction,NA,NA,NA,NA,-24.84541994,NA,NA,NA,NA,"Red, rooty, smelly peat (0-40)"
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,methods1,20,22,0,26,Galapagos-Poza Sardina (PS)-I-1-1,0.213357113,NA,0.1195325122,corer limits compaction,NA,NA,NA,NA,-23.33060856,NA,NA,NA,NA,Clayey mud with roots (0-26)
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,methods3,37,39,26,88,Galapagos-Poza Sardina (PS)-I-1-2,0.150528946,NA,0.3112771919,corer limits compaction,NA,NA,NA,NA,-25.32532142,NA,NA,NA,NA,Brown peat with roots (26-88)
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,methods3,48,50,26,88,Galapagos-Poza Sardina (PS)-I-1-3,0.184707506,NA,0.2638956994,corer limits compaction,NA,NA,NA,NA,-24.31669987,NA,NA,NA,NA,Brown peat with roots (26-88)
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,methods3,68,70,26,88,Galapagos-Poza Sardina (PS)-I-1-4,0.323982553,NA,0.26163427850000004,corer limits compaction,NA,NA,NA,NA,-23.8710587,NA,NA,NA,NA,Brown peat with roots (26-88)
Costa_et_al_2023,Galapagos-Poza Sardina (PS)-I,Galapagos-Poza Sardina (PS)-I-1,methods3,86,88,26,88,Galapagos-Poza Sardina (PS)-I-1-5,0.246971362,NA,0.23712527730000002,corer limits compaction,NA,NA,NA,NA,-23.53058652,NA,NA,NA,NA,Brown peat with roots (26-88)
Costa_et_al_2023,Galapagos-Baronesa (B)-I,Galapagos-Baronesa (B)-I-1,methods3,0,5,0,5,Galapagos-Baronesa (B)-I-1-1,0.219647442,NA,0.1538229875,corer limits compaction,NA,NA,NA,NA,-21.56867414,NA,NA,NA,NA,Dense Rhizophora root matrix (~0-5)
Costa_et_al_2023,Galapagos-Roca Fuerte (RF)-I,Galapagos-Roca Fuerte (RF)-I-1,methods1,5,7,0,11,Galapagos-Roca Fuerte (RF)-I-1-1,0.239737645,NA,0.187698534,corer limits compaction,NA,NA,NA,NA,-24.71976525,NA,NA,NA,NA,Sandy brown peat with roots (0-11)
Costa_et_al_2023,Galapagos-Roca Fuerte (RF)-I,Galapagos-Roca Fuerte (RF)-I-1,methods3,25,27,11,41,Galapagos-Roca Fuerte (RF)-I-1-2,0.235272848,NA,0.3158757828,corer limits compaction,NA,NA,NA,NA,-25.08438694,NA,NA,NA,NA,Brown peat with roots (11-41)
Costa_et_al_2023,Galapagos-Roca Fuerte (RF)-I,Galapagos-Roca Fuerte (RF)-I-1,methods3,39,41,11,41,Galapagos-Roca Fuerte (RF)-I-1-3,0.164738801,NA,0.2707976498,corer limits compaction,NA,NA,NA,NA,-23.76782439,NA,NA,NA,NA,Brown peat with roots (11-41)
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,methods1,5,7,0,12,Galapagos-Garrapatero (G)-I-1-1,0.214393489,NA,0.02480230246,corer limits compaction,NA,NA,NA,NA,-13.19210646,NA,NA,NA,NA,Clayey sand with roots (0-12)
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,methods1,30,32,12,83,Galapagos-Garrapatero (G)-I-1-2,1.383120969,NA,0.011563132359999999,corer limits compaction,NA,NA,NA,NA,-9.591511041,NA,NA,NA,NA,Clayey sand (12-83)
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,methods1,46,48,12,83,Galapagos-Garrapatero (G)-I-1-3,1.823677825,NA,0.020133379589999997,corer limits compaction,NA,NA,NA,NA,-10.88697483,NA,NA,NA,NA,Clayey sand (12-83)
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,methods1,65.5,67.5,12,83,Galapagos-Garrapatero (G)-I-1-4,1.624041221,NA,0.01563371881,corer limits compaction,NA,NA,NA,NA,-9.6242628710000009,NA,NA,NA,NA,Clayey sand (12-83)
Costa_et_al_2023,Galapagos-Garrapatero (G)-I,Galapagos-Garrapatero (G)-I-1,methods1,81,83,12,83,Galapagos-Garrapatero (G)-I-1-5,1.002347519,NA,0.01380934186,corer limits compaction,NA,NA,NA,NA,-14.04388798,NA,NA,NA,NA,Clayey sand (12-83)
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-1,methods1,2,7,0,9,Baja-Mogote V-1-1,0.4291,NA,0.03663288265,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-1,methods1,27,33,9,69,Baja-Mogote V-1-2,0.9796,NA,0.01024693295,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-1,methods1,60,65,9,69,Baja-Mogote V-1-3,0.5879,NA,0.04112267275,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-1,methods1,69,74,69,74,Baja-Mogote V-1-4,0.7003,NA,0.02806438284,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, muddy peat"
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-2,methods1,7,12,0,12,Baja-Mogote V-2-1,0.4903,NA,0.02210288232,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat with live roots
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-3,methods1,5,10,0,15,Baja-Mogote V-3-1,0.3769,NA,0.049196538990000004,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-3,methods1,30,35,15,50,Baja-Mogote V-3-2,0.441,NA,0.1029220013,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-3,methods1,45,50,15,50,Baja-Mogote V-3-3,0.6681,NA,0.055535906930000004,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-4,methods1,23,28,0,60,Baja-Mogote V-4-1,0.4653,NA,0.1199915446,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-4,methods1,45,50,0,60,Baja-Mogote V-4-2,0.5432,NA,0.06880104634,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-4,methods1,55,60,0,60,Baja-Mogote V-4-3,0.7122,NA,0.044460095649999996,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-5,methods1,5,10,0,14,Baja-Mogote V-5-1,0.6182,NA,0.01502305759,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat with live roots
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-5,methods1,23,28,14,37,Baja-Mogote V-5-2,1.5245,NA,0.00370552349,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy sand
Costa_et_al_2023,Baja-Mogote V,Baja-Mogote V-5,methods1,41,46,37,50,Baja-Mogote V-5-3,1.1931,NA,0.00866556801,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loose, muddy peat with sand"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-1,methods1,6,11,6,11,Baja-Mogote III-1-1,0.8757,NA,0.00919865836,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy sand
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-2,methods1,23,28,0,28,Baja-Mogote III-2-1,0.7369,NA,0.02416114484,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat with live roots
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-3,methods1,12,17,0,30,Baja-Mogote III-3-1,0.3786,NA,0.07610732198,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-3,methods1,37,42,30,57,Baja-Mogote III-3-2,1.0551,NA,0.02464293118,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, clayey peat"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-3,methods1,45,50,30,57,Baja-Mogote III-3-3,0.9634,NA,0.01512406795,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, clayey peat"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-3,methods1,52,57,30,57,Baja-Mogote III-3-4,0.9289,NA,0.0193402378,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, clayey peat"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-4,methods1,9,15,0,23,Baja-Mogote III-4-1,0.7619,NA,0.02319615251,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clayey peat (no smell, maybe alive)"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-4,methods1,18,23,0,23,Baja-Mogote III-4-2,0.9066,NA,0.01987327237,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clayey peat (no smell, maybe alive)"
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-5,methods1,10,15,0,24,Baja-Mogote III-5-1,1.0966,NA,0.01587054142,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy clay with live roots
Costa_et_al_2023,Baja-Mogote III,Baja-Mogote III-5,methods1,19,24,0,24,Baja-Mogote III-5-2,1.1734,NA,0.01964680309,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy clay with live roots
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-1,methods1,18,23,0,41,Baja-Bahia Falsa-1-1,0.2004,NA,0.056374446960000005,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, sandy, mud"
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-1,methods1,36,41,0,41,Baja-Bahia Falsa-1-2,0.5404,NA,0.02682213004,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, sandy, mud"
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-2,methods1,27,32,0,71,Baja-Bahia Falsa-2-1,0.3113,NA,0.055703929289999995,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, peaty mud"
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-2,methods1,50,55,0,71,Baja-Bahia Falsa-2-2,0.1925,NA,0.1054581228,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, peaty mud"
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-2,methods1,66,71,0,71,Baja-Bahia Falsa-2-3,0.2982,NA,0.03077041813,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, peaty mud"
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,23,28,0,57,Baja-Bahia Falsa-H1-1,1.2558,NA,0.00783771347,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy clay with live roots
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,45,50,0,57,Baja-Bahia Falsa-H1-2,1.5116,NA,0.0011443042000000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy clay with live roots
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,75,80,57,124,Baja-Bahia Falsa-H1-3,0.716,NA,0.04233866849,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,95,100,57,124,Baja-Bahia Falsa-H1-4,0.7281,NA,0.03991271915,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,119,124,57,124,Baja-Bahia Falsa-H1-5,0.6287,NA,0.05068702108,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H1,methods1,124,129,124,129,Baja-Bahia Falsa-H1-6,0.7037,NA,0.03700478753,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with sand and calcite
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H2,methods1,19,24,0,43,Baja-Bahia Falsa-H2-1,0.9651,NA,0.02225530882,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with roots
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H2,methods1,45,50,43,99,Baja-Bahia Falsa-H2-2,0.4701,NA,0.07001860630000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H2,methods1,73,78,43,99,Baja-Bahia Falsa-H2-3,0.6155,NA,0.06978962353,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-Bahia Falsa,Baja-Bahia Falsa-H2,methods1,94,99,43,99,Baja-Bahia Falsa-H2-4,0.5359,NA,0.07797246801,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,26,31,0,31,Baja-El Merito I (EMI)-1-1,0.4185,NA,0.03736724473,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy mud with roots
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,38,43,31,59,Baja-El Merito I (EMI)-1-2,0.4736,NA,0.06220797903,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,45,50,31,59,Baja-El Merito I (EMI)-1-3,0.357,NA,0.1059324582,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,54,59,31,59,Baja-El Merito I (EMI)-1-4,0.322,NA,0.13250240359999998,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,75,80,59,96,Baja-El Merito I (EMI)-1-5,0.4418,NA,0.08709008432,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-1,methods1,91,96,59,96,Baja-El Merito I (EMI)-1-6,0.3979,NA,0.07648703376,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-2,methods1,12,17,0,17,Baja-El Merito I (EMI)-2-1,0.7487,NA,0.03400698179,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Course sand
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,0,5,0,70,Baja-El Merito I (EMI)-I-1,0.910694479,NA,0.00787327323,corer limits compaction,6,0,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-26.88819526,6,6,6,0,"Clay, from rooty to gray-green"
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,20,25,0,70,Baja-El Merito I (EMI)-I-2,1.314901761,NA,0.004980341730000001,corer limits compaction,35,28,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.11063381,35,7,63,28,"Clay, from rooty to gray-green"
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,40,45,0,70,Baja-El Merito I (EMI)-I-3,1.188901379,NA,0.00308279465,corer limits compaction,34.5,26.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-26.77867039,34.5,8,61,26.5,"Clay, from rooty to gray-green"
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,60,65,0,70,Baja-El Merito I (EMI)-I-4,1.124210434,NA,0.00381434373,corer limits compaction,5242.5,121.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-31.53447378,5242.5,5121,5364,121.5,"Clay, from rooty to gray-green"
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,80,85,70,278,Baja-El Merito I (EMI)-I-5,0.566540189,NA,0.0749062771,corer limits compaction,1874.5,71.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.29425974,1874.5,1803,1946,71.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,100,105,70,278,Baja-El Merito I (EMI)-I-6,0.43869143,NA,0.08914873469,corer limits compaction,2058,65,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.23870001,2058,1993,2123,65,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,120,125,70,278,Baja-El Merito I (EMI)-I-7,0.590623528,NA,0.06348433575,corer limits compaction,1730,47,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.46048367,1730,1683,1777,47,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,140,145,70,278,Baja-El Merito I (EMI)-I-8,0.441342661,NA,0.1088132161,corer limits compaction,3463,50,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-26.387193,3463,3413,3513,50,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,160,165,70,278,Baja-El Merito I (EMI)-I-9,0.548952253,NA,0.06680884643,corer limits compaction,3835.5,66.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.65347066,3835.5,3769,3902,66.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,180,185,70,278,Baja-El Merito I (EMI)-I-10,0.406869853,NA,0.10890691159999999,corer limits compaction,3969.5,60.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.69926486,3969.5,3909,4030,60.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,200,205,70,278,Baja-El Merito I (EMI)-I-11,0.343827705,NA,0.08412010368,corer limits compaction,4055.5,82.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.85485637,4055.5,3973,4138,82.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,220,225,70,278,Baja-El Merito I (EMI)-I-12,0.388928117,NA,0.1082945054,corer limits compaction,5020,81,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.77139962,5020,4939,5101,81,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,240,245,70,278,Baja-El Merito I (EMI)-I-13,0.333152474,NA,0.10342538579999999,corer limits compaction,5322.5,179.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.42051585,5322.5,5143,5502,179.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,260,265,70,278,Baja-El Merito I (EMI)-I-14,0.40632101,NA,0.09650003324,corer limits compaction,5028.5,84.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.48229077,5028.5,4944,5113,84.5,Peat
Costa_et_al_2023,Baja-El Merito I (EMI),Baja-El Merito I (EMI)-I,methods1,280,285,278,300,Baja-El Merito I (EMI)-I-15,0.397909191,NA,0.056722527019999996,corer limits compaction,5263,124,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.24575145,5263,5139,5387,124,Muddy calcite with roots
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,22.5,27.5,0,92,Baja-San Jose-1-1,0.1872,NA,0.1752038541,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,45,50,0,92,Baja-San Jose-1-2,0.2794,NA,0.1567849882,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,67,73,0,92,Baja-San Jose-1-3,0.1181,NA,0.112180092,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,95,100,92,153,Baja-San Jose-1-4,0.6128,NA,0.043543789400000005,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand (gradually becoming more sandy/calcite-piecey with depth)
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,122.5,127.5,92,153,Baja-San Jose-1-5,0.7431,NA,0.03086473144,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand (gradually becoming more sandy/calcite-piecey with depth)
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,145,150,92,153,Baja-San Jose-1-6,0.8352,NA,0.0221192531,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand (gradually becoming more sandy/calcite-piecey with depth)
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-1,methods1,150,153,92,153,Baja-San Jose-1-7,1.0421,NA,0.010005689330000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand (gradually becoming more sandy/calcite-piecey with depth)
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-2,methods1,11,16,0,27,Baja-San Jose-2-1,0.0784,NA,0.2533164336,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-2,methods1,22,27,0,27,Baja-San Jose-2-2,0.2324,NA,0.1698320418,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-3,methods1,22.5,27.5,0,98,Baja-San Jose-3-1,0.9846,NA,0.01134261903,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-3,methods1,45,50,0,98,Baja-San Jose-3-2,0.9749,NA,0.01454530551,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-3,methods1,71.5,76.5,0,98,Baja-San Jose-3-3,0.7614,NA,0.04555335979,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay
Costa_et_al_2023,Baja-San Jose,Baja-San Jose-3,methods1,93,98,0,98,Baja-San Jose-3-4,0.9186,NA,0.02596446715,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay
