study_id,site_id,core_id,impact_class
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_10,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_11,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_12,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_13,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_14,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_15,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_16,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_17,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_18,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_19,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_20,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_21,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_22,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_23,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_24,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_25,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_26,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_27,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_28,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_29,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_30,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_31,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_32,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_33,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_34,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_35,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_36,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_37,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_38,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_39,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_40,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_41,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_42,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_43,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_44,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_45,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_46,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_47,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_48,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_49,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_50,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_51,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_52,natural
Kulawardhana_et_al_2015,Galveston_Bay,Kulawardhana_PM_53,natural
Nyman_et_al_1993,Terrebonne,barre1,canalled
Nyman_et_al_1993,Terrebonne,barre2,canalled
Nyman_et_al_1993,Terrebonne,bgoat1,canalled
Nyman_et_al_1993,Terrebonne,bgoat2,canalled
Nyman_et_al_1993,Terrebonne,charles1,canalled
Nyman_et_al_1993,Terrebonne,charles2,canalled
Nyman_et_al_1993,Terrebonne,dow1,canalled
Nyman_et_al_1993,Terrebonne,dow2,canalled
Nyman_et_al_1993,Terrebonne,dufrene1,canalled
Nyman_et_al_1993,Terrebonne,dufrene2,canalled
Nyman_et_al_1993,Terrebonne,grand1,canalled
Nyman_et_al_1993,Terrebonne,grand2,canalled
Nyman_et_al_1993,Terrebonne,lapeur1,canalled
Nyman_et_al_1993,Terrebonne,lapeur2,canalled
Nyman_et_al_1993,Terrebonne,mdeMangu1,canalled
Nyman_et_al_1993,Terrebonne,mdeMangu2,canalled
Nyman_et_al_1993,Terrebonne,mid1,canalled
Nyman_et_al_1993,Terrebonne,mid2,canalled
Nyman_et_al_1993,Terrebonne,ndeMangu1,canalled
Nyman_et_al_1993,Terrebonne,ndeMangu2,canalled
Nyman_et_al_1993,Terrebonne,nmadbay1,canalled
Nyman_et_al_1993,Terrebonne,nmadbay2,canalled
Nyman_et_al_1993,Terrebonne,sdeMangu1,canalled
Nyman_et_al_1993,Terrebonne,sdeMangu2,canalled
Nyman_et_al_1993,Terrebonne,semad1,canalled
Nyman_et_al_1993,Terrebonne,semad2,canalled
Nyman_et_al_1993,Terrebonne,ups1,canalled
Nyman_et_al_1993,Terrebonne,ups2,canalled
Nyman_et_al_1993,Terrebonne,wmadbay1,canalled
Nyman_et_al_1993,Terrebonne,wmadbay2,canalled
Pastore_et_al_2017,G-CREW,CH01,natural
Pastore_et_al_2017,G-CREW,CH02,natural
Pastore_et_al_2017,G-CREW,CH03,natural
Pastore_et_al_2017,G-CREW,CH04,natural
Pastore_et_al_2017,G-CREW,CH05,natural
Pastore_et_al_2017,G-CREW,CH06,natural
Pastore_et_al_2017,G-CREW,CH07,natural
Pastore_et_al_2017,G-CREW,CH08,natural
Pastore_et_al_2017,G-CREW,CH09,natural
Pastore_et_al_2017,G-CREW,CH10,natural
Pastore_et_al_2017,G-CREW,CH11,natural
Pastore_et_al_2017,G-CREW,CH12,natural
Pastore_et_al_2017,G-CREW,CH13,natural
Pastore_et_al_2017,G-CREW,CH14,natural
Pastore_et_al_2017,G-CREW,CH15,natural
Pastore_et_al_2017,G-CREW,CH16,natural
Pastore_et_al_2017,G-CREW,CH17,natural
Pastore_et_al_2017,G-CREW,CH18,natural
Pastore_et_al_2017,G-CREW,CH19,natural
Pastore_et_al_2017,G-CREW,CH20,natural
Windham_Meyers_et_al_2010,Crissy_Field,AH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,AL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,BH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,BL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,CH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,CL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,DH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,DL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,EH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,EL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,FH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,FL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,GH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,GL,restoring
Windham_Meyers_et_al_2010,Crissy_Field,HH,restoring
Windham_Meyers_et_al_2010,Crissy_Field,HL,restoring
