study_id,coring_method,dry_bulk_density_sample_volume,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method,pb210_counting_method
Baustian_et_al_2021,mcauley corer,40.85641245993526,freeze dried,550,14,gamma,gamma
