study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit,P,fraction_nitrogen
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,0,2,L1,0.28070482234217237,0.08324,1964,0.13539624729488278,picocuriesPerGram,9.296486079783683,disintegrationsPerMinutePerGram,804.1479999999999,0.00612
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,2,4,L1,0.20861153562883636,0.0958,1964,0.19461172376641253,picocuriesPerGram,7.801808663022377,disintegrationsPerMinutePerGram,740.252,0.00627
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,4,6,L1,0.21225217590452933,0.10791,1964,0.2960634591591105,picocuriesPerGram,7.866843694606361,disintegrationsPerMinutePerGram,592.4925,0.00642
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,6,8,L1,0.22512402453116648,0.10636,1964,0.193165422337963,picocuriesPerGram,6.3480087307945645,disintegrationsPerMinutePerGram,570.52825,0.00642
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,8,10,L1,0.2820108930424858,0.0863,1964,0.2532470749026479,picocuriesPerGram,5.993338411693601,disintegrationsPerMinutePerGram,506.63225,0.0055000000000000005
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,10,12,L1,0.24785320471019176,0.10000999999999999,1964,0.23210086803715435,picocuriesPerGram,6.252621933715758,disintegrationsPerMinutePerGram,568.669375,0.00571
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,12,14,L1,0.18432327295766515,0.09892,1964,0.23638030073646493,picocuriesPerGram,6.762400732793701,disintegrationsPerMinutePerGram,566.8539999999999,0.005849999999999999
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,14,16,L1,0.28088596465661514,0.08527,1964,0.27896710199843977,picocuriesPerGram,6.999264958578071,disintegrationsPerMinutePerGram,492.42362499999996,0.00494
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,16,18,L1,0.329121093471887,0.07857,1964,0.33301011879014986,picocuriesPerGram,5.7710423647840825,disintegrationsPerMinutePerGram,474.26987499999996,0.00443
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,18,20,L1,0.27505776960503003,0.07518,1964,0.3396567829983349,picocuriesPerGram,5.135659393586795,disintegrationsPerMinutePerGram,412.54712499999994,0.00433
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,20,22,L1,0.294984562628533,0.06634999999999999,1964,0.2863272582589286,picocuriesPerGram,3.278918252050668,disintegrationsPerMinutePerGram,365.347375,0.0037199999999999998
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,22,24,L1,0.36764826587174565,0.054290000000000005,1964,0.19816572093619247,picocuriesPerGram,2.485172870757787,disintegrationsPerMinutePerGram,405.2856249999999,0.00335
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,24,26,L1,0.23930786867487766,0.05406,1964,0.18427996441490918,picocuriesPerGram,3.164200497736038,disintegrationsPerMinutePerGram,425.7995000000001,0.0033
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,26,28,L1,0.3707013504682559,0.046950000000000006,1964,0.11601471520232033,picocuriesPerGram,2.123973668606159,disintegrationsPerMinutePerGram,356.74875,0.0028699999999999997
Loomis_and_Craft_2024,Alt,Alt_Salt_L1,single set of methods,28,30,L1,0.2546895626087621,0.045579999999999996,1964,0.05697007047703704,picocuriesPerGram,2.666203907876543,disintegrationsPerMinutePerGram,380.371375,0.0028199999999999996
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,0,2,P1,0.2326036337682502,0.06328,1964,0.09045461367785813,picocuriesPerGram,8.222122557736455,disintegrationsPerMinutePerGram,1239.8715,0.00436
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,2,4,P1,0.2409646388617254,0.05157,1964,0.09953331437140804,picocuriesPerGram,7.232442211266762,disintegrationsPerMinutePerGram,1804.9973749999997,0.00359
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,4,6,P1,0.391350564803436,0.05474999999999999,1964,0.13115675096769036,picocuriesPerGram,7.41020355992749,disintegrationsPerMinutePerGram,1003.6452499999999,0.0035199999999999997
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,6,8,P1,0.476939919162981,0.03081,1964,0.10967105343509985,picocuriesPerGram,6.226961378584229,disintegrationsPerMinutePerGram,714.722375,0.0022400000000000002
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,8,10,P1,0.2508322466616193,0.05019,1964,0.10885437037089202,picocuriesPerGram,6.636694987532603,disintegrationsPerMinutePerGram,438.5193749999999,0.00331
Loomis_and_Craft_2024,Alt,Alt_Salt_P1,single set of methods,10,12,P1,0.2917483973900006,0.05535,1964,0.12058055254499217,picocuriesPerGram,6.490297303984089,disintegrationsPerMinutePerGram,436.70224999999994,0.0034799999999999996
