study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_flag,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,age_depth_model_reference
Stevens_et_al_2024,single set of methods,russian corer,roots and rhizomes included,sediment not sieved,not specified,60,to constant mass,550,8,1,gamma,alpha,depth,CFCS,selected samples,YBP
