"","study_id","method_id","coring_method","dry_bulk_density_temperature","dry_bulk_density_time","cs137_counting_method","pb210_counting_method","excess_pb210_model"
"1","Smith_and_Kirwan_2021","single set of methods","russian corer",60,48,"gamma","gamma","CIC"
