"","study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","cs137_activity","cs137_unit","total_pb210_activity","pb210_unit"
"1","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",0,1,0.0769247772939278,0.546223553571092,NA,NA,NA,NA
"2","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",1,2,0.0853246092972877,0.523460733560965,NA,NA,NA,NA
"3","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",2,3,0.06675655960565,0.633581925860934,NA,NA,NA,NA
"4","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",3,4,0.07095647560733,0.68347280334728,NA,NA,NA,NA
"5","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",4,5,0.0751563916090099,0.727169166508449,NA,NA,NA,NA
"6","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",6,7,0.0842193682442141,0.665511618426417,NA,NA,NA,NA
"7","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",7,8,0.06675655960565,0.542787422695775,NA,NA,NA,NA
"8","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",9,10,0.0866508985609761,0.326172410640826,NA,NA,NA,NA
"9","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",10,11,0.182585821967771,0.172289363651985,NA,NA,NA,NA
"10","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",11,12,0.235416344304693,0.127813568758451,NA,NA,NA,NA
"11","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",12,13,0.382413404363492,0.0980369084740445,NA,NA,NA,NA
"12","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",13,14,0.586661950971507,0.0877566794092456,NA,NA,NA,NA
"13","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",14,15,0.405623466478039,0.0728892572257329,NA,NA,NA,NA
"14","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",15,16,0.515705475364177,0.0662954279015242,NA,NA,NA,NA
"15","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",16,17,0.988527597869095,0.0546910239061796,NA,NA,NA,NA
"16","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",17,18,0.356771811932182,0.057872743041867,NA,NA,NA,NA
"17","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",18,19,0.351687703088043,0.0492098885118757,NA,NA,NA,NA
"18","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",19,20,0.2040274983974,0.0453157127742398,NA,NA,NA,NA
"19","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",20,21,0.378655584783041,0.0436850717302788,NA,NA,NA,NA
"20","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",21,22,0.489842834722253,0.0407762220584624,NA,NA,NA,NA
"21","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",22,23,0.11295563562413,0.0446409681377735,NA,NA,NA,NA
"22","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",23,24,0.506421450518358,0.0407691111283927,NA,NA,NA,NA
"23","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",24,25,0.25022657441588,0.0361011518803874,NA,NA,NA,NA
"24","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",25,26,0.249121333362806,0.0351702603485378,NA,NA,NA,NA
"25","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",26,27,0.309246446650014,0.035319902216977,NA,NA,NA,NA
"26","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",27,28,0.429275625013816,0.0335319855159927,NA,NA,NA,NA
"27","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",28,29,0.484979774088729,0.0301192642005256,NA,NA,NA,NA
"28","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",29,30,0.514158137889874,0.0298425196850394,NA,NA,NA,NA
"29","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",30,31,0.60080903645085,0.0478942865291378,NA,NA,NA,NA
"30","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",31,32,0.434801830279184,0.0286627952601428,NA,NA,NA,NA
"31","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",32,33,0.427507239328898,0.034030530488319,NA,NA,NA,NA
"32","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",33,34,0.469285351135083,0.0245444478002618,NA,NA,NA,NA
"33","Smith_and_Kirwan_2021","Goodwin_Island","GI_4_HM","single set of methods",43,44,0.355224474457879,0.0195090749180457,NA,NA,NA,NA
