study_id,site_id,core_id,latitude,longitude,core_length_flag
Trettin_et_al_2017,1001,1001_1,-18.831799,36.240201,not specified
Trettin_et_al_2017,1001,1001_2,-18.831799,36.240201,not specified
Trettin_et_al_2017,1001,1001_3,-18.831799,36.240201,not specified
Trettin_et_al_2017,1001,1001_4,-18.831799,36.240201,not specified
Trettin_et_al_2017,1001,1001_5,-18.831799,36.240201,not specified
Trettin_et_al_2017,1079,1079_1,-18.840148,36.264355,not specified
Trettin_et_al_2017,1079,1079_2,-18.840148,36.264355,not specified
Trettin_et_al_2017,1079,1079_3,-18.840148,36.264355,not specified
Trettin_et_al_2017,1079,1079_4,-18.840148,36.264355,not specified
Trettin_et_al_2017,1079,1079_5,-18.840148,36.264355,not specified
Trettin_et_al_2017,1113,1113_1,-18.845148,36.213549,not specified
Trettin_et_al_2017,1113,1113_2,-18.845148,36.213549,not specified
Trettin_et_al_2017,1113,1113_3,-18.845148,36.213549,not specified
Trettin_et_al_2017,1113,1113_4,-18.845148,36.213549,not specified
Trettin_et_al_2017,1130,1130_1,-18.845914,36.306805,not specified
Trettin_et_al_2017,1130,1130_2,-18.845914,36.306805,not specified
Trettin_et_al_2017,1130,1130_3,-18.845914,36.306805,not specified
Trettin_et_al_2017,1130,1130_4,-18.845914,36.306805,not specified
Trettin_et_al_2017,1130,1130_5,-18.845914,36.306805,not specified
Trettin_et_al_2017,1216,1216_1,-18.854252,36.123515,not specified
Trettin_et_al_2017,1216,1216_2,-18.854252,36.123515,not specified
Trettin_et_al_2017,1216,1216_3,-18.854252,36.123515,not specified
Trettin_et_al_2017,1216,1216_4,-18.854252,36.123515,not specified
Trettin_et_al_2017,1216,1216_5,-18.854252,36.123515,not specified
Trettin_et_al_2017,1219,1219_1,-18.854268,36.237751,not specified
Trettin_et_al_2017,1219,1219_2,-18.854268,36.237751,not specified
Trettin_et_al_2017,1219,1219_3,-18.854268,36.237751,not specified
Trettin_et_al_2017,1219,1219_4,-18.854268,36.237751,not specified
Trettin_et_al_2017,1219,1219_5,-18.854268,36.237751,not specified
Trettin_et_al_2017,1254,1254_1,-18.860066,36.269428,not specified
Trettin_et_al_2017,1254,1254_2,-18.860066,36.269428,not specified
Trettin_et_al_2017,1254,1254_3,-18.860066,36.269428,not specified
Trettin_et_al_2017,1254,1254_4,-18.860066,36.269428,not specified
Trettin_et_al_2017,1254,1254_5,-18.860066,36.269428,not specified
Trettin_et_al_2017,1285,1285_1,-18.86529,36.141464,not specified
Trettin_et_al_2017,1285,1285_2,-18.86529,36.141464,not specified
Trettin_et_al_2017,1285,1285_3,-18.86529,36.141464,not specified
Trettin_et_al_2017,1285,1285_4,-18.86529,36.141464,not specified
Trettin_et_al_2017,1285,1285_5,-18.86529,36.141464,not specified
Trettin_et_al_2017,13,13_1,-18.744,36.112,not specified
Trettin_et_al_2017,13,13_2,-18.744,36.112,not specified
Trettin_et_al_2017,13,13_3,-18.744,36.112,not specified
Trettin_et_al_2017,13,13_4,-18.744,36.112,not specified
Trettin_et_al_2017,13,13_5,-18.744,36.112,not specified
Trettin_et_al_2017,13,13_6,-18.744,36.112,not specified
Trettin_et_al_2017,1305,1305_1,-18.868526,36.282128,not specified
Trettin_et_al_2017,1305,1305_4,-18.868526,36.282128,not specified
Trettin_et_al_2017,1314,1314_1,-18.870943,36.20356,not specified
Trettin_et_al_2017,1314,1314_2,-18.870943,36.20356,not specified
Trettin_et_al_2017,1314,1314_3,-18.870943,36.20356,not specified
Trettin_et_al_2017,1314,1314_4,-18.870943,36.20356,not specified
Trettin_et_al_2017,1314,1314_5,-18.870943,36.20356,not specified
Trettin_et_al_2017,1317,1317_1,-18.871772,36.280204,not specified
Trettin_et_al_2017,1317,1317_2,-18.871772,36.280204,not specified
Trettin_et_al_2017,1317,1317_3,-18.871772,36.280204,not specified
Trettin_et_al_2017,1317,1317_4,-18.871772,36.280204,not specified
Trettin_et_al_2017,1317,1317_5,-18.871772,36.280204,not specified
Trettin_et_al_2017,1359,1359_1,-18.87926,36.152707,not specified
Trettin_et_al_2017,1359,1359_2,-18.87926,36.152707,not specified
Trettin_et_al_2017,1359,1359_3,-18.87926,36.152707,not specified
Trettin_et_al_2017,1359,1359_4,-18.87926,36.152707,not specified
Trettin_et_al_2017,1359,1359_5,-18.87926,36.152707,not specified
Trettin_et_al_2017,1361,1361_1,-18.881442,36.168942,not specified
Trettin_et_al_2017,1361,1361_2,-18.881442,36.168942,not specified
Trettin_et_al_2017,1361,1361_3,-18.881442,36.168942,not specified
Trettin_et_al_2017,1361,1361_4,-18.881442,36.168942,not specified
Trettin_et_al_2017,1361,1361_5,-18.881442,36.168942,not specified
Trettin_et_al_2017,1382,1382_1,-18.88302,36.174246,not specified
Trettin_et_al_2017,1382,1382_2,-18.88302,36.174246,not specified
Trettin_et_al_2017,1382,1382_3,-18.88302,36.174246,not specified
Trettin_et_al_2017,1382,1382_4,-18.88302,36.174246,not specified
Trettin_et_al_2017,1382,1382_5,-18.88302,36.174246,not specified
Trettin_et_al_2017,15,15_1,-18.743,36.119,not specified
Trettin_et_al_2017,15,15_2,-18.743,36.119,not specified
Trettin_et_al_2017,15,15_6,-18.743,36.119,not specified
Trettin_et_al_2017,16,16_1,-18.743,36.128,not specified
Trettin_et_al_2017,16,16_2,-18.743,36.128,not specified
Trettin_et_al_2017,16,16_3,-18.743,36.128,not specified
Trettin_et_al_2017,16,16_4,-18.743,36.128,not specified
Trettin_et_al_2017,16,16_5,-18.743,36.128,not specified
Trettin_et_al_2017,16,16_6,-18.743,36.128,not specified
Trettin_et_al_2017,17,17_1,-18.75,36.115,not specified
Trettin_et_al_2017,17,17_2,-18.75,36.115,not specified
Trettin_et_al_2017,17,17_3,-18.75,36.115,not specified
Trettin_et_al_2017,17,17_4,-18.75,36.115,not specified
Trettin_et_al_2017,17,17_5,-18.75,36.115,not specified
Trettin_et_al_2017,17,17_6,-18.75,36.115,not specified
Trettin_et_al_2017,25,25_2,-18.76,36.144,not specified
Trettin_et_al_2017,25,25_3,-18.76,36.144,not specified
Trettin_et_al_2017,25,25_4,-18.76,36.144,not specified
Trettin_et_al_2017,25,25_5,-18.76,36.144,not specified
Trettin_et_al_2017,25,25_6,-18.76,36.144,not specified
Trettin_et_al_2017,26,26_1,-18.762,36.139,not specified
Trettin_et_al_2017,26,26_2,-18.762,36.139,not specified
Trettin_et_al_2017,26,26_3,-18.762,36.139,not specified
Trettin_et_al_2017,26,26_4,-18.762,36.139,not specified
Trettin_et_al_2017,26,26_5,-18.762,36.139,not specified
Trettin_et_al_2017,26,26_6,-18.762,36.139,not specified
Trettin_et_al_2017,27,27_1,-18.766,36.15,not specified
Trettin_et_al_2017,27,27_2,-18.766,36.15,not specified
Trettin_et_al_2017,27,27_3,-18.766,36.15,not specified
Trettin_et_al_2017,27,27_5,-18.766,36.15,not specified
Trettin_et_al_2017,27,27_6,-18.766,36.15,not specified
Trettin_et_al_2017,29,29_1,-18.767,36.151,not specified
Trettin_et_al_2017,29,29_2,-18.767,36.151,not specified
Trettin_et_al_2017,29,29_3,-18.767,36.151,not specified
Trettin_et_al_2017,29,29_4,-18.767,36.151,not specified
Trettin_et_al_2017,29,29_5,-18.767,36.151,not specified
Trettin_et_al_2017,29,29_6,-18.767,36.151,not specified
Trettin_et_al_2017,32B,32B_1,-18.746,36.21,not specified
Trettin_et_al_2017,32B,32B_2,-18.746,36.21,not specified
Trettin_et_al_2017,32B,32B_3,-18.746,36.21,not specified
Trettin_et_al_2017,32B,32B_4,-18.746,36.21,not specified
Trettin_et_al_2017,32B,32B_5,-18.746,36.21,not specified
Trettin_et_al_2017,32B,32B_6,-18.746,36.21,not specified
Trettin_et_al_2017,35,35_1,-18.747,36.216,not specified
Trettin_et_al_2017,35,35_2,-18.747,36.216,not specified
Trettin_et_al_2017,35,35_3,-18.747,36.216,not specified
Trettin_et_al_2017,35,35_4,-18.747,36.216,not specified
Trettin_et_al_2017,35,35_5,-18.747,36.216,not specified
Trettin_et_al_2017,35,35_6,-18.747,36.216,not specified
Trettin_et_al_2017,36,36_1,-18.746,36.223,not specified
Trettin_et_al_2017,36,36_2,-18.746,36.223,not specified
Trettin_et_al_2017,36,36_3,-18.746,36.223,not specified
Trettin_et_al_2017,36,36_4,-18.746,36.223,not specified
Trettin_et_al_2017,36,36_5,-18.746,36.223,not specified
Trettin_et_al_2017,36,36_6,-18.746,36.223,not specified
Trettin_et_al_2017,37,37_1,-18.752,36.214,not specified
Trettin_et_al_2017,37,37_2,-18.752,36.214,not specified
Trettin_et_al_2017,37,37_3,-18.752,36.214,not specified
Trettin_et_al_2017,37,37_4,-18.752,36.214,not specified
Trettin_et_al_2017,37,37_5,-18.752,36.214,not specified
Trettin_et_al_2017,37,37_6,-18.752,36.214,not specified
Trettin_et_al_2017,806,806_1,-18.808457,36.3035,not specified
Trettin_et_al_2017,806,806_2,-18.808457,36.3035,not specified
Trettin_et_al_2017,806,806_3,-18.808457,36.3035,not specified
Trettin_et_al_2017,806,806_4,-18.808457,36.3035,not specified
Trettin_et_al_2017,806,806_5,-18.808457,36.3035,not specified
Trettin_et_al_2017,864,864_1,-18.818504,36.24601,not specified
Trettin_et_al_2017,864,864_2,-18.818504,36.24601,not specified
Trettin_et_al_2017,864,864_3,-18.818504,36.24601,not specified
Trettin_et_al_2017,864,864_4,-18.818504,36.24601,not specified
Trettin_et_al_2017,864,864_5,-18.818504,36.24601,not specified
Trettin_et_al_2017,9001,9001_1,-18.831602,36.264041,not specified
Trettin_et_al_2017,9001,9001_2,-18.831602,36.264041,not specified
Trettin_et_al_2017,9001,9001_3,-18.831602,36.264041,not specified
Trettin_et_al_2017,9001,9001_4,-18.831602,36.264041,not specified
Trettin_et_al_2017,9001,9001_5,-18.831602,36.264041,not specified
Trettin_et_al_2017,9002,9002_1,-18.850342,36.26043,not specified
Trettin_et_al_2017,9002,9002_2,-18.850342,36.26043,not specified
Trettin_et_al_2017,9002,9002_3,-18.850342,36.26043,not specified
Trettin_et_al_2017,9002,9002_4,-18.850342,36.26043,not specified
Trettin_et_al_2017,9003,9003_1,-18.875474,36.275058,not specified
Trettin_et_al_2017,9003,9003_2,-18.875474,36.275058,not specified
Trettin_et_al_2017,9003,9003_3,-18.875474,36.275058,not specified
Trettin_et_al_2017,9003,9003_4,-18.875474,36.275058,not specified
Trettin_et_al_2017,9003,9003_5,-18.875474,36.275058,not specified
Trettin_et_al_2017,9004,9004_1,-18.833962,36.18594,not specified
Trettin_et_al_2017,9004,9004_3,-18.833962,36.18594,not specified
Trettin_et_al_2017,9004,9004_4,-18.833962,36.18594,not specified
Trettin_et_al_2017,9004,9004_5,-18.833962,36.18594,not specified
Trettin_et_al_2017,9005,9005_1,-18.824439,36.218115,not specified
Trettin_et_al_2017,9005,9005_2,-18.824439,36.218115,not specified
Trettin_et_al_2017,9005,9005_3,-18.824439,36.218115,not specified
Trettin_et_al_2017,9005,9005_4,-18.824439,36.218115,not specified
Trettin_et_al_2017,9005,9005_5,-18.824439,36.218115,not specified
Trettin_et_al_2017,9006,9006_1,-18.870643,36.270942,not specified
Trettin_et_al_2017,9006,9006_2,-18.870643,36.270942,not specified
Trettin_et_al_2017,9006,9006_3,-18.870643,36.270942,not specified
Trettin_et_al_2017,9006,9006_5,-18.870643,36.270942,not specified
Trettin_et_al_2017,9007,9007_1,-18.822449,36.132373,not specified
Trettin_et_al_2017,9007,9007_2,-18.822449,36.132373,not specified
Trettin_et_al_2017,9007,9007_3,-18.822449,36.132373,not specified
Trettin_et_al_2017,9007,9007_4,-18.822449,36.132373,not specified
Trettin_et_al_2017,9007,9007_5,-18.822449,36.132373,not specified
Trettin_et_al_2017,9008,9008_1,-18.812733,36.128404,not specified
Trettin_et_al_2017,9008,9008_2,-18.812733,36.128404,not specified
Trettin_et_al_2017,9008,9008_3,-18.812733,36.128404,not specified
Trettin_et_al_2017,9008,9008_4,-18.812733,36.128404,not specified
Trettin_et_al_2017,9008,9008_5,-18.812733,36.128404,not specified
Trettin_et_al_2017,9009,9009_1,-18.845133,36.118808,not specified
Trettin_et_al_2017,9009,9009_2,-18.845133,36.118808,not specified
Trettin_et_al_2017,9009,9009_3,-18.845133,36.118808,not specified
Trettin_et_al_2017,9009,9009_4,-18.845133,36.118808,not specified
Trettin_et_al_2017,9009,9009_5,-18.845133,36.118808,not specified
Trettin_et_al_2017,9010,9010_1,-18.891503,36.177483,not specified
Trettin_et_al_2017,9010,9010_2,-18.891503,36.177483,not specified
Trettin_et_al_2017,9010,9010_3,-18.891503,36.177483,not specified
Trettin_et_al_2017,9010,9010_4,-18.891503,36.177483,not specified
