study_id,site_id,core_id,total_AGB,total_BGB,total_biomass,AG_carbon,BG_carbon
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_1,17.4,86.6,104,6.089999999999999,30.309999999999995
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_2,17.4,86.6,104,6.089999999999999,30.309999999999995
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_3,18,90,108,6.3,31.499999999999996
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_4,18,90,108,6.3,31.499999999999996
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_5,95,110,205,33.25,38.5
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_6,95,110,205,33.25,38.5
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_7,35.9,122.1,158,12.565,42.73499999999999
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_8,35.9,122.1,158,12.565,42.73499999999999
Orem_et_al_1999,Florida_Bay,Orem_et_al_1999_5,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_1,89.48222627523553,71.69424432476445,161.1764706,31.318779196332436,25.092985513667557
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_2,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_3,86.21645156123823,69.07766603876176,155.2941176,30.17575804643338,24.177183113566617
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_4,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_5,61.39656401244953,49.19167128755046,110.5882353,21.488797404357335,17.21708495064266
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_6,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_7,76.41912753028265,61.22793126971735,137.6470588,26.746694635598928,21.429775944401072
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_8,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_9,64.66233867092868,51.808249529071325,116.4705882,22.631818534825037,18.132887335174964
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_10,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_11,56.82447946837147,45.52846173162853,102.3529412,19.888567813930013,15.934961606069985
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_12,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_13,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_14,75.76597258748319,60.704615612516825,136.4705882,26.518090405619116,21.246615464380888
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_15,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_16,41.80191592277928,33.492201727220724,75.29411765,14.630670572972747,11.722270604527253
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_17,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_18,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_19,41.14876098553163,32.968886074468365,74.11764706,14.40206634493607,11.539110126063926
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_20,0,0,0,NA,NA
Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,Figueiredo_da_Silva_et_al_2009_21,33.31090174966353,26.68909825033647,60,11.658815612382234,9.341184387617764
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_1,28.59,114.4515612,143.0415612,10.006499999999999,40.05804642
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_2,57.2,228.9831865,286.1831865,20.02,80.14411527499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,21.05,84.26741393,105.3174139,7.3675,29.493594875499998
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_4,47.43,189.8718975,237.3018975,16.6005,66.455164125
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_5,52.81,211.4091273,264.2191273,18.4835,73.99319455499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_6,80.004,320.2722178,400.2762178,28.0014,112.09527623
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_7,41.82,167.4139311,209.2339311,14.636999999999999,58.594875885
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_8,30.99,124.0592474,155.0492474,10.846499999999999,43.42073659
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_9,28.53,114.2113691,142.74136909999999,9.9855,39.973979185
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_10,29.01,116.1329063,145.1429063,10.1535,40.646517204999995
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_11,43.51,174.1793435,217.6893435,15.228499999999999,60.96277022499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_12,52.75,211.1689351,263.9189351,18.4625,73.909127285
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_13,29.84,119.4555645,149.2955645,10.443999999999999,41.80944757499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_14,14.96,59.88791033,74.84791033,5.236,20.960768615499997
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_15,64.38,257.7261809,322.1061809,22.532999999999998,90.20416331499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_16,25.51,102.1216974,127.6316974,8.9285,35.74259409
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_17,16.31,65.29223379,81.60223379,5.708499999999999,22.852281826499997
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_18,25.3856,101.623699,127.009299,8.88496,35.56829465
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_19,73.28,293.3546837,366.6346837,25.648,102.674139295
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_20,38.96,155.9647718,194.9247718,13.636,54.58767012999999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,91.2,365.0920737,456.2920737,31.919999999999998,127.782225795
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_22,36.19,144.8759007,181.0659007,12.6665,50.70656524499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,46.97,188.0304243,235.0004243,16.4395,65.81064850499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_24,91.11,364.7317854,455.8417854,31.888499999999997,127.65612488999999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_25,61.63,246.7173739,308.3473739,21.5705,86.351080865
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,87.997,352.2698159,440.2668159,30.798949999999998,123.294435565
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_27,64.99,260.1681345,325.1581345,22.746499999999997,91.058847075
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_28,38.33,153.4427542,191.7727542,13.415499999999998,53.704963969999994
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_29,57.0998,228.5820657,285.6818657,19.98493,80.00372299499999
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_30,62.07,248.478783,310.548783,21.7245,86.96757405
Rosenfeld_1979,Florida_Bay,Rosenfeld_1979_1,0,0,0,NA,NA
Mellors_et_al_2002,Ellie_Pt,Mellors_et_al_2002_1,252.16,231.87126436781605,484.03126436781605,88.256,81.15494252873562
Mellors_et_al_2002,Lugger_Bay,Mellors_et_al_2002_2,5.38,12.114962962962963,17.494962962962962,1.8829999999999998,4.240237037037037
Mellors_et_al_2002,Meunga_Creek,Mellors_et_al_2002_3,5.01,11.281777777777776,16.291777777777774,1.7534999999999998,3.9486222222222214
Mellors_et_al_2002,Horseshoe_Bay,Mellors_et_al_2002_4,2.92,6.575407407407407,9.495407407407406,1.022,2.301392592592592
Mellors_et_al_2002,Geoffrey_Bay,Mellors_et_al_2002_5,11.89,26.77451851851852,38.66451851851852,4.1615,9.37108148148148
Mellors_et_al_2002,Bolger_Bay,Mellors_et_al_2002_6,0.2,0.2,0.4,0.06999999999999999,0.06999999999999999
Mellors_et_al_2002,Windy_Point,Mellors_et_al_2002_7,72.34,66.51954022988505,138.85954022988506,25.319,23.28183908045977
Mellors_et_al_2002,Port_Dennison,Mellors_et_al_2002_8,25.1,56.52148148148148,81.62148148148148,8.785,19.78251851851852
Marba_unpublished,Bolinao,Marba_unpublished_1,148,806.5999999999999,954.5999999999999,31.8,282.30999999999995
NA,Bolinao,NA,87,474.15,561.15,17.9,165.9525
NA,Bolinao,NA,8,43.599999999999994,51.599999999999994,1.8,15.259999999999996
Marba_unpublished,Nefyn,Marba_unpublished_2,4.3,2.6,6.9,1.5,0.9099999999999999
Marba_unpublished,Anglesey,Marba_unpublished_3,73,65.1,138.1,24.5,7.2
NA,Anglesey,NA,46.5,77.7,124.2,16.3,7.4
NA,Anglesey,NA,35.7,116.5,152.2,11,5.7
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_6,0,0,0,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_7,0,0,0,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_8,0,0,0,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_9,0,0,0,NA,NA
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_10,0,0,0,NA,NA
De_Falco_2006,Gulf_of_Oristano,De_Falco_2006_2,0,0,0,NA,NA
De_Falco_2006,Gulf_of_Oristano,De_Falco_2006_3,0,0,0,NA,NA
Furuta_2002,Aburatsubo_Bay,Furuta_2002_4,0,0,0,NA,NA
Furuta_2002,Aburatsubo_Bay,Furuta_2002_5,0,0,0,NA,NA
Furuta_2002,Aburatsubo_Bay,Furuta_2002_6,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_1,114.90931272117713,369.43,484.3393127211771,40.21825945241199,129.3005
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_2,490.02,1575.3996287425148,2065.4196287425148,171.50699999999998,551.3898700598801
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_3,527.26,1695.125113772455,2222.385113772455,184.541,593.2937898203593
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_4,264.05222574036134,848.92,1112.9722257403614,92.41827900912646,297.12199999999996
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_5,611.96,1659.45,2271.41,214.186,580.8075
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_6,471.29,743.28,1214.57,164.9515,260.14799999999997
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_7,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_8,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_9,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_10,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_11,0,0,0,NA,NA
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_12,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
NA,Europe,NA,0,0,0,NA,NA
Vichkovitten_and_Holmer_2005,Denmark,Vichkovitten_and_Holmer_2005_1,13.6,32,45.6,4.76,11.2
Vichkovitten_and_Holmer_2005,Denmark,Vichkovitten_and_Holmer_2005_2,79.1,242,321.1,27.684999999999995,84.69999999999999
Vichkovitten_and_Holmer_2005,Denmark,Vichkovitten_and_Holmer_2005_3,0,0,0,NA,NA
Vichkovitten_and_Holmer_2005,Denmark,Vichkovitten_and_Holmer_2005_4,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_1,81.38,40.69,122.07,28.482999999999997,14.241499999999998
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_2,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_3,64.22,32.11,96.33,22.476999999999997,11.238499999999998
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_4,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_5,68.03,34.015,102.045,23.810499999999998,11.905249999999999
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_6,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_7,53.54,26.77,80.31,18.738999999999997,9.369499999999999
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_8,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_9,97.33,48.665,145.995,34.0655,17.03275
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_10,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_11,48.06,24.03,72.09,16.820999999999998,8.410499999999999
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_12,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_13,160.38,162.1,322.48,56.132999999999996,56.73499999999999
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_14,0,0,0,NA,NA
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_15,70.05,258.9,328.95,24.5175,90.61499999999998
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_16,0,0,0,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_1,1585,5095.72754491018,6680.72754491018,554.75,1783.5046407185628
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_2,0,0,0,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_3,1240,3986.562874251497,5226.562874251496,434,1395.2970059880238
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_4,0,0,0,NA,NA
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_5,1330,4275.9101796407185,5605.9101796407185,465.49999999999994,1496.5685628742515
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_6,0,0,0,NA,NA
Leduc_and_Probert_2011,Papanui_Inlet,Leduc_and_Probert_2011_1,0,0,0,NA,NA
NA,Papanui_Inlet,NA,0,0,0,NA,NA
Yamamuro_et_al_1993,Dravuni_Is._Fiji,Yamamuro_et_al_1993_1,281.6,433.6,715.2,98.56,151.76
Yamamuro_et_al_1993,Dravuni_Is,Yamamuro_et_al_1993_2,0,0,0,NA,NA
Pedersen_et_al_1997,Ebro_Delta,Pedersen_et_al_1997_1,23.302090340514248,45.269909659485755,68.572,8.155731619179987,15.844468380820013
Pedersen_et_al_1997,Ebro_Delta,Pedersen_et_al_1997_2,62.138681028492016,120.71931897150799,182.858,21.748538359972205,42.251761640027794
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_1,2.23382286,1.78700287,4.02082573,0.817579167,0.65404305
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_2,59.01218837,207.1394971,266.15168547,21.59846094,75.81305595
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_3,125.5604648,223.4341417,348.99460650000003,45.95513012,81.77689587
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_4,141.1118806,354.155753,495.2676336,51.64694831,129.6210056
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_5,51.3998457,154.1525107,205.5523564,18.81234353,56.41981892
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_6,160.7362055,366.05343,526.7896355,58.82945121,133.9755554
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_7,120.2969471,303.6023823,423.8993294,44.02868262,111.1184719
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_8,75.57141084,337.3673313,412.93874214,27.65913637,123.4764432
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_9,279.6143111,678.3556947,957.9700058,102.3388379,248.2781842
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_10,272.0006473,768.4582604,1040.4589077,99.55223693,281.2557233
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_11,244.3926395,453.1933331,697.5859726,89.44770607,165.8687599
Barrón_et_al_2004,Ebro_Delta,Barrón_et_al_2004_12,323.5709855,632.5990159,956.1700014,118.4269807,231.5312398
Holmer_and_Frederiksen_2007,Spain,Holmer_and_Frederiksen_2007_5,0,0,0,NA,NA
Holmer_and_Frederiksen_2007,Spain,Holmer_and_Frederiksen_2007_6,120,385.7964071856287,505.7964071856287,42,135.02874251497005
Holmer_and_Frederiksen_2007,Greece,Holmer_and_Frederiksen_2007_7,0,0,0,NA,NA
Holmer_and_Frederiksen_2007,Greece,Holmer_and_Frederiksen_2007_8,23.58,75.80899401197604,99.38899401197604,8.252999999999998,26.533147904191612
Holmer_and_Frederiksen_2007,Cyprus,Holmer_and_Frederiksen_2007_9,0,0,0,NA,NA
Holmer_and_Frederiksen_2007,Cyprus,Holmer_and_Frederiksen_2007_10,342,1099.519760479042,1441.519760479042,119.69999999999999,384.83191616766464
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_2,344.74,395.6007734,740.34,115.19,149.476691
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_3,237.88,169.0432775,406.92,75.73,56.76531531
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_4,89.26,794.3749462,883.64,29.93,302.3111316
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_5,111.33,113.2309571,224.56,39.21,44.96614017
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_6,111.06,149.3172739,260.38,37.46,57.95846299
Apostolaki_unpublished,Sounion,Apostolaki_unpublished_7,173.79,487.3693354,661.16,55.99,191.7710501
Apostolaki_unpublished,Psaromoura_Crete,Apostolaki_unpublished_8,203.4935903,654.2258001920359,857.7193904920359,67.58022135,228.97903006721253
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_3,0,0,0,NA,NA
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_4,0,0,0,NA,NA
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_5,0,0,0,NA,NA
Maher_and_Eyre_2010,Hastings_River,Maher_and_Eyre_2010_6,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_10,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_11,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_12,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_13,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_14,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_15,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_16,0,0,0,NA,NA
Maher_and_Eyre_2010,Camden_Haven,Maher_and_Eyre_2010_17,0,0,0,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_22,0,0,0,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_23,0,0,0,NA,NA
Maher_and_Eyre_2010,Wallis_Lake,Maher_and_Eyre_2010_24,0,0,0,NA,NA
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_1,795.2253968253968,2556.625841650033,3351.85123847543,278.32888888888886,894.8190445775116
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_2,879.3396825396826,2827.050751829674,3706.3904343693566,307.7688888888889,989.4677631403858
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_3,705.8285714285715,2269.2177245508983,2975.04629597947,247.04000000000002,794.2262035928144
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_4,698.5142857142857,2245.70251497006,2944.216800684346,244.48,785.99588023952094
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_5,714.9714285714285,2298.611736526946,3013.5831650983746,250.23999999999998,804.5141077844311
Borg_et_al_2010,Ramla_Bay,Borg_et_al_2010_6,714.5650793650794,2297.3053359946775,3011.870415359757,250.0977777777778,804.056867598137
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_7,688.5587301587302,2213.6957019294746,2902.254432088205,240.99555555555557,774.7934956753161
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_8,702.3746031746032,2258.1133200266136,2960.4879232012167,245.83111111111108,790.3396620093147
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_9,930.1333333333334,2990.3508183632734,3920.484151696607,325.5466666666667,1046.6227864271457
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_10,556.4952380952382,1789.1155289421158,2345.610767037354,194.77333333333334,626.1904351297405
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_11,784.2539682539683,2521.3530272787757,3305.606995532744,274.4888888888889,882.4735595475714
Borg_et_al_2010,Mellieha_Bay,Borg_et_al_2010_12,741.5873015873016,2384.1809713905523,3125.768272977854,259.55555555555554,834.4633399866932
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_13,941.104761904762,3025.623632734531,3966.7283946392927,329.38666666666666,1058.9682714570858
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_14,842.1587301587302,2707.5151031270793,3549.6738332858095,294.7555555555556,947.6302860944777
Borg_et_al_2010,White_Rocks,Borg_et_al_2010_15,1231.8476190476192,3960.3532135728547,5192.200832620474,431.1466666666667,1386.123624750499
