study_id,site_id,core_id,total_AGB,total_BGB,total_biomass,AG_carbon,BG_carbon
NA,Shark_Bay,NA,899.3777079187589,639.9440480301396,1539.3217559488985,314.7821977715656,223.98041681054883
NA,Shark_Bay,NA,310.837497943649,139.45578829240722,450.29328623605625,108.79312428027714,48.80952590234252
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_36,310.837497943649,139.45578829240722,450.29328623605625,108.79312428027714,48.80952590234252
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_2,274.76101938730494,826.7168131103581,1101.477832497663,96.16635678555673,289.3508845886253
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_3,0.336135239810083,0.5255932840666752,0.8617285238767581,0.11764733393352904,0.18395764942333628
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_4,161.27717876505992,308.9658358128883,470.2430145779482,56.44701256777097,108.1380425345109
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_5,2.854093763478341,10.185508921226987,13.039602684705327,0.9989328172174193,3.564928122429445
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_6,171.0735517283613,100.92233089832416,271.99588262668544,59.87574310492646,35.32281581441345
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_7,213.27923568778775,386.8346198898014,600.1138555775891,74.6477324907257,135.39211696143047
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_8,271.41739048366685,164.7391680167766,436.15655850044345,94.99608666928339,57.658708805871804
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_9,321.39744115019164,341.88307092350453,663.2805120736962,112.48910440256707,119.65907482322658
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_11,504.41676395864,186.07387540584972,690.4906393644897,176.545867385524,65.1258563920474
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_14,268.2366004295367,341.92287748463116,610.1594779141678,93.88281015033783,119.67300711962089
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_16,899.3777079187589,639.9440480301396,1539.3217559488985,314.7821977715656,223.98041681054883
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_18,457.79765825356174,233.75231641214768,691.5499746657094,160.22918038874658,81.81331074425168
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_19,239.97937451837487,308.33176251961015,548.311137037985,83.9927810814312,107.91611688186354
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_21,358.9598411848234,544.8166547130867,903.7764958979101,125.63594441468818,190.68582914958031
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_22,960.3212677979258,805.6004578149434,1765.921725612869,336.112443729274,281.96016023523015
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_25,652.7791175143785,1190.6456159189922,1843.4247334333709,228.47269113003247,416.72596557164724
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_26,166.3349955325659,257.91419279245986,424.2491883250258,58.21724843639806,90.26996747736095
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_27,58.8251948542182,291.43230869024933,350.2575035444675,20.58881819897637,102.00130804158727
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_28,120.6369003845672,107.8250547896241,228.4619551741913,42.222915134598516,37.738769176368436
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_34,6.63592078883251,12.122462775841694,18.758383564674205,2.3225722760913783,4.242861971544593
NA,Shark_Bay,NA,2.586272069375115,11.238257329868546,13.82452939924366,0.9051952242812902,3.933390065453991
NA,Shark_Bay,NA,1050.4626890108502,1363.4901589714439,2413.952847982294,367.66194115379756,477.2215556400053
NA,Shark_Bay,NA,452.1612203214299,226.55026239214416,678.711482713574,158.25642711250046,79.29259183725046
NA,Shark_Bay,NA,1.1746398743908717,7.1195480975047145,8.294187971895585,0.41112395603680507,2.49184183412665
NA,Shark_Bay,NA,464.26551142248906,136.583767316139,600.8492787386281,162.49292899787116,47.804318560648646
NA,Shark_Bay,NA,320.88081147251995,402.4455552998902,723.3263667724102,112.30828401538197,140.85594435496157
NA,Shark_Bay,NA,170.7819628960897,272.2015023248965,442.9834652209862,59.773687013631395,95.27052581371377
NA,Shark_Bay,NA,876.085063687374,235.463244782781,1111.548308470155,306.6297722905809,82.41213567397335
NA,Shark_Bay,NA,476.6244911761608,915.5509059118028,1392.1753970879636,166.81857191165628,320.44281706913097
Fonseca_et_al_2011,Lake_Conjola,Fonseca_et_al_2011_1,50.48780487804878,46.42556770395289,96.91337258200167,17.67073170731707,16.24894869638351
Fonseca_et_al_2011,Lake_Conjola,Fonseca_et_al_2011_2,0,0,0,NA,NA
Fonseca_et_al_2011,Port_Hacking,Fonseca_et_al_2011_3,13.170731707317072,12.111017661900755,25.281749369217827,4.609756097560975,4.238856181665264
Fonseca_et_al_2011,Port_Hacking,Fonseca_et_al_2011_4,0,0,0,NA,NA
Fonseca_et_al_2011,Pittwater,Fonseca_et_al_2011_5,16.829268292682926,15.475189234650964,32.30445752733389,5.890243902439024,5.416316232127837
Fonseca_et_al_2011,Pittwater,Fonseca_et_al_2011_6,0,0,0,NA,NA
Agawin_et_al_1996,Cape_Bolinao,Agawin_et_al_1996_1,113.75992677785335,274.77800495594266,388.53793173379603,39.81597437224867,96.17230173457993
Agawin_et_al_1996,Cape_Bolinao,Agawin_et_al_1996_2,105.95853677518026,97.43313726453357,203.39167403971385,37.08548787131309,34.101598042586744
Isaksen_and_Finster_1996,Arcachon,Isaksen_and_Finster_1996_2,0,0,0,NA,NA
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_1,78,488,566,27.299999999999997,170.79999999999998
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_2,56,368,424,19.599999999999998,128.79999999999998
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_3,77,1040,1117,26.95,364
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_4,38,336,374,13.299999999999999,117.6
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_5,56,318,374,19.599999999999998,111.3
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_6,106,357,463,37.099999999999994,124.94999999999999
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_7,38,149,187,13.299999999999999,52.15
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_8,31,75,106,10.85,26.25
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_9,57,361,418,19.95,126.35
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_10,46,304,350,16.099999999999998,106.39999999999999
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_11,25,109,134,8.75,38.15
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_12,38,187,225,13.299999999999999,65.45
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_13,72,196,268,25.2,68.6
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_14,68,164,232,23.799999999999997,57.4
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_15,246,273,519,86.1,95.55
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_16,52,116,168,18.2,40.599999999999994
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_17,89,203,292,31.15,71.05
Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,Townsend_and_Fonseca_1998_18,90,90,180,31.499999999999996,31.499999999999996
Buzzelli_1998,Goodwin_islands,Buzzelli_1998_1,0,0,0,NA,NA
Buzzelli_1998,Goodwin_islands,Buzzelli_1998_2,230,131,361,80.5,45.849999999999994
Buzzelli_1998,Goodwin_islands,Buzzelli_1998_3,230,131,361,80.5,45.849999999999994
Kristensen_et_al_2000,Phuket,Kristensen_et_al_2000_1,0,0,0,NA,NA
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_1,0,0,0,NA,NA
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_2,0,0,0,NA,NA
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_3,0,0,0,NA,NA
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_4,0,0,0,NA,NA
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_5,237.3121245406005,166.73859921869692,404.0507237592974,100.32150964149206,56.58398730645957
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_6,196.87997764102562,184.3067864264411,381.1867640674667,94.55569394977047,57.12068490406032
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_7,252.0502068965517,174.42714350358293,426.47735040013464,105.58425333871018,53.84293756814326
McGlathery_unpublished,Virginia_Coastal_Bays,McGlathery_unpublished_8,191.26779636363636,94.14305408836573,285.4108504520021,100.30777904415599,28.54686297685532
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_1,246.2,59.5,305.7,86.16999999999999,20.825
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_2,738,105.9,843.9,258.3,37.065
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_3,0,0,0,NA,NA
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_4,0,0,0,NA,NA
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_1,51,25,76,17.849999999999998,8.75
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_2,0,0,0,NA,NA
Lillebo_et_al_2006,Mondego_Estuary._Portugal,Lillebo_et_al_2006_3,0,0,0,NA,NA
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_1,300,150,450,105,52.5
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_2,280,150,430,98,52.5
Lee_et_al_2005,Seungbong_Island,Lee_et_al_2005_3,200,150,350,70,52.5
Devereux_et_al_2011,Santa_Rosa_Sound,Devereux_et_al_2011_1,113.2727666666667,383.0092484848484,496.2820151515151,39.64546833333334,134.05323696969694
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_1,44.884,71.9246,116.8086,15.709399999999999,25.173609999999996
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_2,22.9561,49.793,72.7491,8.034635,17.42755
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_3,7.2774,8.4744,15.7518,2.54709,2.9660399999999996
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_4,16.2262,14.5644,30.790599999999998,5.679169999999999,5.0975399999999995
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_5,14.4466,33.0223,47.468900000000005,5.05631,11.557805
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_6,9.5695,13.052299999999999,22.6218,3.349325,4.568305
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_7,7.6594,14.3447,22.0041,2.6807899999999996,5.020644999999999
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_8,24.0703,46.2339,70.3042,8.424605,16.181865
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_9,6.659800000000001,2.6136,9.2734,2.33093,0.9147599999999999
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_10,31.303199999999997,63.189099999999996,94.4923,10.956119999999999,22.116184999999998
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_11,26.757099999999998,99.8533,126.6104,9.364984999999999,34.948655
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_12,3.2567000000000004,3.1006,6.3573,1.139845,1.08521
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_13,45.3914,91.6311,137.0225,15.886989999999997,32.070885
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_14,10.4513,10.5786,21.029899999999998,3.657955,3.7025099999999997
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_15,19.075400000000002,27.661299999999997,46.7367,6.6763900000000005,9.681454999999998
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_16,14.8636,30.5774,45.441,5.20226,10.70209
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_17,22.4595,81.5069,103.9664,7.860824999999999,28.527414999999998
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_18,10.1999,64.9347,75.1346,3.5699649999999994,22.727145
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_19,31.8953,68.70609999999999,100.60139999999998,11.163355,24.047134999999997
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_20,34.3148,31.3382,65.65299999999999,12.010179999999998,10.96837
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_21,754.2404,345.6115,1099.8519000000001,263.98413999999997,120.96402499999998
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_22,18.7443,19.9317,38.676,6.560504999999999,6.976094999999999
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_23,12.0622,20.3807,32.4429,4.22177,7.133245
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_24,0,0,0,NA,NA
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_25,0,0,0,NA,NA
Ooi_et_al_2011,Pulau_Tinggi_Malasia,Ooi_et_al_2011_26,0,0,0,NA,NA
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_1,37.82552083333333,49.4140625,87.23958333333333,13.238932291666664,17.294921875
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_2,61.9140625,572.3307291666666,634.2447916666666,21.669921875,200.31575520833331
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_3,25.282118055555554,4.275173611111107,29.55729166666666,8.848741319444443,1.4963107638888875
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_4,0,0,0,NA,NA
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_5,53.942057291666664,145.390625,199.33268229166666,18.879720052083332,50.88671875
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_6,13.733723958333334,31.572265625,45.305989583333336,4.806803385416667,11.05029296875
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_7,57.623697916666664,314.1927083333333,371.81640625,20.168294270833332,109.96744791666666
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_8,14.752604166666666,8.759765625000002,23.512369791666668,5.163411458333333,3.0659179687500004
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_9,0,0,0,NA,NA
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_10,34.70703125,15.690104166666664,50.397135416666664,12.1474609375,5.491536458333332
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_11,71.40624999999999,702.5390625,773.9453125,24.992187499999993,245.88867187499997
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_12,10.891927083333334,1.9921875,12.884114583333334,3.8121744791666665,0.697265625
Povidisa_and_Delefosse_unpublished,Thailand,Povidisa_and_Delefosse_unpublished_13,0,0,0,NA,NA
Copertino_unpublished,Patos_Lagoon_Estuary,Copertino_unpublished_1,420.67,133.51,554.1800000000001,147.2345,46.7285
Copertino_unpublished,Patos_Lagoon_Estuary,Copertino_unpublished_6,249.33,52.57,301.90000000000003,87.2655,18.3995
Copertino_unpublished,Patos_Lagoon_Estuary,Copertino_unpublished_11,178.33,38.86,217.19,62.4155,13.600999999999999
Copertino_unpublished,Patos_Lagoon_Estuary,Copertino_unpublished_16,291.67,46.25,337.92,102.0845,16.1875
Copertino_unpublished,Patos_Lagoon_Estuary,Copertino_unpublished_21,81.3,26.82,108.12,28.455,9.386999999999999
