core_id.x,core_id.y
Holmer_et_al_2006_6,Vichkovitten_and_Holmer_2005_1
Holmer_et_al_2006_7,Vichkovitten_and_Holmer_2005_1
Holmer_et_al_2006_8,Vichkovitten_and_Holmer_2005_1
Holmer_et_al_2006_9,Vichkovitten_and_Holmer_2005_1
Vichkovitten_and_Holmer_2005_1,Vichkovitten_and_Holmer_2005_1
Vichkovitten_and_Holmer_2005_2,Vichkovitten_and_Holmer_2005_1
Vichkovitten_and_Holmer_2005_3,Vichkovitten_and_Holmer_2005_1
Vichkovitten_and_Holmer_2005_4,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_1
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_1
Holmer_et_al_2006_1,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_10,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_11,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_12,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_13,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_14,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_15,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_16,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_2,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_3,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_4,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_5,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_6,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_7,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_8,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_9,Vichkovitten_and_Holmer_2005_2
Vichkovitten_and_Holmer_2005_1,Vichkovitten_and_Holmer_2005_2
Vichkovitten_and_Holmer_2005_2,Vichkovitten_and_Holmer_2005_2
Vichkovitten_and_Holmer_2005_3,Vichkovitten_and_Holmer_2005_2
Vichkovitten_and_Holmer_2005_4,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_2
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_2
Holmer_et_al_2006_1,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_10,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_11,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_12,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_13,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_14,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_15,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_16,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_2,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_3,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_4,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_5,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_6,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_7,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_8,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_9,Vichkovitten_and_Holmer_2005_3
Vichkovitten_and_Holmer_2005_1,Vichkovitten_and_Holmer_2005_3
Vichkovitten_and_Holmer_2005_2,Vichkovitten_and_Holmer_2005_3
Vichkovitten_and_Holmer_2005_3,Vichkovitten_and_Holmer_2005_3
Vichkovitten_and_Holmer_2005_4,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_3
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_3
Holmer_et_al_2006_1,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_10,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_11,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_12,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_13,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_14,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_15,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_16,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_2,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_3,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_4,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_5,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_6,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_7,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_8,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_9,Vichkovitten_and_Holmer_2005_4
Vichkovitten_and_Holmer_2005_1,Vichkovitten_and_Holmer_2005_4
Vichkovitten_and_Holmer_2005_2,Vichkovitten_and_Holmer_2005_4
Vichkovitten_and_Holmer_2005_3,Vichkovitten_and_Holmer_2005_4
Vichkovitten_and_Holmer_2005_4,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_1,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_2,Vichkovitten_and_Holmer_2005_4
Kamp-Nielsen_et_al_2002_3,Vichkovitten_and_Holmer_2005_4
Holmer_et_al_2006_1,Holmer_et_al_2006_1
Holmer_et_al_2006_10,Holmer_et_al_2006_1
Holmer_et_al_2006_11,Holmer_et_al_2006_1
Holmer_et_al_2006_12,Holmer_et_al_2006_1
Holmer_et_al_2006_13,Holmer_et_al_2006_1
Holmer_et_al_2006_14,Holmer_et_al_2006_1
Holmer_et_al_2006_15,Holmer_et_al_2006_1
Holmer_et_al_2006_16,Holmer_et_al_2006_1
Holmer_et_al_2006_2,Holmer_et_al_2006_1
Holmer_et_al_2006_3,Holmer_et_al_2006_1
Holmer_et_al_2006_4,Holmer_et_al_2006_1
Holmer_et_al_2006_5,Holmer_et_al_2006_1
Holmer_et_al_2006_6,Holmer_et_al_2006_1
Holmer_et_al_2006_7,Holmer_et_al_2006_1
Holmer_et_al_2006_8,Holmer_et_al_2006_1
Holmer_et_al_2006_9,Holmer_et_al_2006_1
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_1
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_1
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_1
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_1
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_1
Holmer_et_al_2006_1,Holmer_et_al_2006_2
Holmer_et_al_2006_10,Holmer_et_al_2006_2
Holmer_et_al_2006_11,Holmer_et_al_2006_2
Holmer_et_al_2006_12,Holmer_et_al_2006_2
Holmer_et_al_2006_13,Holmer_et_al_2006_2
Holmer_et_al_2006_14,Holmer_et_al_2006_2
Holmer_et_al_2006_15,Holmer_et_al_2006_2
Holmer_et_al_2006_16,Holmer_et_al_2006_2
Holmer_et_al_2006_2,Holmer_et_al_2006_2
Holmer_et_al_2006_3,Holmer_et_al_2006_2
Holmer_et_al_2006_4,Holmer_et_al_2006_2
Holmer_et_al_2006_5,Holmer_et_al_2006_2
Holmer_et_al_2006_6,Holmer_et_al_2006_2
Holmer_et_al_2006_7,Holmer_et_al_2006_2
Holmer_et_al_2006_8,Holmer_et_al_2006_2
Holmer_et_al_2006_9,Holmer_et_al_2006_2
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_2
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_2
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_2
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_2
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_2
Holmer_et_al_2006_1,Holmer_et_al_2006_3
Holmer_et_al_2006_10,Holmer_et_al_2006_3
Holmer_et_al_2006_11,Holmer_et_al_2006_3
Holmer_et_al_2006_12,Holmer_et_al_2006_3
Holmer_et_al_2006_13,Holmer_et_al_2006_3
Holmer_et_al_2006_14,Holmer_et_al_2006_3
Holmer_et_al_2006_15,Holmer_et_al_2006_3
Holmer_et_al_2006_16,Holmer_et_al_2006_3
Holmer_et_al_2006_2,Holmer_et_al_2006_3
Holmer_et_al_2006_3,Holmer_et_al_2006_3
Holmer_et_al_2006_4,Holmer_et_al_2006_3
Holmer_et_al_2006_5,Holmer_et_al_2006_3
Holmer_et_al_2006_6,Holmer_et_al_2006_3
Holmer_et_al_2006_7,Holmer_et_al_2006_3
Holmer_et_al_2006_8,Holmer_et_al_2006_3
Holmer_et_al_2006_9,Holmer_et_al_2006_3
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_3
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_3
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_3
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_3
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_3
Holmer_et_al_2006_1,Holmer_et_al_2006_4
Holmer_et_al_2006_10,Holmer_et_al_2006_4
Holmer_et_al_2006_11,Holmer_et_al_2006_4
Holmer_et_al_2006_12,Holmer_et_al_2006_4
Holmer_et_al_2006_13,Holmer_et_al_2006_4
Holmer_et_al_2006_14,Holmer_et_al_2006_4
Holmer_et_al_2006_15,Holmer_et_al_2006_4
Holmer_et_al_2006_16,Holmer_et_al_2006_4
Holmer_et_al_2006_2,Holmer_et_al_2006_4
Holmer_et_al_2006_3,Holmer_et_al_2006_4
Holmer_et_al_2006_4,Holmer_et_al_2006_4
Holmer_et_al_2006_5,Holmer_et_al_2006_4
Holmer_et_al_2006_6,Holmer_et_al_2006_4
Holmer_et_al_2006_7,Holmer_et_al_2006_4
Holmer_et_al_2006_8,Holmer_et_al_2006_4
Holmer_et_al_2006_9,Holmer_et_al_2006_4
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_4
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_4
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_4
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_4
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_4
Holmer_et_al_2006_1,Holmer_et_al_2006_5
Holmer_et_al_2006_10,Holmer_et_al_2006_5
Holmer_et_al_2006_11,Holmer_et_al_2006_5
Holmer_et_al_2006_12,Holmer_et_al_2006_5
Holmer_et_al_2006_13,Holmer_et_al_2006_5
Holmer_et_al_2006_14,Holmer_et_al_2006_5
Holmer_et_al_2006_15,Holmer_et_al_2006_5
Holmer_et_al_2006_16,Holmer_et_al_2006_5
Holmer_et_al_2006_2,Holmer_et_al_2006_5
Holmer_et_al_2006_3,Holmer_et_al_2006_5
Holmer_et_al_2006_4,Holmer_et_al_2006_5
Holmer_et_al_2006_5,Holmer_et_al_2006_5
Holmer_et_al_2006_6,Holmer_et_al_2006_5
Holmer_et_al_2006_7,Holmer_et_al_2006_5
Holmer_et_al_2006_8,Holmer_et_al_2006_5
Holmer_et_al_2006_9,Holmer_et_al_2006_5
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_5
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_5
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_5
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_5
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_5
Holmer_et_al_2006_1,Holmer_et_al_2006_6
Holmer_et_al_2006_10,Holmer_et_al_2006_6
Holmer_et_al_2006_11,Holmer_et_al_2006_6
Holmer_et_al_2006_12,Holmer_et_al_2006_6
Holmer_et_al_2006_13,Holmer_et_al_2006_6
Holmer_et_al_2006_14,Holmer_et_al_2006_6
Holmer_et_al_2006_15,Holmer_et_al_2006_6
Holmer_et_al_2006_16,Holmer_et_al_2006_6
Holmer_et_al_2006_2,Holmer_et_al_2006_6
Holmer_et_al_2006_3,Holmer_et_al_2006_6
Holmer_et_al_2006_4,Holmer_et_al_2006_6
Holmer_et_al_2006_5,Holmer_et_al_2006_6
Holmer_et_al_2006_6,Holmer_et_al_2006_6
Holmer_et_al_2006_7,Holmer_et_al_2006_6
Holmer_et_al_2006_8,Holmer_et_al_2006_6
Holmer_et_al_2006_9,Holmer_et_al_2006_6
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_6
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_6
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_6
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_6
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_6
Holmer_et_al_2006_1,Holmer_et_al_2006_7
Holmer_et_al_2006_10,Holmer_et_al_2006_7
Holmer_et_al_2006_11,Holmer_et_al_2006_7
Holmer_et_al_2006_12,Holmer_et_al_2006_7
Holmer_et_al_2006_13,Holmer_et_al_2006_7
Holmer_et_al_2006_14,Holmer_et_al_2006_7
Holmer_et_al_2006_15,Holmer_et_al_2006_7
Holmer_et_al_2006_16,Holmer_et_al_2006_7
Holmer_et_al_2006_2,Holmer_et_al_2006_7
Holmer_et_al_2006_3,Holmer_et_al_2006_7
Holmer_et_al_2006_4,Holmer_et_al_2006_7
Holmer_et_al_2006_5,Holmer_et_al_2006_7
Holmer_et_al_2006_6,Holmer_et_al_2006_7
Holmer_et_al_2006_7,Holmer_et_al_2006_7
Holmer_et_al_2006_8,Holmer_et_al_2006_7
Holmer_et_al_2006_9,Holmer_et_al_2006_7
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_7
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_7
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_7
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_7
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_7
Holmer_et_al_2006_1,Holmer_et_al_2006_8
Holmer_et_al_2006_10,Holmer_et_al_2006_8
Holmer_et_al_2006_11,Holmer_et_al_2006_8
Holmer_et_al_2006_12,Holmer_et_al_2006_8
Holmer_et_al_2006_13,Holmer_et_al_2006_8
Holmer_et_al_2006_14,Holmer_et_al_2006_8
Holmer_et_al_2006_15,Holmer_et_al_2006_8
Holmer_et_al_2006_16,Holmer_et_al_2006_8
Holmer_et_al_2006_2,Holmer_et_al_2006_8
Holmer_et_al_2006_3,Holmer_et_al_2006_8
Holmer_et_al_2006_4,Holmer_et_al_2006_8
Holmer_et_al_2006_5,Holmer_et_al_2006_8
Holmer_et_al_2006_6,Holmer_et_al_2006_8
Holmer_et_al_2006_7,Holmer_et_al_2006_8
Holmer_et_al_2006_8,Holmer_et_al_2006_8
Holmer_et_al_2006_9,Holmer_et_al_2006_8
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_8
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_8
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_8
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_8
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_8
Holmer_et_al_2006_1,Holmer_et_al_2006_9
Holmer_et_al_2006_10,Holmer_et_al_2006_9
Holmer_et_al_2006_11,Holmer_et_al_2006_9
Holmer_et_al_2006_12,Holmer_et_al_2006_9
Holmer_et_al_2006_13,Holmer_et_al_2006_9
Holmer_et_al_2006_14,Holmer_et_al_2006_9
Holmer_et_al_2006_15,Holmer_et_al_2006_9
Holmer_et_al_2006_16,Holmer_et_al_2006_9
Holmer_et_al_2006_2,Holmer_et_al_2006_9
Holmer_et_al_2006_3,Holmer_et_al_2006_9
Holmer_et_al_2006_4,Holmer_et_al_2006_9
Holmer_et_al_2006_5,Holmer_et_al_2006_9
Holmer_et_al_2006_6,Holmer_et_al_2006_9
Holmer_et_al_2006_7,Holmer_et_al_2006_9
Holmer_et_al_2006_8,Holmer_et_al_2006_9
Holmer_et_al_2006_9,Holmer_et_al_2006_9
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_9
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_9
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_9
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_9
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_9
Holmer_et_al_2006_1,Holmer_et_al_2006_10
Holmer_et_al_2006_10,Holmer_et_al_2006_10
Holmer_et_al_2006_11,Holmer_et_al_2006_10
Holmer_et_al_2006_12,Holmer_et_al_2006_10
Holmer_et_al_2006_13,Holmer_et_al_2006_10
Holmer_et_al_2006_14,Holmer_et_al_2006_10
Holmer_et_al_2006_15,Holmer_et_al_2006_10
Holmer_et_al_2006_16,Holmer_et_al_2006_10
Holmer_et_al_2006_2,Holmer_et_al_2006_10
Holmer_et_al_2006_3,Holmer_et_al_2006_10
Holmer_et_al_2006_4,Holmer_et_al_2006_10
Holmer_et_al_2006_5,Holmer_et_al_2006_10
Holmer_et_al_2006_6,Holmer_et_al_2006_10
Holmer_et_al_2006_7,Holmer_et_al_2006_10
Holmer_et_al_2006_8,Holmer_et_al_2006_10
Holmer_et_al_2006_9,Holmer_et_al_2006_10
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_10
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_10
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_10
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_10
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_10
Holmer_et_al_2006_1,Holmer_et_al_2006_11
Holmer_et_al_2006_10,Holmer_et_al_2006_11
Holmer_et_al_2006_11,Holmer_et_al_2006_11
Holmer_et_al_2006_12,Holmer_et_al_2006_11
Holmer_et_al_2006_13,Holmer_et_al_2006_11
Holmer_et_al_2006_14,Holmer_et_al_2006_11
Holmer_et_al_2006_15,Holmer_et_al_2006_11
Holmer_et_al_2006_16,Holmer_et_al_2006_11
Holmer_et_al_2006_2,Holmer_et_al_2006_11
Holmer_et_al_2006_3,Holmer_et_al_2006_11
Holmer_et_al_2006_4,Holmer_et_al_2006_11
Holmer_et_al_2006_5,Holmer_et_al_2006_11
Holmer_et_al_2006_6,Holmer_et_al_2006_11
Holmer_et_al_2006_7,Holmer_et_al_2006_11
Holmer_et_al_2006_8,Holmer_et_al_2006_11
Holmer_et_al_2006_9,Holmer_et_al_2006_11
Vichkovitten_and_Holmer_2005_1,Holmer_et_al_2006_11
Vichkovitten_and_Holmer_2005_2,Holmer_et_al_2006_11
Vichkovitten_and_Holmer_2005_3,Holmer_et_al_2006_11
Vichkovitten_and_Holmer_2005_4,Holmer_et_al_2006_11
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_11
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_11
Kamp-Nielsen_et_al_2002_3,Holmer_et_al_2006_11
Kamp-Nielsen_et_al_2002_1,Holmer_et_al_2006_11
Kamp-Nielsen_et_al_2002_2,Holmer_et_al_2006_11
