study_id,bibliography_id,publication_type,key,bibtype,doi,url,year,month,publisher,volume,number,pages,author,title,journal,school
Sfriso_and_Marcomini_1999,Sfriso_and_Marcomini_1999,Article,Sfriso_1999,Article,10.1016/s0141-1136(98)00122-6,https://doi.org/10.1016/s0141-1136(98)00122-6,1999,apr,Elsevier {BV},47,3,285--309,Adriano Sfriso and Antonio Marcomini,"Macrophyte production in a shallow coastal lagoon. Part {II}: Coupling with sediment, {SPM} and tissue carbon, nitrogen and phosphorus concentrations",Marine Environmental Research,NA
Holmer_et_al_2001,Holmer_et_al_2001,Article,Holmer_2001,Article,10.1016/s0304-3770(01)00170-x,https://doi.org/10.1016/s0304-3770(01)00170-x,2001,sep,Elsevier {BV},71,1,1--17,Marianne Holmer and Frede Ã˜. Andersen and SÃ¸ren L. Nielsen and Henricus T.S. Boschker,The importance of mineralization based on sulfate reduction for nutrient regeneration in tropical seagrass sediments,Aquatic Botany,NA
Leduc_and_Probert_2011,Leduc_and_Probert_2011,Article,Leduc_2010,Article,10.1017/s0025315410001645,https://doi.org/10.1017/s0025315410001645,2010,oct,Cambridge University Press ({CUP}),91,3,579--591,Daniel Leduc and P. Keith Probert,"Small-scale effect of intertidal seagrass (Zostera muelleri) on meiofaunal abundance, biomass, and nematode community structure",Journal of the Marine Biological Association of the United Kingdom,NA
Holmer_et_al_2003,Holmer_et_al_2003,Article,Holmer_2003,Article,10.1023/b:biog.0000005326.35071.51,https://doi.org/10.1023/b:biog.0000005326.35071.51,2003,dec,Springer Nature,66,3,223--239,Marianne Holmer and Carlos M. Duarte and NÃºria Mar á,Sulfur cycling and seagrass (Posidonia oceanica) status in carbonate sediments,Biogeochemistry,NA
Lo_Iacono_et_al_2008,Lo_Iacono_et_al_2008,Article,Lo_Iacono_2008,Article,10.1029/2008gl034773,https://doi.org/10.1029/2008gl034773,2008,sep,American Geophysical Union ({AGU}),35,18,NA,Claudio Lo Iacono and Miguel Angel Mateo and EulÃ lia {GrÃ cia} and Lluis Guasch and Ramon Carbonell and Laura Serrano and Oscar Serrano and Juanjo DaÃ±obeitia,Very high-resolution seismo-acoustic imaging of seagrass meadows (Mediterranean Sea): Implications for carbon sink estimates,Geophysical Research Letters,NA
Maher_and_Eyre_2010,Maher_and_Eyre_2010,Article,Maher_2010,Article,10.1029/2010jg001433,https://doi.org/10.1029/2010jg001433,2010,dec,American Geophysical Union ({AGU}),115,NA,NA,D. T. Maher and B. D. Eyre,Benthic fluxes of dissolved organic carbon in three temperate Australian estuaries: Implications for global estimates of benthic {DOC} fluxes,Journal of Geophysical Research,NA
Apostolaki_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Duarte_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Fourqurean_and_Kendrick_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Holmer_et_al_2007,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Kennedy_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Marba_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Mateo_and_Serrano_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Mateo_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Serrano_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Fourqurean_unpublished,Fourqurean_et_al_2012,Article,Fourqurean_2012,Article,10.1038/ngeo1477,https://doi.org/10.1038/ngeo1477,2012,may,Springer Nature,5,7,505--509,James W. Fourqurean and Carlos M. Duarte and Hilary Kennedy and NÃºria Mar {à} and Marianne Holmer and Miguel Angel Mateo and Eugenia T. Apostolaki and Gary A. Kendrick and Dorte Krause-Jensen and Karen J. McGlathery and Oscar Serrano,Seagrass ecosystems as a globally significant carbon stock,Nature Geoscience,NA
Yamamuro_et_al_1993,Yamamuro_et_al_1993,Article,Yamamuro_1993,Article,10.1071/mf9930101,https://doi.org/10.1071/mf9930101,1993,NA,{CSIRO} Publishing,44,1,101,M Yamamuro and I Koike and H Iizumi,Partitioning of the nitrogen stock in the vicinity of a Fijian seagrass bed dominated by Syringodium isoetifolium (Ascherson) Dandy,Marine and Freshwater Research,NA
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005,Article,Al_rousan_2005,Article,10.1080/02757540500211277,https://doi.org/10.1080/02757540500211277,2005,aug,Informa {UK} Limited,21,4,227--239,S. A. Al-rousan and M. Y. Rasheed and M. A. Khalaf and M. I. Badran,Ecological and geochemical characteristics of bottom habitats at the northern Jordanian coast of the Gulf of Aqaba,Chemistry and Ecology,NA
Devereux_et_al_2011,Devereux_et_al_2011,Article,Devereux_2011,Article,10.1080/17451000.2010.515227,https://doi.org/10.1080/17451000.2010.515227,2011,may,Informa {UK} Limited,7,4,317--331,Richard Devereux and Diane F. Yates and Jessica Aukamp and Robert L. Quarles and Stephen J. Jordan and Roman S. Stanley and Peter M. Eldridge,"Interactions {ofThalassia} testudinumand sediment biogeochemistry in Santa Rosa Sound, {NW} Florida",Marine Biology Research,NA
Burns_and_Swart_1992,Burns_and_Swart_1992,Article,BURNS_1992,Article,10.1111/j.1365-3091.1992.tb01039.x,https://doi.org/10.1111/j.1365-3091.1992.tb01039.x,1992,apr,Wiley,39,2,285--304,STEPHEN J. BURNS and PETER K. SWART,Diagenetic processes in Holocene carbonate sediments: Florida Bay mudbanks and islands,Sedimentology,NA
Amon_and_Herndl_1991,Amon_and_Herndl_1991,Article,Amon_1991,Article,10.1111/j.1439-0485.1991.tb00250.x,https://doi.org/10.1111/j.1439-0485.1991.tb00250.x,1991,jun,Wiley,12,2,163--174,Rainer M. W. Amon and Gerhard J. Herndl,Deposit Feeding and Sediment:.,Marine Ecology,NA
Rosenfeld_1979,Rosenfeld_1979,Article,Jeffrey_K_Rosenfeld_2__1979,Article,10.1306/212f7897-2b24-11d7-8648000102c1865d,https://doi.org/10.1306/212f7897-2b24-11d7-8648000102c1865d,1979,NA,Society for Sedimentary Geology,NA,NA,NA,Jeffrey K. Rosenfeld (2),Interstitial Water and Sediment Chemistry of Two Cores from Florida Bay,{SEPM} Journal of Sedimentary Research,NA
De_Falco_et_al_2006,De_Falco_et_al_2006,Article,De_Falco_2006,Article,10.2112/00129.1,https://doi.org/10.2112/00129.1,2006,sep,Coastal Education and Research Foundation,225,NA,1043--1050,Giovanni De Falco and Maura Baroli and Ester Murru and Giuseppe Piergallini and Gianluigi Cancemi,"Sediment Analysis Evidences Two Different Depositional Phenomena Influencing Seagrass Distribution in the Gulf of Oristano (Sardinia, Western Mediterranean)",Journal of Coastal Research,NA
Grady_1981,Grady_1981,Article,Grady_1981,Article,10.2307/1352158,https://doi.org/10.2307/1352158,1981,dec,Springer Nature,4,4,335,John R. Grady,"Properties of Sea Grass and Sand Flat Sediments from the Intertidal Zone of St. Andrew Bay, Florida",Estuaries,NA
Koepfler_et_al_1993,Koepfler_et_al_1993,Article,Koepfler_1993,Article,10.2307/1352587,https://doi.org/10.2307/1352587,1993,sep,Springer Nature,16,3,391,Eric T. Koepfler and Ronald Benner and Paul A. Montagna,Variability of Dissolved Organic Carbon in Sediments of a Seagrass Bed and an Unvegetated Area within an Estuary in Southern Texas,Estuaries,NA
Buzzelli_1998,Buzzelli_1998,Article,Buzzelli_1998,Article,10.2307/1353271,https://doi.org/10.2307/1353271,1998,dec,Springer Nature,21,4,659,Christopher P. Buzzelli,Dynamic Simulation of Littoral Zone Habitats in Lower Chesapeake Bay. I. Ecosystem Characterization Related to Model Development,Estuaries,NA
Danovaro_and_Fabiano_1995,Danovaro_and_Fabiano_1995,Article,Danovaro_1995,Article,10.3354/ame009017,https://doi.org/10.3354/ame009017,1995,NA,Inter-Research Science Center,9,NA,17--26,R Danovaro and M Fabiano,Seasonal and inter-annual variation of bacteria in a seagrass bed of the Mediterranean Sea: relationship with labile organic compounds and other environmental factors,Aquatic Microbial Ecology,NA
Alongi_et_al_2008,Alongi_et_al_2008,Article,Alongi_2008_seagrass,Article,10.3354/ame01191,https://doi.org/10.3354/ame01191,2008,may,Inter-Research Science Center,51,NA,141--152,DM Alongi and LA Trott and MC Undu and F Tirendi,"Benthic microbial metabolism in seagrass meadows along a carbonate gradient in Sulawesi, Indonesia",Aquatic Microbial Ecology,NA
Kristensen_et_al_2000,Kristensen_et_al_2000,Article,Kristensen_2000,Article,10.3354/ame022199,https://doi.org/10.3354/ame022199,2000,NA,Inter-Research Science Center,22,NA,199--213,E Kristensen and FÃ˜ Andersen and N Holmboe and M Holmer and N Thongtham,"Carbon and nitrogen mineralization in sediments of the Bangrong mangrove area, Phuket, Thailand",Aquatic Microbial Ecology,NA
Spivak_et_al_2009,Spivak_et_al_2009,Article,Spivak_2009,Article,10.3354/meps07813,https://doi.org/10.3354/meps07813,2009,feb,Inter-Research Science Center,376,NA,55--67,AC Spivak and EA Canuel and JE Duffy and JG Douglass and JP Richardson,Epifaunal community composition and nutrient addition alter sediment organic matter composition in a natural eelgrass Zostera marina bed: a field experiment,Marine Ecology Progress Series,NA
Borg_et_al_2010,Borg_et_al_2010,Article,Borg_2010,Article,10.3354/meps08534,https://doi.org/10.3354/meps08534,2010,may,Inter-Research Science Center,406,NA,91--104,JA Borg and AA Rowden and MJ Attrill and PJ Schembri and MB Jones,Spatial variation in the composition of motile macroinvertebrate assemblages associated with two bed types of the seagrass Posidonia oceanica,Marine Ecology Progress Series,NA
Krause-Jensen_et_al_2011,Krause-Jensen_et_al_2011,Article,Krause_Jensen_2011,Article,10.3354/meps09026,https://doi.org/10.3354/meps09026,2011,mar,Inter-Research Science Center,425,NA,91--102,D Krause-Jensen and J Carstensen and SL Nielsen and T Dalsgaard and PB Christensen and H Fossing and MB Rasmussen,Sea bottom characteristics affect depth limits of eelgrass Zostera marina,Marine Ecology Progress Series,NA
McGlathery_et_al_2012,McGlathery_et_al_2012,Article,McGlathery_2012,Article,10.3354/meps09574,https://doi.org/10.3354/meps09574,2012,feb,Inter-Research Science Center,448,NA,209--221,KJ McGlathery and LK Reynolds and LW Cole and RJ Orth and SR Marion and A Schwarzschild,Recovery trajectories during state change from bare sediment to eelgrass dominance,Marine Ecology Progress Series,NA
Isaksen_and_Finster_1996,Isaksen_and_Finster_1996,Article,Isaksen_1996,Article,10.3354/meps137187,https://doi.org/10.3354/meps137187,1996,NA,Inter-Research Science Center,137,NA,187--194,MF Isaksen and K Finster,"Sulphate reduction in the root zone of the seagrass Zostera noltii on the intertidal flats of a coastal lagoon (Arcachon, France)",Marine Ecology Progress Series,NA
Agawin_et_al_1996,Agawin_et_al_1996,Article,Agawin_1996,Article,10.3354/meps138233,https://doi.org/10.3354/meps138233,1996,NA,Inter-Research Science Center,138,NA,233--243,NSR Agawin and CM Duarte and MD Fortes,"Nutrient limitation of Philippine seagrasses (Cape Bolinao, {NW} Philippines):in situ experimental evidence",Marine Ecology Progress Series,NA
Mateo_and_Romero_1997,Mateo_and_Romero_1997,Article,Mateo_1997:1,Article,10.3354/meps151043,https://doi.org/10.3354/meps151043,1997,NA,Inter-Research Science Center,151,NA,43--53,MA Mateo and J Romero,Detritus dynamics in the seagrass Posidonia oceanica:elements for an ecosystem carbon and nutrient budget,Marine Ecology Progress Series,NA
Pedersen_et_al_1997,Pedersen_et_al_1997,Article,Pedersen_1997,Article,10.3354/meps159029,https://doi.org/10.3354/meps159029,1997,NA,Inter-Research Science Center,159,NA,29--36,MF Pedersen and CM Duarte and J CebriÃ¡n,Rate of changes in organic matter and nutrient stocks during seagrass Cymodocea nodosa colonization and stand development,Marine Ecology Progress Series,NA
Townsend_and_Fonseca_1998,Townsend_and_Fonseca_1998,Article,Townsend_1998,Article,10.3354/meps169123,https://doi.org/10.3354/meps169123,1998,NA,Inter-Research Science Center,169,NA,123--132,EC Townsend and MS Fonseca,Bioturbation as a potential mechanism influencing spatial heterogeneity of North Carolina seagrass beds,Marine Ecology Progress Series,NA
Miyajima_et_al_1998,Miyajima_et_al_1998,Article,Miyajima_1998,Article,10.3354/meps175251,https://doi.org/10.3354/meps175251,1998,NA,Inter-Research Science Center,175,NA,251--259,T Miyajima and I Koike and H Yamano and H Iizumi,"Accumulation and transport of seagrass-derived organic matter in reef flat sediment of Green Island, Great Barrier Reef",Marine Ecology Progress Series,NA
Boschker_et_al_2000,Boschker_et_al_2000,Article,Boschker_2000,Article,10.3354/meps203181,https://doi.org/10.3354/meps203181,2000,NA,Inter-Research Science Center,203,NA,181--189,HTS Boschker and A Wielemaker and BEM Schaub and M Holmer,Limited coupling of macrophyte production and bacterial carbon cycling in the sediments of Zostera spp. meadows,Marine Ecology Progress Series,NA
Koch_and_Madden_2001,Koch_and_Madden_2001,Article,Koch_2001,Article,10.3354/meps219109,https://doi.org/10.3354/meps219109,2001,NA,Inter-Research Science Center,219,NA,109--119,MS Koch and CJ Madden,Patterns of primary production and nutrient availability in a Bahamas lagoon with fringing mangroves,Marine Ecology Progress Series,NA
Eyre_and_Ferguson_2002,Eyre_and_Ferguson_2002,Article,Eyre_2002,Article,10.3354/meps229043,https://doi.org/10.3354/meps229043,2002,NA,Inter-Research Science Center,229,NA,43--59,BD Eyre and AJP Ferguson,"Comparison of carbon production and decomposition, benthic nutrient fluxes and denitrification in seagrass, phytoplankton, benthic microalgae- and macroalgae-dominated warm-temperate Australian lagoons",Marine Ecology Progress Series,NA
Larned_2003,Larned_2003,Article,Larned_2003,Article,10.3354/meps254069,https://doi.org/10.3354/meps254069,2003,NA,Inter-Research Science Center,254,NA,69--80,ST Larned,"Effects of the invasive, nonindigenous seagrass Zostera japonica on nutrient fluxes between the water column and benthos in a {NE} Pacific estuary",Marine Ecology Progress Series,NA
Abed-Navandi_and_Dworschak_2005,Abed-Navandi_and_Dworschak_2005,Article,Abed_Navandi_2005,Article,10.3354/meps291159,https://doi.org/10.3354/meps291159,2005,NA,Inter-Research Science Center,291,NA,159--168,D Abed-Navandi and PC Dworschak,Food sources of tropical thalassinidean shrimps: a stable-isotope study,Marine Ecology Progress Series,NA
Holmer_et_al_2006,Holmer_et_al_2006,Article,Holmer_2006,Article,10.3354/meps320141,https://doi.org/10.3354/meps320141,2006,aug,Inter-Research Science Center,320,NA,141--151,M Holmer and C Carta and FÃ˜ Andersen,Biogeochemical implications for phosphorus cycling in sandy and muddy rhizosphere sediments of Zostera marina meadows (Denmark),Marine Ecology Progress Series,NA
Gacia_et_al_2002,Gacia_et_al_2002,Article,Gacia_2002,Article,10.4319/lo.2002.47.1.0023,https://doi.org/10.4319/lo.2002.47.1.0023,2002,jan,Wiley,47,1,23--32,EsperanÃ§a Gacia and Carlos M. Duarte and Jack J. Middelburg,Carbon and nutrient deposition in a Mediterranean seagrass (Posidonia oceanica) meadow,Limnology and Oceanography,NA
Barron_et_al_2004,Barron_et_al_2004,Article,Barr_n_2004,Article,10.4319/lo.2004.49.5.1642,https://doi.org/10.4319/lo.2004.49.5.1642,2004,sep,Wiley,49,5,1642--1651,Cristina BarrÃ³n and NÃ¹ria Mar é and Jorge Terrados and Hilary Kennedy and Carlos M. Duarte,"Community metabolism and carbon budget along a gradient of seagrass
		(Cymodocea nodosa
		) colonization",Limnology and Oceanography,NA
Carruthers_et_al_2005,Carruthers_et_al_2005,Article,Carruthers_et_al_2005,Article,NA,https://repository.si.edu/bitstream/handle/10088/3827/Carruthers_Barmes_Jacome_and_Fourqurean_2005.pdf?sequence=1&isAllowed=y,2005,NA,NA,41,NA,NA,"Carruthers, T. J. B., Barnes, P. A. G., Jacome, G. E., and Fourqurean, J. W.",Lagoon scale processes in a coastally influenced Caribbean system: implications for the seagrass Thalassia testudinum,Caribbean Journal of Science,NA
Erftemeijer_and_Middelburg_1993,Erftemeijer_and_Middelburg_1993,Article,Erftemeijer_and_Middelburg_1993,Article,NA,https://www.jstor.org/stable/24841993,1993,NA,NA,102,NA,NA,"Erftemeijer, P. L. A., and Middelburg, J. J",Sediment-nutrient interactions in tropical seagrass beds: a comparison between a terrigenous and a carbonate sedimentary environments in South Sulawesi,Marine Ecology Progress Series,NA
Hemminga_et_al_1994,Hemminga_et_al_1994,Article,Hemminga_et_al_1994,Article,NA,https://pure.knaw.nl/ws/files/474186/Hemminga_ea_0650.pdf,1994,NA,NA,106,NA,NA,"Hemminga, M. A., Slim, F. J., Kazungu, J., Ganssen, G. M., Nieuwewnhuize, J., and Kruyt, N. M.",Carbon outwelling from a mangrove forest with adjacent seagrass beds and coral reefs,Marine Ecology Progress Series,NA
Mellors_et_al_2002,Mellors_et_al_2002,Article,Mellors_et_al_2002,Article,NA,https://www.ingentaconnect.com/content/umrsmas/bullmar/2002/00000071/00000003/art00008,2002,NA,NA,71,NA,NA,"Mellors, J., Marsh, H., Carruthers, T. J. B., and Waycott, M.",Testing the sediment-trapping paradigm of seagrass: Do seagrasses influence nutrient status and sediment structure in tropical intertidal environments?,Bulletin of Marine Science,NA
Orem_et_al_1999,Orem_et_al_1999,Article,Orem_et_al_1999,Article,NA,https://www.jstor.org/stable/4299024,1999,NA,NA,15,NA,NA,"Orem, W. H., Holmes, C. W., Kendall, C., Lerch, H. E., Bates, A. L., Silva, S. R., Boylan, A., Corum, M., Marot, M., and Hedgeman, C.",Geochemistry of Florida Bay sediments: nutrient history at five sites in eastern and central Florida Bay,Journal of Coastal Research,NA
Pulich_1985,Pulich_1985,Article,Pulich_1985,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Pulich%2C+W.+M.%2C+Jr.+%281987%29.+Subtropical+seagrasses+and+trace+metals+cycling.+In+%27Proceedings+of+a+symposium+on+subtropical-tropical+seagrasses+of+the+southeastern+United+States.++Florida+Marine+Research+Publication+No.+42%27.+%28Eds+M.+J.+Durako%2C+R.+C.+Phillips+and+R.+R.+Lewis%2C+III.%29+pp.+39-52.+%28Florida+Department+of+Natural+Resources%2C+Bureau+of+Marine+Research%3A+St.+Petersburgh.%29&btnG=,1987,NA,NA,42,NA,NA,"Pulich, W. M., Jr.",Subtropical seagrasses and trace metals cycling,Florida Marine Research Publication,NA
Stoner_et_al_1998,Stoner_et_al_1998,Article,Stoner_et_al_1998,Article,NA,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C9&q=Stoner%2C+A.+W.%2C+Ray-Culp%2C+M.%2C+and+O%27Connell%2C+S.+M.+%281998%29.+Settlement+and+recruitment+of+queen+conch%2C+Strombus+gigas%2C+in+seagrass+meadows%3A+Associations+with+habitat+and+micropredators.+Fishery+Bulletin+96%2C+885-899.&btnG=,1998,NA,NA,96,NA,NA,"Stoner, A. W., Ray-Culp, M., and O'Connell, S. M.","Settlement and recruitment of queen conch, Strombus gigas, in seagrass meadows: Associations with habitat and micropredators",Fishery Bulletin,NA
Van_Engeland_2010,Van_Engeland_2010,Phdthesis,Van_Engeland_2010,Phdthesis,NA,https://dspace.library.uu.nl/handle/1874/41801,2010,NA,NA,NA,NA,NA,"Van Engeland, T",Dissolved organic nitrogen dynamics in coastal ecosystems,NA,Utrecht University
Thimdee_et_al_2003,Thimdee_et_al_2003,Article,Thimdee_et_al_2003,Article,NA,NA,2003,NA,NA,23,NA,NA,"Thimdee, W., Deein, G., Sangrungruang, C., Nishioka, J., and Matsunaga, K.",Sources and fate of organic matter in Khung Krabaen Bay (Thailand) as traced by $\delta$ 13 C and C/N atomic ratiosand C/N atomic ratios,Wetlands,NA
