"study_id","site_id","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_COAST_REG","STATE_NAME"
"Nahlik_and_Fennessy_2016","NWCA11-2181","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Hampton River-Frontal Atlantic Ocean","New England","North East Coast Region","New Hampshire"
"Nahlik_and_Fennessy_2016","NWCA11-2179","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Hampton River-Frontal Atlantic Ocean","New England","North East Coast Region","New Hampshire"
"Nahlik_and_Fennessy_2016","NWCA11-3073","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","RIVERINE","Ecofina River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-2032","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2045","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2049","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2393","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Woonasquatucket River-Moshassuck River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-2381","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Wood River","New England","North East Coast Region","Rhode Island"
"Nahlik_and_Fennessy_2016","NWCA11-1193","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Outlet Naugatuck River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1189","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Tenmile River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1188","estuarine","field observation","forested to shrub","field observation","Northcentral and Northeast","E2SS","DPRSS","Hammonasset River-Frontal Long Island Sound","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1187","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Eightmile River-Connecticut River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1186","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Shepaug River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1184","estuarine","field observation","emergent","field observation","Northcentral and Northeast","E2EM","TIDAL","Hammonasset River-Frontal Long Island Sound","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1183","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Outlet Naugatuck River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-1179","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Outlet Naugatuck River","New England","North East Coast Region","Connecticut"
"Nahlik_and_Fennessy_2016","NWCA11-R080","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","San Antonio Bay-Espiritu Santo Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-R079","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FRINGE","Lower Atchafalaya River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-R072","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Cedar Creek-Tensaw River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1709","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Freshwater Bayou-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1708","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Colyell Creek-Amite River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1707","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou La Loutre-Frontal Chandeleur Sound","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1658","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-R001","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Cocohatchee River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-R003","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bogue Banks-Shackleford Banks","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R007","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Combahee River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R012","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cape Fear River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R023","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Wekiva River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-2555","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","San Antonio Bay-Espiritu Santo Bay","Texas Gulf","Gulf Coast Region","Texas"
"Nahlik_and_Fennessy_2016","NWCA11-2178","palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Salmon Falls River","New England","North East Coast Region","New Hampshire"
"Nahlik_and_Fennessy_2016","NWCA11-1704","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Lower Bayou Boeuf","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1700","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Upper Atchafalaya River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1696","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Mermentau River-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1695","palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","RIVERINE","Upper Atchafalaya River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1663","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou Des Glaises-Bayou Rouge","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1245","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","Middle Myakka River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1278","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Turtle Creek-Vassey Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1280","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Thomas Creek","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1291","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Apalachicola Bay","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1292","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Tolomato River-Moses Creek Frontal","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1300","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marks River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1305","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Indian River Lagoon","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1316","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Okaloacoochee Slough","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1308","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO",NA,"Ochlockonee Bay-Apalachee Bay","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1321","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Lake Washington-St. Johns River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1322","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Tates Hell Swamp-Cash Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1324","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Big Cypress Swamp","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1325","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Crystal River-Homosassa River Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1329","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Upper Florida Keys","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1336","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Rocky Creek-Bumblebee Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1342","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Sopchoppy River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1608","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1610","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou Perot-Little Lake","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1612","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Mermentau River-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1613","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou La Loutre-Frontal Chandeleur Sound","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1626","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Grand Caillou-Frontal Caillou Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1629","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1631","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Middle Mississippi River","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1637","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Terre Aux Boeufs-Frontal Breton Sound","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1345","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Upper Myakka River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1346","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Rocky Creek-Bumblebee Creek Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1348","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","South Biscayne Bay","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1357","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","SLOPE","Bowlegs Creek","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1359","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Estero Bay Frontal","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1363","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Rooker Bay","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1365","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Tomoka River","South Atlantic Gulf","South East Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1366","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Perdido Bay","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1368","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","South Newport River","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1370","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Brunswick River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1372","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1373","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1374","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Doboy Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1376","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1377","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","RIVERINE","Lower Satilla River-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1379","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Doboy Sound-Atlantic Ocean","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-1007","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Bayou La Batre-Grand Bay Swamp","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1009","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","RIVERINE","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1015","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Rains Creek-Tensaw River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1023","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","RIVERINE","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-1035","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","RIVERINE","Bayo Sara-Mobile River","South Atlantic Gulf","Gulf Coast Region","Alabama"
"Nahlik_and_Fennessy_2016","NWCA11-2416","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Bull Swamp-Great Pee Dee River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2417","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Upper Black River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1953","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Ship Island Pass-Mississippi Sound","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1946","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-1946","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","West Pascagoula River-Pascagoula River","South Atlantic Gulf","Gulf Coast Region","Mississippi"
"Nahlik_and_Fennessy_2016","NWCA11-R303","palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FLATS","Blue Hill-Mount Desert Frontal Drainages","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R304","palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Blue Hill-Mount Desert Frontal Drainages","New England","North East Coast Region","Maine"
"Nahlik_and_Fennessy_2016","NWCA11-R126","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Lower Yellow River","South Atlantic Gulf","Gulf Coast Region","Florida"
"Nahlik_and_Fennessy_2016","NWCA11-1651","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Bayou Queue De Tortue","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1653","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Gentilly-Bayou Terre aux Boeufs","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1654","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1659","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FRINGE","Middle Bayou Teche","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1662","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","Constance Bayou-Frontal Gulf of Mexico","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1666","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Old North Bayou-Starks South Canal","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-1642","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Grand Caillou-Frontal Caillou Bay","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-2069","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Ocracoke Inlet","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2459","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","North Santee River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2455","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Harbor River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2451","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","North Edisto River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2446","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Edisto River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2444","estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","DPRSS","Little River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2442","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Ashepoo River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2424","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cape Romain","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-R078","palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FRINGE","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Gulf Coast Region","Louisiana"
"Nahlik_and_Fennessy_2016","NWCA11-2403","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","North Edisto River","South Atlantic Gulf","South East Coast Region","South Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-1394","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Ebenezer Creek","South Atlantic Gulf","South East Coast Region","Georgia"
"Nahlik_and_Fennessy_2016","NWCA11-2068","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Neuse River","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-2065","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lake Mattamuskeet-Rose Bay","South Atlantic Gulf","South East Coast Region","North Carolina"
"Nahlik_and_Fennessy_2016","NWCA11-3988","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Great Egg Harbor Bay-Barrier Islands","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-3989","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Raritan Bay-Lower Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-3990","palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Barnegat Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-3986","palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Toms River","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2222","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2220","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Tuckahoe River","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2215","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Raritan Bay-Lower Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2207","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Raritan Bay-Lower Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2205","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Great Egg Harbor Bay-Barrier Islands","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2204","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Great Egg Harbor River","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2203","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2199","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Raritan Bay-Lower Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2198","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Barnegat Bay","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2197","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Great Egg Harbor Bay-Barrier Islands","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2196","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Tuckahoe River","Mid Atlantic","North East Coast Region","New Jersey"
"Nahlik_and_Fennessy_2016","NWCA11-2195","estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Raritan Bay-Lower Bay","Mid Atlantic","North East Coast Region","New Jersey"
