study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,38,40,0.222,0.21,1.292,0.125,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,40,42,0.178,0.256,0.906,0.148,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,42,44,0.224,0.209,0.590,0.112,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,44,46,0.188,0.245,0.646,0.121,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,46,48,0.209,0.223,0.423,0.122,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_17,single set of methods,48,50,0.234,0.23,0.275,0.107,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,0,2,0.123,0.269,4.450,0.278,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,2,4,0.132,0.367,6.381,0.334,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,4,6,0.119,0.368,6.792,0.314,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,6,8,0.095,0.276,5.074,0.255,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,8,10,0.113,0.331,4.153,0.249,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,10,12,0.148,0.346,7.136,0.378,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,12,14,0.116,0.406,7.682,0.344,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,14,16,0.103,0.439,6.056,0.367,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,16,18,0.123,0.335,6.601,0.353,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,18,20,0.183,0.269,9.300,0.401,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,20,22,0.065,0.49,11.678,0.536,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,22,24,0.07,0.557,9.670,0.700,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,24,26,0.065,0.613,10.597,0.554,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,26,28,0.065,0.659,14.150,0.730,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,28,30,0.034,0.715,13.231,0.612,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,30,32,0.087,0.47,3.349,0.252,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,32,34,0.077,0.393,3.673,0.460,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,34,36,0.073,0.547,4.490,0.563,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,36,38,0.073,0.715,4.627,0.498,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,38,40,0.066,0.636,0.589,0.565,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,40,42,0.058,0.641,3.751,0.415,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_18,single set of methods,42,44,0.036,0.5,2.056,0.456,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,0,2,0.05,0.236,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,2,4,0.132,0.219,0.152,0.088,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,4,6,0.124,0.177,0.281,0.081,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,6,8,0.117,0.15,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,8,10,0.182,0.167,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,10,12,0.115,0.183,0.265,0.068,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,12,14,0.013,0.179,0.142,0.085,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,14,16,0.123,0.303,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,16,18,0.099,0.239,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,18,20,0.072,0.224,0.283,0.093,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,20,22,0.038,0.455,0.533,0.140,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,22,24,0.075,0.47,0.762,0.147,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,24,26,0.074,0.478,0.813,0.161,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,26,28,0.038,0.584,1.946,0.215,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,28,30,0.03,0.568,2.032,0.253,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,30,32,0.05,0.288,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,32,34,0.166,0.116,2.075,0.126,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,34,36,0.197,0.064,1.324,0.111,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,36,38,0.053,0.504,4.155,0.220,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,38,40,0.036,0.519,4.199,0.322,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,40,42,0.056,0.428,1.984,0.281,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,42,44,0.035,0.384,2.633,0.235,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,44,46,0.073,0.107,1.205,0.169,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,46,48,0.058,0.364,0.514,0.156,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,48,50,0.08,0.345,0.731,0.116,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,50,52,0.056,0.396,0.325,0.096,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_19,single set of methods,52,54,0.066,0.276,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,0,2,0.059,0.637,0.570,0.098,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,2,4,0.044,0.8,0.504,0.098,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,4,6,0.044,0.67,0.541,0.109,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,6,8,0.066,0.486,0.464,0.089,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,8,10,0.056,0.484,0.910,0.089,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,10,12,0.109,0.41,0.689,0.101,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,12,14,0.077,0.362,0.731,0.097,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,14,16,0.039,0.536,0.513,0.113,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,16,18,0.058,0.571,0.838,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,18,20,0.045,0.653,0.949,0.147,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,20,22,0.052,0.626,0.837,0.120,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,22,24,0.048,0.764,1.277,0.172,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,24,26,0.036,0.698,1.514,0.191,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,26,28,0.046,0.715,1.885,0.214,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,28,30,0.042,0.723,3.122,0.210,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,30,32,0.077,0.364,4.918,0.196,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,32,34,0.067,0.442,5.380,0.190,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,34,36,0.032,0.629,12.495,0.346,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,36,38,0.028,0.738,8.928,0.320,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,38,40,0.062,0.581,3.997,0.243,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,40,42,0.031,0.712,4.840,0.255,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,42,44,0.041,0.705,3.007,0.233,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,44,46,0.05,0.658,1.883,0.199,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,46,48,0.05,0.521,1.196,0.136,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,48,50,0.048,0.549,0.933,0.120,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_20,single set of methods,50,52,0.062,0.347,0.009,0.002,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,0,2,0.106,0.294,0.203,0.054,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,2,4,0.155,0.159,0.101,0.043,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,4,6,0.278,0.068,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,6,8,0.15,0.192,0.271,0.056,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,8,10,0.177,0.148,0.187,0.042,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,10,12,0.095,0.317,0.329,0.070,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,12,14,0.111,0.227,0.256,0.058,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,14,16,0.139,0.124,0.333,0.065,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,16,18,0.134,0.156,0.319,0.057,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,18,20,0.089,0.38,0.572,0.078,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,20,22,0.067,0.51,0.386,0.079,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,22,24,0.062,0.567,0.368,0.093,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,24,26,0.047,0.525,1.130,0.137,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,26,28,0.072,0.491,1.275,0.115,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,28,30,0.097,0.392,1.656,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,30,32,0.265,0.105,1.326,0.067,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,32,34,0.303,0.066,1.202,0.077,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,34,36,0.115,0.292,3.314,0.118,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,36,38,0.21,0.156,1.504,0.072,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,38,40,0.256,0.109,0.805,0.061,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,40,42,0.182,0.139,0.676,0.060,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_21,single set of methods,42,44,0.239,0.112,0.752,0.059,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,0,2,0.071,0.257,4.204,0.223,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,2,4,0.082,0.325,9.878,0.383,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,4,6,0.099,0.245,5.593,0.285,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,6,8,0.148,0.152,4.304,0.244,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,8,10,0.156,0.106,3.888,0.228,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,10,12,0.088,0.272,7.492,0.389,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,12,14,0.09,0.394,7.260,0.406,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,14,16,0.065,0.43,9.174,0.450,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,16,18,0.057,0.485,8.776,0.455,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,18,20,0.073,0.518,10.470,0.573,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,20,22,0.035,0.602,9.696,0.475,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,22,24,0.049,0.51,9.797,0.491,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,24,26,0.047,0.478,6.308,0.374,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,26,28,0.169,0.125,1.608,0.129,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,28,30,0.23,0.075,1.174,0.104,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,30,32,0.051,0.469,3.556,0.247,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,32,34,0.044,0.536,5.596,0.381,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,34,36,0.047,0.464,3.092,0.253,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,36,38,0.086,0.296,2.676,0.203,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,38,40,0.093,0.249,1.715,0.131,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,40,42,0.119,0.249,1.114,0.107,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,42,44,0.191,0.195,1.297,0.110,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,44,46,0.122,0.226,1.695,0.143,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,46,48,0.089,0.251,2.640,0.197,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,48,50,0.074,0.255,1.888,0.153,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,50,52,0.132,0.191,2.637,0.191,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,52,54,0.106,0.225,1.461,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,56,58,0.088,0.238,2.119,0.147,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_22,single set of methods,58,60,0.123,0.146,1.751,0.146,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,0,2,0.169,0.232,0.105,0.041,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,2,4,0.149,0.071,0.049,0.031,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,4,6,0.11,0.171,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,6,8,0.154,0.185,0.044,0.032,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,8,10,0.132,0.203,0.211,0.040,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,10,12,0.32,0.085,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,12,14,0.145,0.101,0.072,0.028,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,14,16,0.174,0.082,0.055,0.027,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,16,18,0.209,0.093,0.060,0.027,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,18,20,0.117,0.263,0.175,0.055,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,20,22,0.059,0.35,0.339,0.069,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,22,24,0.068,0.486,0.076,0.052,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,24,26,0.053,0.48,0.441,0.085,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,26,28,0.068,0.417,0.447,0.073,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,28,30,0.05,0.522,0.439,0.067,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,30,32,0.04,0.553,0.457,0.110,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,32,34,0.049,0.5,0.282,0.076,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,34,36,0.047,0.42,0.876,0.070,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,36,38,0.06,0.519,1.094,0.079,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,38,40,0.055,0.463,1.401,0.084,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,40,42,0.102,0.199,1.677,0.081,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,42,44,0.137,0.182,1.042,0.058,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,44,46,0.17,0.145,2.703,0.127,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,46,48,0.046,0.437,3.587,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,48,50,0.043,0.457,1.217,0.090,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,50,52,0.032,0.536,0.614,0.057,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_23,single set of methods,52,54,0.061,0.309,0.496,0.055,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,0,2,0.275,0.101,0.203,0.052,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,2,4,0.188,0.108,0.044,0.024,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,4,6,0.096,0.139,0.161,0.058,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,6,8,0.17,0.141,0.146,0.056,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,8,10,0.204,0.101,0.177,0.054,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,10,12,0.135,0.125,0.239,0.065,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,12,14,0.148,0.137,0.242,0.066,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,14,16,0.143,0.156,0.291,0.068,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,16,18,0.149,0.152,0.060,0.064,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,18,20,0.222,0.123,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,20,22,0.214,0.108,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,22,24,0.167,0.192,0.144,0.066,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,24,26,0.161,0.147,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,26,28,0.137,0.157,0.153,0.031,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,28,30,0.226,0.092,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,30,32,0.115,0.142,0.346,0.084,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,32,34,0.161,0.16,0.188,0.070,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,34,36,0.175,0.161,0.061,0.075,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,36,38,0.164,0.163,0.298,0.055,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,38,40,0.143,0.163,0.184,0.047,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,40,42,0.201,0.161,0.697,0.062,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,42,44,0.174,0.14,0.692,0.063,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,44,46,0.221,0.107,0.553,0.061,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,46,48,0.155,0.123,0.840,0.063,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,48,50,0.169,0.158,0.617,0.058,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,50,52,0.143,0.183,0.312,0.048,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,52,54,0.082,0.154,0.083,0.033,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,56,58,0.237,0.174,0.279,0.028,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_24,single set of methods,58,60,0.1,0.19,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,0,2,0.102,0.234,0.058,0.022,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,2,4,0.236,0.159,0.093,0.032,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,4,6,0.252,0.108,0.136,0.027,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,6,8,0.325,0.111,0.128,0.020,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,8,10,0.105,0.285,0.062,0.029,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,10,12,0.105,0.308,0.185,0.033,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,12,14,0.06,0.333,0.234,0.070,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,14,16,0.116,0.313,0.229,0.049,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,16,18,0.097,0.297,0.203,0.052,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,18,20,0.105,0.355,0.362,0.053,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,20,22,0.085,0.334,0.342,0.046,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,22,24,0.087,0.343,0.402,0.067,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,24,26,0.052,0.313,0.500,0.072,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,26,28,0.144,0.407,0.749,0.074,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,28,30,0.072,0.335,0.967,0.082,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,30,32,0.254,0.252,1.124,0.087,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_25,single set of methods,32,34,0.227,0.105,1.166,0.069,disintegrationsPerMinutePerGram
