study_id,bibliography_id,publication_type,title,author,bibtype,doi,url,year
Snedden_2021,Snedden_2021_data,primary dataset,Soil properties and soil radioisotope activity across Breton Sound basin wetlands (2008-2013),Gregg A. Snedden,Misc,https://doi.org/10.5066/P9XWAXOT,https://www.sciencebase.gov/catalog/item/60078ab4d34e162231fb1ce7,2021
