study_id,coring_method,roots_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_flag,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,pb210_counting_method
Fu_et_al_2023,push core,roots and rhizomes removed,compaction qualified,60,to constant mass,TRUE,direct acid treatment,EA,organic carbon,alpha
