study_id,site_id,core_id,core_date,core_notes,core_latitude,core_longitude,core_position_method,core_position_notes,core_elevation,core_elevation_datum,core_elevation_method,salinity_class,vegetation_class,core_length_flag
Shaw_et_al_2020,GCREW,CB109,7/2/2014,Highly organic salt marsh peats,38.874708,-76.547196,handheld,accuracy < 1 meter,0.25,NAVD88,RTK-GPS,brackish,emergent,core depth represents deposit depth
