study_id,coring_method,compaction_flag,compaction_notes,dry_bulk_density_temperature,loss_on_ignition_temperature,loss_on_ignition_time,cs137_counting_method,pb210_counting_method,c14_counting_method,age_depth_model_reference,age_depth_model_notes
Shaw_et_al_2020,Eijkelkamp peat core sampler,compaction_quantified,Geotechnical  model shows a maximum 0.023m lowering at 275cm: 10.1016/j.sedgeo.2010.10.005; 10.1016/j.epsl.2012.06.045; 10.1016/j.yqres.2014.08.003,50,450,5,gamma,alpha,AMS,CE,Methodology citations: 10.1111/j.1467-9876.2008.00623.x; 10.1016/j.quascirev.2008.07.009
