Site,Latitude,Longitude,Rep,depth,loi,Cinorg,Corg,dbd
Arraial do Cabo,-22.973434,-42.020278,2,0,1.7810841,0.305465911,0.476469482,0.810366667
Arraial do Cabo,-22.973434,-42.020278,2,-3,1.1698356,0.131163102,0.389857429,1.080055556
Arraial do Cabo,-22.973434,-42.020278,2,-9,0.7899578,0.119493223,0.373176836,1.282555556
Arraial do Cabo,-22.973434,-42.020278,2,-15,0.7531944,0.120749012,0.24818857,1.283622222
Arraial do Cabo,-22.973434,-42.020278,2,-21,0.7778738,0.241186399,0.155018102,1.295733333
Arraial do Cabo,-22.973434,-42.020278,2,-27,0.6997085,0.312995378,0.205686863,1.317844444
Arraial do Cabo,-22.973434,-42.020278,2,-33,0.7517603,0.292156005,0.186524338,1.359822222
Arraial do Cabo,-22.973434,-42.020278,2,-39,0.8144897,0.331767329,0.230885855,1.075977778
Ilha do Japones - site 1,-22.881841,-42.002751,1,0,0.8654197,0.491215921,0.536451005,0.866511111
Ilha do Japones - site 1,-22.881841,-42.002751,1,-3,0.544394,0.119890368,0.701787674,1.406722222
Ilha do Japones - site 1,-22.881841,-42.002751,1,-12,0.5695773,0.20404729,0.365026924,1.442355556
Ilha do Japones - site 1,-22.881841,-42.002751,1,-21,0.427549,0.599552271,0.117675605,1.3824
Ilha do Japones - site 1,-22.881841,-42.002751,1,-30,0.3986417,0.308994409,0.150310848,1.260911111
Ilha do Japones - site 1,-22.881841,-42.002751,1,-39,0.3831105,0.266561496,0.317288948,1.347777778
Ilha do Japones - site 1,-22.881841,-42.002751,1,-48,0.4432812,0.226296647,0.199167983,1.434466667
Ilha do Japones - site 1,-22.881841,-42.002751,1,-57,0.6425247,0.262370524,0.114021126,1.339811111
Ilha do Japones - site 1,-22.881841,-42.002751,1,-66,0.5671835,0.100665748,0.147944838,1.233811111
Ilha do Japones - site 1,-22.881841,-42.002751,1,-78,0.5183178,0,0.201406181,1.293077778
Ilha do Japones - site 1,-22.881841,-42.002751,2,0,0.9526559,0.534854853,0.048333144,1.158744444
Ilha do Japones - site 1,-22.881841,-42.002751,2,-3,0.6557214,0.121803099,0.287283367,1.366188889
Ilha do Japones - site 1,-22.881841,-42.002751,2,-12,0.674423,0.063428099,0.272656982,1.330944444
Ilha do Japones - site 1,-22.881841,-42.002751,2,-21,0.5297375,0.033896259,0.181683817,1.273955556
Ilha do Japones - site 1,-22.881841,-42.002751,2,-30,0.4980216,0,0.120108329,1.351566667
Ilha do Japones - site 1,-22.881841,-42.002751,2,-39,0.4651549,0,0.055816554,1.345633333
Ilha do Japones - site 1,-22.881841,-42.002751,2,-57,0.6726905,0,0.262419194,1.346855556
Ilha do Japones - site 1,-22.881841,-42.002751,2,-66,0.5750595,0,0.197736546,1.349966667
Ilha do Japones - site 1,-22.881841,-42.002751,2,-78,0.7153028,0.793691487,0.050018637,1.377022222
Ilha do Japones - site 1,-22.881841,-42.002751,2,-90,0.5933351,0,0.246813998,1.363766667
Ilha do Japones - site 2,-22.878932,-42.003653,1,0,0.7817127,0,0.191845134,1.110366667
Ilha do Japones - site 2,-22.878932,-42.003653,1,-3,1.8216102,0,0.763456047,0.954922222
Ilha do Japones - site 2,-22.878932,-42.003653,1,-12,1.1106655,0,0.69053483,1.202455556
Ilha do Japones - site 2,-22.878932,-42.003653,1,-21,1.2167486,0,0.384783447,1.354766667
Ilha do Japones - site 2,-22.878932,-42.003653,1,-30,0.9517055,0,0.564892411,1.374155556
Ilha do Japones - site 2,-22.878932,-42.003653,1,-42,0.7310789,0,0.335562289,1.365966667
Ilha do Japones - site 2,-22.878932,-42.003653,1,-54,0.5654501,0,0.54348731,1.365455556
Ilha do Japones - site 2,-22.878932,-42.003653,1,-66,0.4776802,0.088347626,0.090505215,1.409033333
Ilha do Japones - site 2,-22.878932,-42.003653,1,-78,0.5670071,0.039631356,0.220011573,1.349677778
Ilha do Japones - site 2,-22.878932,-42.003653,1,-90,0.6587539,0.170185567,0.585037469,1.337333333
Ilha do Japones - site 2,-22.878932,-42.003653,2,0,1.6396052,0,0.49263981,0.714666667
Ilha do Japones - site 2,-22.878932,-42.003653,2,-3,1.1421272,0,0.331400782,1.081688889
Ilha do Japones - site 2,-22.878932,-42.003653,2,-12,1.0469754,0,0.31468451,1.261244444
Ilha do Japones - site 2,-22.878932,-42.003653,2,-21,0.915426,0,0.332911432,1.314266667
Ilha do Japones - site 2,-22.878932,-42.003653,2,-30,0.922379,0,0.414035738,1.270866667
Ilha do Japones - site 2,-22.878932,-42.003653,2,-42,0.7677108,0.453315025,0.365413601,1.295044444
Ilha do Japones - site 2,-22.878932,-42.003653,2,-54,0.5988684,0.604525939,0.331037983,1.315566667
Ilha do Japones - site 2,-22.878932,-42.003653,2,-66,0.5689841,0,0.211653918,1.265233333
Ilha do Japones - site 2,-22.878932,-42.003653,2,-78,0.4246402,0,0.07184875,1.217655556
Ilha do Japones - site 2,-22.878932,-42.003653,2,-90,0.9215237,0,0.251192272,1.196877778
Praia dos Ossos,-22.745867,-41.88145,1,0,2.9880232,1.034814943,0.732756745,0.905711111
Praia dos Ossos,-22.745867,-41.88145,1,-3,3.3800462,1.07810643,0.773780677,0.999277778
Praia dos Ossos,-22.745867,-41.88145,1,-9,2.6526209,0.877810697,0.925946375,1.271666667
Praia dos Ossos,-22.745867,-41.88145,1,-15,2.901976,1.060828758,0.996880221,1.258422222
Praia dos Ossos,-22.745867,-41.88145,1,-21,9.7005559,2.769300876,2.796041074,0.588555556
Praia dos Ossos,-22.745867,-41.88145,1,-27,3.9292511,3.745933801,1.424645156,0.544711111
Praia dos Ossos,-22.745867,-41.88145,1,-33,2.9491328,2.819674515,1.009728647,0.655288889
Praia dos Ossos,-22.745867,-41.88145,1,-39,2.5496747,2.907529901,0.525194575,0.6127
Praia dos Ossos,-22.745867,-41.88145,2,0,3.4793017,0.708850918,1.172956171,0.934333333
Praia dos Ossos,-22.745867,-41.88145,2,-3,2.6273011,0.902010891,0.638631966,1.233122222
Praia dos Ossos,-22.745867,-41.88145,2,-9,3.1067155,0.739376799,0.980165585,1.268066667
Praia dos Ossos,-22.745867,-41.88145,2,-15,2.7854988,0.830546152,1.105745424,0.793777778
Praia dos Ossos,-22.745867,-41.88145,2,-21,2.5411312,0.527135031,0.829677804,0.878788889
Praia dos Ossos,-22.745867,-41.88145,2,-27,2.6567672,0.847102433,0.975937695,1.211244444
Praia dos Ossos,-22.745867,-41.88145,2,-33,3.1722429,1.82507705,1.17359925,1.202888889
Praia da Ferradura,-22.772383,-41.888983,1,0,2.8056523,4.302387365,1.360435358,1.164165993
Praia da Ferradura,-22.772383,-41.888983,1,-3,2.8410212,4.897852581,0.471963722,0.86373266
Praia da Ferradura,-22.772383,-41.888983,1,-12,2.3398968,5.07421649,0.092553968,1.303988215
Praia da Ferradura,-22.772383,-41.888983,1,-21,2.3604657,5.0712915,0.629253334,1.55013266
Praia da Ferradura,-22.772383,-41.888983,1,-30,2.773865,4.529517057,0.904110072,1.440521549
Praia da Ferradura,-22.772383,-41.888983,1,-42,3.1591937,4.768512668,0.425939618,1.547110438
Praia da Ferradura,-22.772383,-41.888983,1,-54,2.6110857,4.569302021,0.567040982,1.502621549
Praia da Ferradura,-22.772383,-41.888983,2,0,3.7723785,4.485158667,0.884779706,1.562377104
Praia da Ferradura,-22.772383,-41.888983,2,-3,3.024968,4.507193485,0.661195359,1.572777104
Praia da Ferradura,-22.772383,-41.888983,2,-12,2.640143,4.947247871,0.286391846,1.175410438
Praia da Ferradura,-22.772383,-41.888983,2,-21,2.5493421,5.048656268,0.204459863,1.587199327
Praia da Ferradura,-22.772383,-41.888983,2,-30,6.3929261,4.354377854,1.760447394,1.241643771
Praia da Ferradura,-22.772383,-41.888983,2,-42,3.690385,5.494637976,0.222445001,0.952410438
Praia da Ferradura,-22.772383,-41.888983,2,-54,2.8452784,5.156745244,0.37542839,1.293443771
Praia da Ferradura,-22.772383,-41.888983,2,-66,2.989873,5.603405337,0.431394239,0.677065993
Praia da Ferradura,-22.772383,-41.888983,2,-78,2.4304539,4.2063891,0.586269229,0.917443771
Praia da Ferradura,-22.772383,-41.888983,2,-90,4.3954275,4.24623943,1.124796623,0.857721549
Manguinhos,-22.769126,-41.912172,1,0,2.9639295,0.224143916,0.927777833,0.780843771
Manguinhos,-22.769126,-41.912172,1,-3,3.7880378,0.126169479,0.811817014,0.892265993
Manguinhos,-22.769126,-41.912172,1,-9,2.2845983,0.401101679,0.768060237,1.253665993
Manguinhos,-22.769126,-41.912172,1,-15,2.3668189,0.369433219,0.613406127,1.313088215
Manguinhos,-22.769126,-41.912172,1,-21,3.8794727,0,0.328217745,1.380121549
Manguinhos,-22.769126,-41.912172,1,-27,4.3415601,0.025571601,0.212355046,0.91853266
Manguinhos,-22.769126,-41.912172,1,-33,3.4506919,0,0.196089745,0.905299327
Manguinhos,-22.769126,-41.912172,2,0,3.4209428,0.032497147,0.820672831,0.665154882
Manguinhos,-22.769126,-41.912172,2,-3,3.5212805,0.095301944,0.806992751,0.996365993
Manguinhos,-22.769126,-41.912172,2,-9,2.4270868,0.1210692,0.626045876,1.188665993
Manguinhos,-22.769126,-41.912172,2,-15,2.5727069,0.242311412,0.844552344,1.122254882
Manguinhos,-22.769126,-41.912172,2,-21,2.8981507,0,0.156667352,1.542388215
Manguinhos,-22.769126,-41.912172,2,-27,2.2701232,0.087299407,0.66665995,1.281077104
Manguinhos,-22.769126,-41.912172,2,-33,3.1637257,0,0.157771721,1.491410438
Manguinhos,-22.769126,-41.912172,2,-39,1.8109091,0,0.187818632,1.555910438
Ilha Grande - site 1,-23.104933,-44.213233,1,0,2.2140836,0,0.375679344,1.035088889
Ilha Grande - site 1,-23.104933,-44.213233,1,-10,4.1632224,0,1.488670588,0.849277778
Ilha Grande - site 1,-23.104933,-44.213233,1,-20,2.8365423,0,1.004390001,0.953088889
Ilha Grande - site 1,-23.104933,-44.213233,1,-30,3.5964736,0,0.670018494,1.202166667
Ilha Grande - site 1,-23.104933,-44.213233,1,-40,2.5051995,0,0.595131993,1.221444444
Ilha Grande - site 1,-23.104933,-44.213233,1,-50,2.493803,0.08964135,1.258190376,1.055144444
Ilha Grande - site 1,-23.104933,-44.213233,1,-60,1.6484693,0.195444126,0.797323327,0.954033333
Ilha Grande - site 1,-23.104933,-44.213233,1,-70,1.6878865,0.007793865,0.731554547,1.193122222
Ilha Grande - site 1,-23.104933,-44.213233,1,-80,1.647001,0.006976696,0.390483706,1.065066667
Ilha Grande - site 1,-23.104933,-44.213233,1,-90,4.8771521,0.026930464,1.312910663,0.621488889
Ilha Grande - site 1,-23.104933,-44.213233,2,0,3.2338674,0,0.577988148,0.594755556
Ilha Grande - site 1,-23.104933,-44.213233,2,-10,3.4922695,0,1.394510925,1.076377778
Ilha Grande - site 1,-23.104933,-44.213233,2,-20,2.8213166,0,1.300351262,0.747066667
Ilha Grande - site 1,-23.104933,-44.213233,2,-30,5.4408353,0.006364644,2.112284123,1.066722222
Ilha Grande - site 1,-23.104933,-44.213233,2,-40,2.7375428,0,1.192402124,0.970911111
Ilha Grande - site 1,-23.104933,-44.213233,2,-50,2.5809717,0.029938466,0.473081344,1.209
Ilha Grande - site 1,-23.104933,-44.213233,2,-60,1.4345696,0,0.593921602,0.8139
Ilha Grande - site 1,-23.104933,-44.213233,2,-70,2.2720736,0.464266448,1.003411741,0.776266667
Ilha Grande - site 1,-23.104933,-44.213233,2,-80,2.3820378,0.068152623,0.666786535,0.537
Ilha Grande - site 1,-23.104933,-44.213233,2,-90,4.3719572,0.233005351,1.755060369,0.222766667
Ilha Grande - site 2,-23.133783,-44.151083,1,0,3.8262258,0.00620797,0.31925666,1.113566667
Ilha Grande - site 2,-23.133783,-44.151083,1,-10,1.3613268,0.016082642,0.308460745,1.206633333
Ilha Grande - site 2,-23.133783,-44.151083,1,-20,0.7066931,0.284542534,0.645714787,0.6687
Ilha Grande - site 2,-23.133783,-44.151083,1,-30,1.8512285,1.356610099,0.103466114,0.920077778
Ilha Grande - site 2,-23.133783,-44.151083,1,-40,3.823423,0.432225083,1.414006378,0.993
Ilha Grande - site 2,-23.133783,-44.151083,1,-50,4.4464049,0.102645969,1.570522929,0.821233333
Ilha Grande - site 2,-23.133783,-44.151083,1,-60,4.3619025,0.395521745,1.738281861,1.086777778
Ilha Grande - site 2,-23.133783,-44.151083,1,-70,3.3904835,0.20194073,1.496941493,0.786466667
Ilha Grande - site 2,-23.133783,-44.151083,1,-80,5.0601062,0.783171776,2.353101847,0.767277778
Ilha Grande - site 2,-23.133783,-44.151083,1,-90,3.6557502,1.031377269,1.649455594,0.962433333
Ilha Grande - site 2,-23.133783,-44.151083,2,0,0.94552,0.031118685,0.202627769,1.165633333
Ilha Grande - site 2,-23.133783,-44.151083,2,-10,1.5912898,0.023888543,0.327992365,1.253277778
Ilha Grande - site 2,-23.133783,-44.151083,2,-20,1.7465358,0,0.54326719,0.797666667
Ilha Grande - site 2,-23.133783,-44.151083,2,-30,4.4759675,0.353657135,2.007570139,0.799522222
Ilha Grande - site 2,-23.133783,-44.151083,2,-40,5.2297593,0.210538669,2.139284091,0.961877778
Ilha Grande - site 2,-23.133783,-44.151083,2,-50,4.2048985,0.476039226,1.589510386,0.8015
Ilha Grande - site 2,-23.133783,-44.151083,2,-60,6.1959209,0.030518009,2.482197569,0.970211111
Ilha Grande - site 2,-23.133783,-44.151083,2,-70,5.7837111,0.098220087,1.526817702,0.454144444
Ilha Grande - site 2,-23.133783,-44.151083,2,-80,5.4219087,0.098220087,1.939959775,0.610711111
Ilha Grande - site 2,-23.133783,-44.151083,2,-90,5.2444387,0.187939097,2.690990995,0.836566667
Bracui - site 1,-22.9571,-44.384567,1,0,1.4889285,0.028863212,0.081004785,1.182411111
Bracui - site 1,-22.9571,-44.384567,1,-3,1.6545738,0.023651142,0.101456623,1.1785
Bracui - site 1,-22.9571,-44.384567,1,-12,1.3121731,0,0.078303419,1.222911111
Bracui - site 1,-22.9571,-44.384567,1,-21,1.4741276,0,0.105277412,0.8969
Bracui - site 1,-22.9571,-44.384567,1,-30,2.7331548,0,0.530296922,1.1104
Bracui - site 1,-22.9571,-44.384567,1,-39,3.3385157,0,0.878832102,0.955566667
Bracui - site 1,-22.9571,-44.384567,1,-54,4.7883212,0,0.778004348,0.936322222
Bracui - site 1,-22.9571,-44.384567,1,-69,4.3715739,0,0.892276239,1.060488889
Bracui - site 1,-22.9571,-44.384567,1,-84,4.7831964,0,0.906957209,0.965366667
Bracui - site 1,-22.9571,-44.384567,2,0,1.7163904,0,0.117079765,0.936755556
Bracui - site 1,-22.9571,-44.384567,2,-3,1.3799873,0,0.084079526,1.203277778
Bracui - site 1,-22.9571,-44.384567,2,-12,1.4549717,0,0.089927435,1.2454
Bracui - site 1,-22.9571,-44.384567,2,-21,1.4090709,0,0.104167499,1.1978
Bracui - site 1,-22.9571,-44.384567,2,-30,2.2964124,0,0.39489004,0.983644444
Bracui - site 1,-22.9571,-44.384567,2,-39,2.7233393,0,0.590748727,1.005055556
Bracui - site 1,-22.9571,-44.384567,2,-54,4.8340763,0,0.832750559,1.015033333
Bracui - site 1,-22.9571,-44.384567,2,-69,5.4782886,0,1.249863267,0.750133333
Bracui - site 1,-22.9571,-44.384567,2,-84,2.2938346,0,0.854026198,0.839755556
Bracui - site 1,-22.9571,-44.384567,2,-99,4.3769488,0,0.801337242,1.134011111
Bracui - site 2,-22.957267,-44.381133,1,0,3.0942692,0.024935524,1.101812203,0.936977778
Bracui - site 2,-22.957267,-44.381133,1,-3,2.2081448,0.021734214,0.225850024,1.203166667
Bracui - site 2,-22.957267,-44.381133,1,-12,2.5649873,0,0.246088803,1.210766667
Bracui - site 2,-22.957267,-44.381133,1,-21,2.3012244,0,0.256889194,1.199088889
Bracui - site 2,-22.957267,-44.381133,1,-30,4.6565645,0,0.787163436,0.983611111
Bracui - site 2,-22.957267,-44.381133,1,-39,3.172505,0,0.629069448,0.9988
Bracui - site 2,-22.957267,-44.381133,1,-54,3.6687348,0,0.754712403,1.112466667
Bracui - site 2,-22.957267,-44.381133,1,-69,4.1157979,0,0.818728626,1.0119
Bracui - site 2,-22.957267,-44.381133,1,-84,3.5391503,0,0.588552535,0.364533333
Bracui - site 2,-22.957267,-44.381133,1,-99,1.8419195,0,0.187040702,1.239677778
Bracui - site 2,-22.957267,-44.381133,2,0,3.56184,0,0.281909347,0.498888889
Bracui - site 2,-22.957267,-44.381133,2,-3,3.7778532,0,0.91977793,0.987777778
Bracui - site 2,-22.957267,-44.381133,2,-12,2.9157747,0,0.305167198,1.107777778
Bracui - site 2,-22.957267,-44.381133,2,-21,3.1008457,0,0.351205409,1.067777778
Bracui - site 2,-22.957267,-44.381133,2,-30,3.8164755,0,0.538571835,1.033333333
Bracui - site 2,-22.957267,-44.381133,2,-39,3.6274355,0,0.585103989,1.012222222
Bracui - site 2,-22.957267,-44.381133,2,-54,4.0415913,0,0.774719596,0.982222222
Bracui - site 2,-22.957267,-44.381133,2,-69,4.3234079,0,1.153116941,0.843333333
Bracui - site 2,-22.957267,-44.381133,2,-84,4.581061,0,0.951482892,0.901111111
Bracui - site 2,-22.957267,-44.381133,2,-99,7.4633009,0,2.466609955,0.802222222
Santa Cruz,-19.95365,-40.152067,1,0,7.4575586,5.07696444,1.811058936,0.949577778
Santa Cruz,-19.95365,-40.152067,1,0,7.4575586,5.07696444,1.811058936,0.949577778
Santa Cruz,-19.95365,-40.152067,1,-10,4.7975661,6.514062405,1.184638023,0.982688889
Santa Cruz,-19.95365,-40.152067,1,-10,4.7975661,6.514062405,1.184638023,0.982688889
Santa Cruz,-19.95365,-40.152067,1,-20,2.1401481,3.586798718,0.836020897,1.132211111
Santa Cruz,-19.95365,-40.152067,1,-20,2.1401481,3.586798718,0.836020897,1.132211111
Santa Cruz,-19.95365,-40.152067,1,-30,3.5615772,4.280446,1.428039127,1.1792
Santa Cruz,-19.95365,-40.152067,1,-30,3.5615772,4.280446,1.428039127,1.1792
Santa Cruz,-19.95365,-40.152067,1,-40,5.8807314,6.69863315,0.78442721,0.934677778
Santa Cruz,-19.95365,-40.152067,1,-40,5.8807314,6.69863315,0.78442721,0.934677778
Santa Cruz,-19.95365,-40.152067,1,-50,4.4241037,5.115019389,1.637348584,1.0624
Santa Cruz,-19.95365,-40.152067,1,-50,4.4241037,5.115019389,1.637348584,1.0624
Santa Cruz,-19.95365,-40.152067,1,-60,4.5335332,6.642918382,1.383652892,0.961122222
Santa Cruz,-19.95365,-40.152067,1,-60,4.5335332,6.642918382,1.383652892,0.961122222
Santa Cruz,-19.95365,-40.152067,1,-70,4.6268809,6.460245988,1.018540004,0.946188889
Santa Cruz,-19.95365,-40.152067,1,-70,4.6268809,6.460245988,1.018540004,0.946188889
Santa Cruz,-19.95365,-40.152067,1,-80,6.9813074,6.635113284,1.715633824,0.8439
Santa Cruz,-19.95365,-40.152067,1,-80,6.9813074,6.635113284,1.715633824,0.8439
Santa Cruz,-19.95365,-40.152067,1,-90,5.1578354,7.0974849,1.483668969,1.053622222
Santa Cruz,-19.95365,-40.152067,1,-90,5.1578354,7.0974849,1.483668969,1.053622222
Santa Cruz,-19.95365,-40.152067,2,0,7.9135964,4.924993872,2.360581994,1.035377778
Santa Cruz,-19.95365,-40.152067,2,0,7.9135964,4.924993872,2.360581994,1.035377778
Santa Cruz,-19.95365,-40.152067,2,-10,5.4763381,3.18494384,2.089325741,0.839611111
Santa Cruz,-19.95365,-40.152067,2,-10,5.4763381,3.18494384,2.089325741,0.839611111
Santa Cruz,-19.95365,-40.152067,2,-20,6.3399815,3.474984568,2.040316659,0.844133333
Santa Cruz,-19.95365,-40.152067,2,-20,6.3399815,3.474984568,2.040316659,0.844133333
Santa Cruz,-19.95365,-40.152067,2,-30,6.7147126,5.092311386,1.656712051,0.990377778
Santa Cruz,-19.95365,-40.152067,2,-30,6.7147126,5.092311386,1.656712051,0.990377778
Santa Cruz,-19.95365,-40.152067,2,-40,8.2378614,5.238262161,1.842679039,0.864566667
Santa Cruz,-19.95365,-40.152067,2,-40,8.2378614,5.238262161,1.842679039,0.864566667
Santa Cruz,-19.95365,-40.152067,2,-50,8.9689441,4.513092032,2.551316271,0.7099
Santa Cruz,-19.95365,-40.152067,2,-50,8.9689441,4.513092032,2.551316271,0.7099
Santa Cruz,-19.95365,-40.152067,2,-60,8.3639032,6.1636303,2.475967593,0.843866667
Santa Cruz,-19.95365,-40.152067,2,-60,8.3639032,6.1636303,2.475967593,0.843866667
Santa Cruz,-19.95365,-40.152067,2,-70,6.5352697,4.978118918,2.230554559,1.020422222
Santa Cruz,-19.95365,-40.152067,2,-70,6.5352697,4.978118918,2.230554559,1.020422222
Santa Cruz,-19.95365,-40.152067,2,-80,5.2322925,4.524453181,1.733215791,1.147077778
Santa Cruz,-19.95365,-40.152067,2,-80,5.2322925,4.524453181,1.733215791,1.147077778
Santa Cruz,-19.95365,-40.152067,2,-90,4.6806861,2.887100021,1.345142563,1.096711111
Santa Cruz,-19.95365,-40.152067,2,-90,4.6806861,2.887100021,1.345142563,1.096711111
Santa Cruz,-19.95365,-40.152067,3,0,7.9505775,5.861624296,1.385467474,1.066422222
Santa Cruz,-19.95365,-40.152067,3,0,7.9505775,5.861624296,1.385467474,1.066422222
Santa Cruz,-19.95365,-40.152067,3,-10,7.3060394,6.876734354,1.534854314,0.566555556
Santa Cruz,-19.95365,-40.152067,3,-10,7.3060394,6.876734354,1.534854314,0.566555556
Santa Cruz,-19.95365,-40.152067,3,-20,7.8108543,6.479464069,1.762722478,0.828522222
Santa Cruz,-19.95365,-40.152067,3,-20,7.8108543,6.479464069,1.762722478,0.828522222
Santa Cruz,-19.95365,-40.152067,3,-30,6.2109212,7.796288729,1.107436895,0.898844444
Santa Cruz,-19.95365,-40.152067,3,-30,6.2109212,7.796288729,1.107436895,0.898844444
Santa Cruz,-19.95365,-40.152067,3,-40,11.5136198,5.261234857,2.918225668,0.750022222
Santa Cruz,-19.95365,-40.152067,3,-40,11.5136198,5.261234857,2.918225668,0.750022222
Santa Cruz,-19.95365,-40.152067,3,-50,11.9834711,4.54260085,3.084071417,0.7596
Santa Cruz,-19.95365,-40.152067,3,-50,11.9834711,4.54260085,3.084071417,0.7596
Santa Cruz,-19.95365,-40.152067,3,-60,9.095085,2.960401789,2.239354834,0.880211111
Santa Cruz,-19.95365,-40.152067,3,-60,9.095085,2.960401789,2.239354834,0.880211111
Santa Cruz,-19.95365,-40.152067,3,-70,8.5244459,2.837632971,1.68282382,0.892955556
Santa Cruz,-19.95365,-40.152067,3,-70,8.5244459,2.837632971,1.68282382,0.892955556
Santa Cruz,-19.95365,-40.152067,3,-80,6.5879698,1.147479162,1.734110489,0.679366667
Santa Cruz,-19.95365,-40.152067,3,-80,6.5879698,1.147479162,1.734110489,0.679366667
Santa Cruz,-19.95365,-40.152067,3,-90,2.4322123,0.251950956,1.072892927,1.328044444
Santa Cruz,-19.95365,-40.152067,3,-90,2.4322123,0.251950956,1.072892927,1.328044444
Vitoria,-20.301767,-40.285967,1,0,1.748137,0.189508505,0.579779617,1.283611111
Vitoria,-20.301767,-40.285967,1,-10,2.9823445,0.249433015,1.001563098,1.104255556
Vitoria,-20.301767,-40.285967,1,-20,4.0307102,0.464035345,1.063770341,1.109233333
Vitoria,-20.301767,-40.285967,1,-30,4.6716554,1.006369804,1.803291823,1.025888889
Vitoria,-20.301767,-40.285967,1,-40,3.4258632,0.977870283,1.299318733,0.450266667
Vitoria,-20.301767,-40.285967,1,-50,2.2655888,1.742025381,1.575197215,0.682811111
Vitoria,-20.301767,-40.285967,1,-60,4.9348869,0.026694248,1.399669578,0.751055556
Vitoria,-20.301767,-40.285967,1,-70,2.6709514,0.262887005,1.199590798,1.166288889
Vitoria,-20.301767,-40.285967,1,-80,1.9279907,0.00519736,0.540131913,1.249577778
Vitoria,-20.301767,-40.285967,2,-90,1.8225918,0,0.191441908,1.603511111
Vitoria,-20.301767,-40.285967,2,0,1.9489086,0.136021301,0.669307306,1.318033333
Vitoria,-20.301767,-40.285967,2,-10,2.0771313,0.119734096,0.624120964,1.308588889
Vitoria,-20.301767,-40.285967,2,-20,4.7810813,0.519150392,1.743883237,1.055966667
Vitoria,-20.301767,-40.285967,2,-30,4.2104386,1.213031484,1.652369546,1.035188889
Vitoria,-20.301767,-40.285967,2,-40,4.7490738,0.858368018,1.665096424,1.0412
Vitoria,-20.301767,-40.285967,2,-50,2.6976374,0.59708617,1.122733614,0.842711111
Vitoria,-20.301767,-40.285967,2,-60,4.0312918,1.020381746,0.751641932,0.764722222
Vitoria,-20.301767,-40.285967,2,-70,3.0960554,0.288173008,0.932310414,1.210655556
Vitoria,-20.301767,-40.285967,2,-80,2.1353148,0.244175167,0.817421704,1.096188889
Vitoria,-20.301767,-40.285967,2,-90,1.9986216,0,0.115354851,1.605188889
Vila Velha,-20.325117,-40.271533,1,0,9.8079327,5.777508272,2.51790856,0.748522222
Vila Velha,-20.325117,-40.271533,1,-10,9.9794661,5.746394164,1.951165193,1.069944444
Vila Velha,-20.325117,-40.271533,1,-20,7.4560375,6.904268579,2.630455656,0.548866667
Vila Velha,-20.325117,-40.271533,1,-30,8.0121564,6.496256337,2.265649333,0.600533333
Vila Velha,-20.325117,-40.271533,1,-40,7.2841727,6.376202595,2.582529056,0.530711111
