title,author,bibtype,doi,url,journal,year
"Evaluation of Sediment Dynamics Using Geochemical Tracers in the Pamlico Sound Estuarine System, North Carolina",Lancen S. Tully,Misc,,,"Department of Geology, East Carolina University",2004
