study_id,bibliography_id,publication_type,bibtype,title,author,doi,url,year,journal
van_Ardenne_et_al_2018,van_Ardenne_et_al_2018,primary dataset,Misc,High resolution carbon stock and soil data for three salt marshes along the northeastern coast of North America,"Lee B. van Ardenne, Serge Jolicoeur, Dominique Bérubé, David Burdick, Gail L. Chmura",https://doi.org/10.1016/j.dib.2018.07.037,https://www.sciencedirect.com/science/article/pii/S2352340918308102#ec0010,2018,NA
van_Ardenne_et_al_2018,van_Ardenne_et_al_2018,associated source,Article,The importance of geomorphic context for estimating the carbon stock of salt marshes,"Lee B. van Ardenne, Serge Jolicoeur, Dominique Bérubé, David Burdick, Gail L. Chmura",https://doi.org/10.1016/j.geoderma.2018.06.003,https://www.sciencedirect.com/science/article/pii/S0016706117317172,2018,Geoderma
