study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Burden_et_al_2018,Wallasea Island Field,Walla_19_1,single set of methods,0,30,0.886148946,NA,0.02053207636
Burden_et_al_2018,Wallasea Island Field,Walla_19_2,single set of methods,0,30,1.049468581,NA,0.019731349949999998
Burden_et_al_2018,Wallasea Island Field,Walla_19_3,single set of methods,0,30,0.820789261,NA,0.02225190639
Burden_et_al_2018,Wallasea Island Field,Walla_19_4,single set of methods,0,30,0.973710764,NA,0.018549827340000002
Burden_et_al_2018,Brandy Hole Field,Brand_20_1,single set of methods,0,30,1.176354967,NA,0.02303880692
Burden_et_al_2018,Brandy Hole Field,Brand_20_2,single set of methods,0,30,0.951472958,NA,0.01652564049
Burden_et_al_2018,Tollesbury Field,Tolle_21_1,single set of methods,0,30,NA,0.03674325882,0.01961666667
Burden_et_al_2018,Tollesbury Field,Tolle_21_2,single set of methods,0,30,NA,0.04112002792,0.01911333333
Burden_et_al_2018,Tollesbury Field,Tolle_21_3,single set of methods,0,30,NA,0.04328006371,0.01880666667
Burden_et_al_2018,Tollesbury Field,Tolle_21_4,single set of methods,0,30,1.430812862,0.04050790817,0.017275
Burden_et_al_2018,Tollesbury Field,Tolle_21_5,single set of methods,0,30,1.310752472,0.037666262,0.014195
Burden_et_al_2018,Tollesbury Field,Tolle_21_6,single set of methods,0,30,1.166564616,0.03189284485,0.01307033333
Burden_et_al_2018,Tollesbury,Tolle_1_1,single set of methods,0,30,1.063666983,0.03854101982,0.017511000000000002
Burden_et_al_2018,Tollesbury,Tolle_1_2,single set of methods,0,30,1.035277253,0.040361610810000004,0.017837000000000002
Burden_et_al_2018,Tollesbury,Tolle_1_3,single set of methods,0,30,1.08159757,0.03833551111,0.015813
Burden_et_al_2018,Tollesbury,Tolle_1_4,single set of methods,0,30,1.06489955,0.04815344442,0.020818
Burden_et_al_2018,Orplands,Orpla_2_1,single set of methods,0,30,0.931640772,0.05909924173,0.027073999999999997
Burden_et_al_2018,Orplands,Orpla_2_2,single set of methods,0,30,0.890627393,0.059013144170000004,0.027247
Burden_et_al_2018,Orplands,Orpla_2_3,single set of methods,0,30,0.934215548,0.050952800969999996,0.022736999999999997
Burden_et_al_2018,Orplands,Orpla_2_4,single set of methods,0,30,0.84638405,0.06480662703000001,0.031198999999999998
Burden_et_al_2018,Northey MR,North_3_1,single set of methods,0,30,0.796839958,0.08449813937,0.046479999999999994
Burden_et_al_2018,Northey MR,North_3_2,single set of methods,0,30,0.689033614,0.07070356377,0.035109
Burden_et_al_2018,Northey MR,North_3_3,single set of methods,0,30,0.715402073,0.07905236136,0.044779
Burden_et_al_2018,Northey MR,North_3_4,single set of methods,0,30,0.751433899,0.08393088287,0.042827000000000004
Burden_et_al_2018,Barrow Hill,Barro_4_1,single set of methods,0,30,0.423071332,0.07803217553,0.040778999999999996
Burden_et_al_2018,Barrow Hill,Barro_4_2,single set of methods,0,30,0.536374716,0.06980746026000001,0.034621
Burden_et_al_2018,Barrow Hill,Barro_4_3,single set of methods,0,30,0.595578637,0.07110182768,0.034808
Burden_et_al_2018,Barrow Hill,Barro_4_4,single set of methods,0,30,0.455443475,0.07590350156,0.039297
Burden_et_al_2018,Ferry Lane (B),Ferry_5_1,single set of methods,0,30,0.538230641,0.0591762969,0.034929
Burden_et_al_2018,Ferry Lane (B),Ferry_5_2,single set of methods,0,30,0.479725235,0.06863933041,0.040063
Burden_et_al_2018,Ferry Lane (B),Ferry_5_3,single set of methods,0,30,0.501746108,0.06808307616999999,0.040187999999999995
Burden_et_al_2018,Ferry Lane (B),Ferry_5_4,single set of methods,0,30,0.474819722,0.06466985039,0.03683
Burden_et_al_2018,Wallasea Island,Walla_6_1,single set of methods,0,30,0.475168978,0.05319313597,0.039534
Burden_et_al_2018,Wallasea Island,Walla_6_2,single set of methods,0,30,0.469208621,0.044951399749999996,0.033861
Burden_et_al_2018,Wallasea Island,Walla_6_3,single set of methods,0,30,0.619582759,0.0451819517,0.033460000000000004
Burden_et_al_2018,Wallasea Island,Walla_6_4,single set of methods,0,30,0.579976134,0.03821931787,0.029283
Burden_et_al_2018,Northey Island,North_7_1,single set of methods,0,30,0.557765159,0.09209589366,0.049791999999999996
Burden_et_al_2018,Northey Island,North_7_2,single set of methods,0,30,0.386862668,0.14765693159999999,0.082238
Burden_et_al_2018,Northey Island,North_7_3,single set of methods,0,30,0.329469579,0.1271557104,0.07106799999999999
Burden_et_al_2018,Northey Island,North_7_4,single set of methods,0,30,0.344377104,0.160862567,0.088929
Burden_et_al_2018,North Fambridge,North_8_1,single set of methods,0,30,0.737752752,0.055774020880000004,0.027773
Burden_et_al_2018,North Fambridge,North_8_2,single set of methods,0,30,0.539838992,0.0617826486,0.030663999999999997
Burden_et_al_2018,North Fambridge,North_8_3,single set of methods,0,30,0.662753574,0.05715713007,0.029281
Burden_et_al_2018,North Fambridge,North_8_4,single set of methods,0,30,0.707217966,0.05636099101,0.028679
Burden_et_al_2018,Brandy Hole,Brand_9_1,single set of methods,0,30,0.552990506,0.06387138159,0.032997
Burden_et_al_2018,Brandy Hole,Brand_9_2,single set of methods,0,30,0.51169949,0.08169578256,0.044048
Burden_et_al_2018,Brandy Hole,Brand_9_3,single set of methods,0,30,0.565832553,0.06593723302,0.033527
Burden_et_al_2018,Brandy Hole,Brand_9_4,single set of methods,0,30,0.516957797,0.07804465005,0.040692000000000006
Burden_et_al_2018,Tollesbury Natural,Tolle_10_1,single set of methods,0,30,0.289320058,0.1855690542,0.10026
Burden_et_al_2018,Tollesbury Natural,Tolle_10_2,single set of methods,0,30,0.31245148,0.175091779,0.1051
Burden_et_al_2018,Tollesbury Natural,Tolle_10_3,single set of methods,0,30,0.280551497,0.19521839570000002,0.11371
Burden_et_al_2018,Tollesbury Natural,Tolle_10_4,single set of methods,0,30,0.248971593,0.2385558928,0.13379
Burden_et_al_2018,Orplands Natural,Orpla_11_1,single set of methods,0,30,0.362812567,0.123196877,0.066781
Burden_et_al_2018,Orplands Natural,Orpla_11_2,single set of methods,0,30,0.478448457,0.1025841896,0.054692
Burden_et_al_2018,Orplands Natural,Orpla_11_3,single set of methods,0,30,0.633927937,0.07260627629,0.040770999999999995
Burden_et_al_2018,Orplands Natural,Orpla_11_4,single set of methods,0,30,0.660311428,0.0678644987,0.032699
Burden_et_al_2018,Northey Natural,North_12_1,single set of methods,0,30,0.396175008,0.1116756699,0.061241000000000004
Burden_et_al_2018,Northey Natural,North_12_2,single set of methods,0,30,0.378984492,0.10387353790000001,0.052312000000000004
Burden_et_al_2018,Northey Natural,North_12_3,single set of methods,0,30,0.309731696,0.170013557,0.09516
Burden_et_al_2018,Northey Natural,North_12_4,single set of methods,0,30,0.262761496,0.1588443018,0.089677
Burden_et_al_2018,Barrow Hill Natural,Barro_13_1,single set of methods,0,30,0.466960113,0.08601206462000001,0.04386999999999999
Burden_et_al_2018,Barrow Hill Natural,Barro_13_2,single set of methods,0,30,0.487180766,0.08604476399,0.045669
Burden_et_al_2018,Barrow Hill Natural,Barro_13_3,single set of methods,0,30,0.31116586,0.1292179754,0.07372
Burden_et_al_2018,Barrow Hill Natural,Barro_13_4,single set of methods,0,30,0.480110744,0.0886035838,0.04739499999999999
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_1,single set of methods,0,30,0.446778365,0.07565666237,0.043929
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_2,single set of methods,0,30,0.393099779,0.1096831798,NA
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_3,single set of methods,0,30,0.401484599,0.08210547709,0.049349
Burden_et_al_2018,Ferry Lane (B) Natural,Ferry_14_4,single set of methods,0,30,0.462432151,0.08131814334,0.045911
Burden_et_al_2018,Wallasea Island Natural,Walla_15_1,single set of methods,0,30,0.654973543,0.05277846997,0.036054
Burden_et_al_2018,Wallasea Island Natural,Walla_15_2,single set of methods,0,30,0.568728291,0.074297899,0.045729
