study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Burden_et_al_2018,Wallasea Island Natural,Walla_15_3,single set of methods,0,30,0.602325928,0.06766994058,0.04070700000000001
Burden_et_al_2018,Wallasea Island Natural,Walla_15_4,single set of methods,0,30,0.556678483,0.07320110561,0.041491
Burden_et_al_2018,North Fambridge Natural,North_16_1,single set of methods,0,30,0.62552278,0.056300732279999995,0.02743
Burden_et_al_2018,North Fambridge Natural,North_16_2,single set of methods,0,30,0.496808764,0.0657494687,0.032076
Burden_et_al_2018,North Fambridge Natural,North_16_3,single set of methods,0,30,0.659381255,0.06739539305,0.031269
Burden_et_al_2018,North Fambridge Natural,North_16_4,single set of methods,0,30,0.554590899,0.07696713682,0.0363
Burden_et_al_2018,Brandy Hole Natural,Brand_17_1,single set of methods,0,30,0.451740467,0.07634992085999999,0.036804
Burden_et_al_2018,Brandy Hole Natural,Brand_17_2,single set of methods,0,30,0.429901738,0.09210471509,0.048095
Burden_et_al_2018,Brandy Hole Natural,Brand_17_3,single set of methods,0,30,0.286471182,0.1106039876,0.058689
Burden_et_al_2018,Brandy Hole Natural,Brand_17_4,single set of methods,0,30,0.367978034,0.10075437790000001,0.054284
